OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.509	0.803	0
0.501333	0.506333	0.868	0
0.501333	0.504	0.857	0
0.502	0.512333	0.887333	0
0.502	0.513	0.889	0
0.500667	0.505	0.864667	0
0.501	0.506333	0.867667	0
0.502333	0.512	0.887	0
0.500333	0.505667	0.865	0
0.501	0.507333	0.871	0
0.502	0.511	0.883	0
0.500333	0.507667	0.867667	0
0.501333	0.507333	0.871333	0
0.500333	0.513333	0.885	0
0.500667	0.504667	0.86	0
0.500667	0.511667	0.882	0
0.501667	0.506667	0.871	0
0.500667	0.514333	0.888333	0
0.500667	0.507	0.870667	0
0.501	0.513333	0.888333	0
0.500333	0.514333	0.885333	0
0.500333	0.512667	0.881333	0
0.502333	0.511667	0.886333	0
0.501667	0.513667	0.89	0
0.501	0.510667	0.881667	0
0.502	0.507	0.872	0
0.500333	0.505333	0.863667	0
0.500333	0.509333	0.875667	0
0.502667	0.512333	0.888	0
0.501667	0.512	0.886	0
0.501333	0.512667	0.886667	0
0.501667	0.513333	0.889333	0
0.500667	0.513	0.883667	0
0.501333	0.506667	0.870333	0
0.500667	0.508333	0.873	0
0.500333	0.515	0.888667	0
0.501667	0.511	0.882333	0
0.502	0.506333	0.870333	0
0.500333	0.506	0.866	0
0.501	0.505333	0.865333	0
0.500333	0.503333	0.851667	0
0.501	0.506667	0.869	0
0.501667	0.514667	0.894333	0
0.501333	0.503333	0.855667	0
0.500667	0.503667	0.854667	0
0.500667	0.503333	0.853667	0
0.501333	0.510667	0.882	0
0.501	0.504667	0.861	0
0.503	0.512333	0.888333	0
0.500667	0.514667	0.890333	0
0.500667	0.513667	0.887667	0
0.500333	0.511	0.879	0
0.501	0.512	0.883	0
0.501	0.507667	0.872333	0
0.502	0.513333	0.889667	0
0.501333	0.504333	0.861	0
0.500667	0.508	0.871333	0
0.502333	0.507333	0.872333	0
0.500333	0.509667	0.878333	0
0.501333	0.512333	0.886	0
0.500333	0.514667	0.887667	0
0.501	0.503667	0.855667	0
0.501	0.504333	0.859667	0
0.502	0.514	0.892667	1
0.500667	0.513333	0.887	0
0.502	0.512	0.886333	0
0.501333	0.513	0.888667	0
0.500667	0.504	0.856333	0
0.500667	0.510333	0.881	0
0.502667	0.512	0.887667	0
0.501	0.514	0.89	0
0.501	0.508667	0.878667	0
0.500667	0.509333	0.878	0
0.501	0.512667	0.885667	0
0.500667	0.503	0.851	0
0.501333	0.51	0.880667	0
0.501333	0.514333	0.892667	0
0.502333	0.514333	0.893	0
0.501	0.51	0.880333	0
0.500333	0.508667	0.874	0
0.501	0.503333	0.855	0
0.502667	0.512667	0.888333	0
0.501667	0.510333	0.881667	0
0.501667	0.506333	0.869	0
0.501	0.505667	0.865667	0
0.500667	0.51	0.88	0
0.501333	0.515	0.893	0
0.500667	0.514	0.888	0
0.501	0.513667	0.889667	0
0.500667	0.509	0.876667	0
0.501667	0.506	0.867667	0
0.501	0.505	0.865	0
