OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.500667	0.510333	0.897667	0
0.5	0.506667	0.891333	0
0.500333	0.508667	0.895	0
0.5	0.511	0.896	0
0.500333	0.509667	0.896333	0
0.5	0.514333	0.900667	0
0.501	0.508	0.895667	0
0.501	0.510667	0.898	0
0.500667	0.509	0.895667	0
0.5	0.507333	0.893	0
0.500667	0.511667	0.899333	0
0.500667	0.504667	0.890667	0
0.501	0.509333	0.896667	0
0.500333	0.516	0.904	0
0.500667	0.501667	0.881333	0
0.501	0.503	0.887	0
0.501	0.506	0.893667	0
0.500667	0.507333	0.894333	0
0.500333	0.512667	0.899	0
0.500667	0.512333	0.899667	0
0.5	0.501333	0.880333	0
0.501	0.502	0.885333	0
0.501333	0.507667	0.895667	1
0.501333	0.507333	0.895333	0
0.500333	0.502667	0.885	0
0.500667	0.513667	0.903	0
0.500333	0.503333	0.886333	0
0.500333	0.505667	0.893	0
0.500333	0.509333	0.896	0
0.501	0.508667	0.896	0
0.500667	0.511333	0.899	0
0.500333	0.504333	0.890333	0
0.500667	0.508	0.894667	0
0.500333	0.515667	0.903333	0
0.501667	0.515	0.904	0
0.500667	0.502	0.884333	0
0.501	0.512667	0.901333	0
0.500333	0.502	0.884	0
0.500667	0.503667	0.889333	0
0.501	0.507	0.894333	0
0.500333	0.502333	0.884667	0
0.501333	0.512	0.9	0
0.501	0.512333	0.9	0
0.500667	0.515333	0.903667	0
0.500333	0.514333	0.903	0
0.500333	0.504	0.886667	0
0.501	0.501667	0.884333	0
0.501	0.514	0.903333	0
0.500333	0.513333	0.901667	0
0.500333	0.513667	0.902	0
0.501	0.514333	0.903667	0
0.500333	0.516333	0.904667	0
0.501	0.505333	0.892	0
0.5	0.509667	0.895333	0
0.501333	0.508667	0.896333	0
0.501	0.511	0.898667	0
0.500667	0.504	0.889667	0
0.500333	0.513	0.9	0
