OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.504667	0.708333	0
0.500667	0.501667	0.790667	0
0.5	0.509333	0.871667	0
0.500333	0.504667	0.850667	0
0.500333	0.503	0.836	0
0.500667	0.505667	0.862667	0
0.5	0.507667	0.868667	0
0.500333	0.506	0.861667	0
0.501	0.505667	0.864333	0
0.500333	0.508	0.877	0
0.500333	0.507333	0.87	0
0.500333	0.505	0.856	0
0.501667	0.509667	0.888	0
0.500333	0.502	0.791333	0
0.500667	0.502667	0.837	0
0.500667	0.507	0.869667	0
0.500333	0.508333	0.877333	0
0.500333	0.511333	0.888667	0
0.501667	0.509333	0.887333	0
0.500333	0.501667	0.790333	0
0.500333	0.508667	0.878667	0
0.500667	0.503667	0.839	0
0.500333	0.509667	0.883667	0
0.500667	0.508	0.878667	0
0.501667	0.505667	0.865	0
0.501	0.508	0.879	0
0.500667	0.509667	0.884667	0
0.501	0.502667	0.837333	0
0.501	0.506667	0.871667	0
0.500333	0.509	0.882333	0
0.500333	0.504	0.838333	0
0.500667	0.507333	0.875667	0
0.501333	0.508	0.879333	0
0.502333	0.514	0.893667	0
0.500333	0.504333	0.850333	0
0.500667	0.504333	0.850667	0
0.501	0.509667	0.886667	0
0.500333	0.505667	0.861333	0
0.500333	0.509333	0.883333	0
0.501333	0.511	0.891	0
0.501	0.503	0.838667	0
0.501	0.508667	0.884	0
0.502	0.508333	0.882	0
0.501333	0.507667	0.878667	0
0.501	0.510333	0.887333	0
0.501	0.507667	0.878	0
0.500667	0.502333	0.792	0
0.501333	0.509	0.885667	0
0.503333	0.512667	0.892	0
0.500333	0.503667	0.837333	0
0.501333	0.504333	0.851	0
0.500667	0.505333	0.860667	0
0.501667	0.509	0.886667	0
0.500333	0.506667	0.869333	0
0.502667	0.513667	0.894	0
0.501333	0.51	0.888333	0
0.500667	0.509	0.884	0
0.501	0.509	0.884333	0
0.501	0.511	0.888667	0
0.503333	0.514	0.894333	0
0.500667	0.503333	0.838	0
0.501333	0.509667	0.887667	0
0.501	0.507	0.872	0
0.500667	0.508667	0.881333	0
0.502333	0.513333	0.893333	0
0.502	0.511	0.891333	0
0.501	0.505333	0.861	0
0.503333	0.513	0.892667	0
0.503	0.512667	0.891667	0
0.501	0.510667	0.887667	0
0.500667	0.510667	0.886667	0
0.501333	0.504667	0.857667	0
0.501333	0.510667	0.890333	1
0.502	0.508	0.881667	0
0.502	0.507333	0.876333	0
0.501	0.505	0.859	0
0.502	0.508667	0.884333	0
0.502	0.514	0.893333	0
0.503667	0.513	0.893	0
0.504	0.512667	0.892667	0
0.504	0.511667	0.891667	0
