OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.502333	0.506	0.514	0.754333	0
0.501667	0.505	0.514333	0.754	0
0.501333	0.506667	0.521333	0.764	0
0.501667	0.505	0.514	0.753	0
0.501	0.504333	0.515667	0.754	0
0.500667	0.503667	0.510333	0.729667	0
0.502	0.507333	0.518667	0.763333	0
0.500333	0.509	0.522333	0.764333	0
0.501	0.504333	0.516	0.758333	0
0.502	0.506333	0.52	0.764333	0
0.500667	0.503333	0.512333	0.745	0
0.500333	0.504333	0.514333	0.75	0
0.502333	0.507667	0.52	0.764667	0
0.501667	0.505333	0.515333	0.758	0
0.501333	0.502667	0.513667	0.742	0
0.501	0.504667	0.511667	0.744333	0
0.501333	0.505667	0.515333	0.755	0
0.502	0.506333	0.519667	0.764	0
0.501667	0.505667	0.520333	0.763	0
0.501	0.503333	0.510333	0.728667	0
0.501667	0.506	0.515667	0.760333	0
0.502	0.504	0.516	0.758667	0
0.502	0.503667	0.517	0.76	0
0.501	0.504333	0.513333	0.749667	0
0.502333	0.506667	0.520667	0.765	0
0.501	0.504667	0.510333	0.735667	0
0.502	0.505333	0.515	0.757	0
0.502333	0.505333	0.523667	0.765333	0
0.502667	0.505667	0.514333	0.754333	0
0.500667	0.503	0.512667	0.744	0
0.501333	0.507	0.52	0.763333	0
0.500667	0.509667	0.521667	0.764333	0
0.500667	0.504667	0.516333	0.757667	0
0.500667	0.503333	0.512	0.744333	0
0.501333	0.504333	0.516333	0.760667	0
0.502	0.504	0.516667	0.760333	0
0.501	0.502	0.513667	0.740333	0
0.501667	0.506	0.522333	0.764667	0
0.501333	0.505667	0.522667	0.763667	0
0.502	0.507667	0.518333	0.762333	0
0.501333	0.503667	0.511333	0.740667	0
0.501	0.504	0.509667	0.728667	0
0.501333	0.506	0.520333	0.762667	0
0.501333	0.506667	0.515333	0.759333	0
0.501333	0.504333	0.511333	0.741333	0
0.501333	0.503667	0.510667	0.736333	0
0.502	0.503667	0.510333	0.740667	0
0.501667	0.503667	0.51	0.740333	0
0.502333	0.505	0.521333	0.762667	0
0.500667	0.503667	0.513333	0.746	0
0.500667	0.502333	0.514333	0.739667	0
0.503	0.505667	0.521333	0.764333	0
0.503	0.505667	0.521	0.763333	0
0.500667	0.504333	0.51	0.728667	0
0.501667	0.507667	0.518667	0.763	0
0.502	0.507667	0.519	0.763667	0
0.500333	0.508667	0.522667	0.764333	0
0.500667	0.508	0.522333	0.764333	0
0.501667	0.506	0.52	0.763667	0
0.502333	0.506333	0.520333	0.764667	0
0.500667	0.502667	0.514333	0.74	0
0.501333	0.505333	0.522333	0.763	0
0.500667	0.504667	0.516	0.756	0
0.502	0.506	0.52	0.764	0
0.502	0.506	0.519667	0.763667	0
0.501667	0.506333	0.515333	0.759	0
0.501667	0.505667	0.516	0.760333	0
0.500667	0.505	0.511	0.740333	0
0.501	0.504	0.516667	0.759	1
0.501667	0.504333	0.515667	0.758	0
0.501667	0.503667	0.517333	0.758333	0
0.502	0.504	0.516333	0.759667	0
0.501	0.503667	0.515	0.749	0
0.502333	0.506333	0.521	0.765333	0
0.503	0.507	0.521333	0.765667	0
0.502	0.505667	0.514667	0.755667	0
0.502333	0.505667	0.523333	0.764333	0
0.502333	0.505667	0.524	0.765667	0
0.501333	0.506667	0.519333	0.762	0
0.502	0.504	0.514333	0.752667	0
0.502333	0.504	0.513667	0.751667	0
0.500667	0.503667	0.51	0.727333	0
0.501333	0.503667	0.509667	0.725667	0
0.501667	0.505	0.522667	0.762333	0
0.501667	0.505	0.521667	0.762	0
0.501	0.503333	0.510667	0.729	0
0.501333	0.506	0.519333	0.761	0
0.500667	0.504333	0.512667	0.747	0
0.501333	0.504667	0.513	0.748667	0
0.501	0.505	0.513	0.749	0
0.501	0.502667	0.513333	0.739333	0
0.501333	0.505333	0.522	0.762667	0
0.500667	0.505333	0.511	0.744333	0
0.502333	0.505667	0.518667	0.762333	0
0.502	0.506	0.518667	0.763	0
0.501	0.506	0.520667	0.762	0
0.501333	0.505667	0.519667	0.762333	0
0.501	0.504333	0.510667	0.74	0
0.501	0.504	0.513667	0.750333	0
0.501333	0.503667	0.510333	0.736	0
