OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.500667	0.530667	0.852	0
0.5	0.508667	0.84	0
0.5	0.541	0.861667	0
0.500333	0.522667	0.849667	0
0.500333	0.506	0.835	0
0.5	0.54	0.861333	0
0.500333	0.501667	0.825667	0
0.500667	0.546	0.865667	0
0.500333	0.503667	0.827667	0
0.500667	0.545667	0.865	0
0.5	0.506	0.834333	0
0.500333	0.505	0.831667	0
0.500333	0.519333	0.848333	0
0.500667	0.503667	0.830333	0
0.501667	0.540667	0.865333	0
0.500667	0.507333	0.839667	0
0.500333	0.501333	0.825	0
0.501667	0.535333	0.859333	0
0.502	0.524	0.854333	0
0.500333	0.546333	0.865333	0
0.502	0.54	0.865667	0
0.502	0.536333	0.860333	0
0.501	0.522667	0.851667	0
0.500333	0.502667	0.827333	0
0.502333	0.534333	0.857667	0
0.500333	0.520333	0.849333	0
0.500667	0.541	0.863667	0
0.500333	0.541667	0.862667	0
0.502	0.539667	0.865	0
0.503333	0.531	0.855667	0
0.501	0.52	0.85	0
0.501	0.531	0.853333	0
0.500333	0.534667	0.855333	0
0.501333	0.538667	0.861333	0
0.502	0.505667	0.837	0
0.501	0.54	0.863333	0
0.500667	0.504667	0.832	0
0.500667	0.515	0.845667	0
0.500667	0.538	0.86	0
0.500333	0.539667	0.861	0
0.5	0.542333	0.862	0
0.501667	0.515	0.847667	0
0.500667	0.518333	0.848333	0
0.500333	0.504	0.828667	0
0.501	0.532333	0.854333	0
0.500667	0.514667	0.845	0
0.500333	0.541333	0.862333	0
0.502	0.519333	0.852	0
0.501333	0.530667	0.853667	0
0.501333	0.531667	0.854333	0
0.5	0.533333	0.851667	0
0.500333	0.536	0.858333	0
0.501	0.506333	0.838667	0
0.502333	0.533	0.856667	0
0.501	0.546333	0.868	0
0.500667	0.534667	0.856667	0
0.501	0.537333	0.860333	0
0.501333	0.524	0.852667	0
0.501	0.503333	0.829667	0
0.501333	0.535333	0.859	0
0.500333	0.547667	0.866	0
0.501333	0.506	0.837667	0
0.500333	0.518333	0.847667	0
0.500667	0.505667	0.834333	0
0.501333	0.531	0.854	0
0.501	0.539333	0.861667	0
0.500667	0.508667	0.844667	0
0.500667	0.531	0.852333	0
0.500667	0.532667	0.854	0
0.500667	0.506	0.836	0
0.500333	0.502333	0.826667	0
0.500333	0.507	0.837	0
0.500333	0.52	0.848667	0
0.501	0.519333	0.849333	0
0.501333	0.514667	0.847333	0
0.502333	0.523	0.854333	0
0.502	0.522333	0.852333	0
0.502	0.534	0.856333	0
0.502333	0.524333	0.855	0
0.500667	0.540667	0.863333	0
0.502	0.538667	0.864333	0
0.502333	0.539	0.864667	0
0.500333	0.539	0.860667	0
0.502667	0.536667	0.862667	0
0.501333	0.507333	0.842333	0
0.503667	0.515667	0.849333	0
0.500333	0.54	0.862	0
0.501667	0.516333	0.848667	0
0.500333	0.506333	0.836667	0
0.503	0.522667	0.854667	0
0.502667	0.516	0.849333	0
0.500667	0.535	0.857333	0
0.501	0.515667	0.847	0
0.501667	0.519	0.851	0
0.500667	0.530333	0.851333	0
0.500667	0.519333	0.848667	0
0.502333	0.538333	0.864	0
0.501333	0.518667	0.849333	0
0.501333	0.513667	0.845333	0
0.502	0.535333	0.859667	0
0.501	0.519667	0.849667	0
0.501333	0.52	0.851	0
0.500333	0.535333	0.857333	0
0.501	0.546	0.867667	0
0.500333	0.505333	0.833	0
0.500333	0.508333	0.843667	0
0.502667	0.524	0.855	0
0.501667	0.522	0.852	0
0.501333	0.504667	0.833333	0
0.501333	0.505333	0.836333	0
0.502	0.518	0.85	0
0.501333	0.516667	0.848333	0
0.503	0.517333	0.850333	0
0.502	0.538	0.863333	0
0.501	0.533667	0.856	0
0.500667	0.533	0.855333	0
0.500667	0.504333	0.830667	0
0.501333	0.515667	0.848	0
0.500667	0.515333	0.846667	0
0.501	0.536	0.859667	0
0.501	0.518	0.848	0
0.501333	0.546333	0.868333	0
0.502333	0.505667	0.837667	0
0.501	0.539	0.861333	0
0.501	0.508333	0.844	0
0.502333	0.532	0.855667	0
0.501667	0.515333	0.848	0
0.502333	0.522	0.852667	0
0.501333	0.507	0.841667	0
0.502667	0.522333	0.854333	0
0.503333	0.517333	0.851	1
0.501667	0.538667	0.863667	0
0.500333	0.535	0.857	0
0.501333	0.545667	0.867333	0
0.502667	0.524333	0.855333	0
0.500333	0.546	0.864	0
0.500667	0.503333	0.829333	0
0.502667	0.533	0.857333	0
0.500333	0.518	0.846667	0
0.500667	0.532333	0.852667	0
0.501	0.535	0.858333	0
0.502	0.519	0.851333	0
0.500667	0.506333	0.838	0
0.501333	0.524667	0.853	0
0.501667	0.524667	0.853333	0
0.501333	0.523333	0.852333	0
0.501	0.507	0.839	0
0.502333	0.522667	0.853	0
0.502333	0.537667	0.863333	0
0.500667	0.540333	0.863	0
0.501333	0.54	0.865	0
0.502667	0.536333	0.862333	0
0.501	0.507667	0.842	0
0.503333	0.515333	0.848667	0
0.501667	0.514	0.846	0
0.501	0.519	0.848667	0
0.504333	0.515	0.848667	0
0.502667	0.535	0.859333	0
0.500667	0.52	0.849667	0
0.501667	0.545333	0.868	0
0.501333	0.535	0.858667	0
0.503	0.534333	0.858333	0
0.501	0.520333	0.850667	0
0.501	0.539667	0.862667	0
0.501667	0.537	0.860333	0
0.501	0.524333	0.852	0
0.501	0.545	0.864333	0
0.500333	0.508667	0.844333	0
0.501	0.514333	0.845667	0
0.502	0.518667	0.850667	0
0.500333	0.530667	0.850667	0
0.502333	0.538	0.863667	0
0.502667	0.515333	0.848333	0
0.501667	0.537667	0.862	0
0.502	0.537667	0.862333	0
0.501	0.515	0.846667	0
0.500333	0.515	0.845	0
0.500667	0.545	0.864	0
0.500333	0.507333	0.838667	0
0.502333	0.532667	0.856	0
0.502333	0.533333	0.857	0
0.500667	0.537	0.859667	0
0.501333	0.534333	0.857333	0
0.500333	0.531	0.852	0
0.500333	0.538667	0.860333	0
0.502333	0.536333	0.861667	0
0.504333	0.515333	0.849	0
0.502	0.516	0.848667	0
0.501	0.534333	0.856667	0
0.500667	0.519667	0.849	0
0.500667	0.505	0.833	0
0.501	0.504667	0.832667	0
0.501667	0.504333	0.831667	0
0.502333	0.517667	0.849333	0
0.501	0.533333	0.855667	0
0.501333	0.536333	0.86	0
0.500667	0.518	0.847333	0
0.503	0.532	0.856333	0
0.502667	0.532333	0.857	0
0.500667	0.547	0.867333	0
0.501	0.534667	0.857667	0
0.500667	0.506667	0.838333	0
0.501	0.525	0.852333	0
0.501333	0.539667	0.864333	0
0.501	0.507333	0.840333	0
0.501	0.538	0.860667	0
0.502333	0.535667	0.861	0
