Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	ChiMaxs	ChiSums	Best
401	47	0.503333	0.507667	0.654	0.382657648955164	0.85403221619486	0
401	48	0.503	0.507	0.653	0.494799365744675	0.94794697500803	0
401	49	0.503667	0.507333	0.653333	0.357261110268366	0.719254353261593	0
401	50	0.504333	0.509333	0.651333	0.215226085597059	0.421739449018847	0
401	51	0.504333	0.509333	0.650667	0.215226085597059	0.333049118019296	0
401	52	0.504333	0.51	0.652	0.266035563736598	0.385123247795515	0
401	53	0.502	0.505	0.649	0.382657648955164	0.802453382727256	0
401	54	0.502	0.506	0.648	0.264915399364063	0.644689873853505	0
401	55	0.501	0.506667	0.648333	0.381903575859775	0.879630711237044	0
401	56	0.502	0.505333	0.647667	0.321107730007071	0.726162416166185	0
401	57	0.503	0.509	0.65	0.128591334624648	0.279659637218582	0
401	58	0.502667	0.506333	0.654	0.682666666666667	1.55663031567381	0
401	59	0.502667	0.506667	0.653667	0.599973866939617	1.41478269135997	0
401	60	0.502333	0.508	0.656667	0.682221334076331	1.39287845067956	0
401	61	0.502667	0.508333	0.657	0.597884990944488	1.22618789896049	0
401	62	0.503	0.507667	0.656667	0.59976482210898	1.05570014466539	0
401	63	0.505667	0.511333	0.653333	0.094944735640809	0.215840000666026	0
401	64	0.505333	0.511333	0.652333	0.112576282355752	0.25045382206123	0
401	65	0.502667	0.507333	0.656667	0.568396715346771	1.23320983339661	1
401	66	0.504	0.508	0.657333	0.423260943861152	0.902125035389486	0
401	67	0.503667	0.507667	0.657667	0.426262572982747	0.905337992820237	0
401	68	0.503333	0.507333	0.657333	0.491474346053927	0.944018106229766	0
401	69	0.502333	0.507333	0.655	0.681664863767796	1.27559247429561	0
401	70	0.506	0.511667	0.654667	0.0959576792566308	0.275977016270611	0
401	71	0.505	0.512	0.656	0.165083876457127	0.352242231408519	0
401	72	0.504667	0.511333	0.655333	0.166137614854714	0.350375292588584	0
401	73	0.505	0.512	0.655667	0.119082892937274	0.278342501652715	0
401	74	0.503667	0.505	0.645333	0.251107512499467	0.679165425361685	0
401	75	0.501333	0.509	0.655333	0.819461304665573	1.9365015560236	0
401	76	0.501	0.509333	0.655667	0.726365845357831	1.92192783074165	0
401	77	0.501333	0.508	0.653667	0.814716814892282	2.01375769342519	0
401	78	0.501667	0.51	0.653667	0.814716814892282	1.85943827949131	0
401	79	0.505333	0.509	0.649	0.09532396976056	0.17018638380693	0
401	80	0.504333	0.509	0.649333	0.129669946734779	0.226081551139864	0
401	81	0.504333	0.508	0.647	0.215226085597059	0.312503489097207	0
401	82	0.501	0.504	0.648333	0.52256897387322	1.25990126208904	0
401	83	0.505667	0.511333	0.646	0.0233615173341535	0.0426401235273247	0
401	84	0.505667	0.511667	0.647333	0.0237404120896519	0.0436802926201185	0
401	85	0.506	0.511667	0.651	0.0310933859841542	0.0573299186657435	0
401	86	0.509	0.512333	0.649667	0.00266844711269341	0.00630570012149835	0
401	87	0.508333	0.513667	0.651333	0.0104409187045566	0.0140292416313337	0
401	88	0.504333	0.511333	0.650667	0.0748967932678322	0.141190775302402	0
401	89	0.504667	0.511667	0.651333	0.13035863758326	0.222545383333182	0
401	90	0.504	0.511333	0.650333	0.106873953214552	0.173167935249122	0
401	91	0.505	0.511	0.650667	0.104828455750117	0.170953666822647	0
401	92	0.504333	0.51	0.65	0.0782285983585499	0.16855623381159	0
401	93	0.504667	0.51	0.649	0.0782285983585499	0.0991104357676631	0
401	94	0.503667	0.508333	0.644667	0.192609784410474	0.245815841416053	0
401	95	0.503333	0.507333	0.651667	0.362795505238418	0.644846587820247	0
401	96	0.503667	0.507667	0.651333	0.299481754323141	0.581532836904969	0
401	97	0.503333	0.508	0.658667	0.448828925767639	1.02207422831821	0
401	98	0.503333	0.507667	0.657667	0.448828925767639	0.961498171429392	0
401	99	0.503667	0.507333	0.657667	0.521787747741012	1.09503305029158	0
401	100	0.503333	0.509	0.658667	0.448828925767639	0.86187226478258	0
402	1	0.505667	0.508333	0.646	0.020973728906421	0.0318049757017521	0
402	2	0.504667	0.508333	0.646	0.0378185660938481	0.0538780203304253	0
402	3	0.501667	0.511333	0.657	0.270748638682523	0.63340676071796	0
402	4	0.501667	0.511667	0.657333	0.266666666666667	0.658866976848641	0
402	5	0.502	0.512	0.656667	0.26659650819415	0.583881495549861	0
402	6	0.501667	0.512	0.656667	0.270748638682523	0.60500581041222	0
402	7	0.502	0.512	0.656	0.221293531986941	0.442872090678245	0
402	8	0.502	0.513	0.658333	0.322647398205032	0.592466531337115	0
402	9	0.501333	0.512333	0.657667	0.325153676195383	0.809450311661231	0
402	10	0.504	0.508	0.643	0.0158956719789262	0.033736735485869	0
402	11	0.508667	0.513667	0.658667	0.100535474334153	0.139349920057817	0
402	12	0.508333	0.513	0.658	0.137267833125673	0.188907500257078	0
402	13	0.508667	0.513333	0.658667	0.104828455750117	0.156468122881522	0
402	14	0.51	0.512667	0.655667	0.016186573457638	0.0162168321763028	0
402	15	0.509333	0.512	0.656	0.016186573457638	0.0359975398856463	0
402	16	0.510333	0.512667	0.656	0.016186573457638	0.0186711558900111	0
402	17	0.510333	0.512667	0.655667	0.00605349989924069	0.0111610323498823	0
402	18	0.509667	0.511667	0.656	0.0311947270786453	0.0433978355545378	0
402	19	0.503	0.507667	0.639333	0.170441611012814	0.306470509754243	0
402	20	0.503333	0.508	0.638667	0.100535474334153	0.196437092483813	0
402	21	0.503333	0.507333	0.638333	0.170160495758967	0.270978144445059	0
402	22	0.51	0.513667	0.661	0.0422998724296753	0.0572189748803574	0
402	23	0.51	0.514333	0.662333	0.0245091588228155	0.0528547248041182	0
402	24	0.509333	0.514667	0.661333	0.0422998724296753	0.0806534576734182	0
402	25	0.509667	0.513667	0.662333	0.0419622484132675	0.0801627758761733	0
402	26	0.507667	0.512667	0.655333	0.176797022455691	0.231500904559875	0
402	27	0.508	0.512	0.655	0.137267833125673	0.208279868255237	0
402	28	0.507333	0.511	0.655	0.221293531986941	0.33587990527167	0
402	29	0.508	0.511667	0.655667	0.176797022455691	0.244524639977406	0
402	30	0.505	0.507667	0.644667	0.0235716411276121	0.0485202992404627	0
402	31	0.504667	0.510333	0.644	0.022164150932601	0.0385611012880566	0
402	32	0.505667	0.509333	0.645667	0.00905298613392438	0.0125012099551749	0
402	33	0.505333	0.508	0.644667	0.0237404120896519	0.0326739368343509	0
402	34	0.505	0.508667	0.646667	0.0378185660938481	0.0409237317184607	0
402	35	0.504667	0.507667	0.645333	0.0887566852157323	0.104816139452309	0
402	36	0.501333	0.511667	0.654333	0.217910548803121	0.604538469297304	0
402	37	0.501667	0.510667	0.656667	0.325153676195383	0.687741639758302	0
402	38	0.501667	0.511	0.656667	0.270748638682523	0.66947146377486	0
402	39	0.501333	0.511333	0.657	0.27801489594918	0.709084196578045	0
402	40	0.501667	0.511	0.658	0.322647398205032	0.711568392777864	0
402	41	0.503667	0.511333	0.657333	0.322647398205032	0.611531435255003	0
402	42	0.502	0.512667	0.656667	0.26659650819415	0.536415641326234	0
402	43	0.501667	0.512333	0.655	0.274441312234747	0.543345118425413	0
402	44	0.501667	0.512667	0.656333	0.270748638682523	0.50894953287825	0
402	45	0.501667	0.512	0.656333	0.266666666666667	0.552167720532818	0
402	46	0.502333	0.512	0.657333	0.266666666666667	0.466313330155367	0
402	47	0.501667	0.512333	0.657333	0.322647398205032	0.590107662307684	0
402	48	0.502667	0.512667	0.658667	0.322647398205032	0.592466531337115	0
402	49	0.501333	0.51	0.657667	0.450462294357813	1.10076964674858	1
402	50	0.501	0.511333	0.657667	0.383664199056618	1.03397155144738	0
402	51	0.507	0.509333	0.649	0.010606463393021	0.0132933814078879	0
402	52	0.505	0.511333	0.646	0.0237404120896519	0.0290762453037019	0
402	53	0.505333	0.511	0.647	0.0235716411276121	0.0267902300863802	0
402	54	0.505667	0.510333	0.647	0.0233615173341535	0.0291168168540938	0
402	55	0.509	0.514667	0.661667	0.146730634112091	0.263824992123703	0
402	56	0.509333	0.514	0.662333	0.105386351539968	0.24546584329284	0
402	57	0.509333	0.514	0.660333	0.081097532444039	0.17132394472131	0
402	58	0.508	0.513	0.658333	0.137267833125673	0.189276312828481	0
402	59	0.507667	0.512667	0.658333	0.227745715082463	0.305238431145304	0
402	60	0.508333	0.512667	0.657667	0.100535474334153	0.194172003694992	0
402	61	0.509333	0.512667	0.656667	0.104828455750117	0.160235427635246	0
402	62	0.508333	0.511667	0.653	0.0510696016861321	0.10208528894849	0
402	63	0.508	0.510667	0.653667	0.0616370808678497	0.122689582017453	0
402	64	0.508333	0.511	0.655	0.114780811760301	0.177819903779985	0
402	65	0.508667	0.512667	0.653333	0.0278438082426447	0.0500273816687647	0
402	66	0.509667	0.512	0.656333	0.0426035532878997	0.0453450619178356	0
402	67	0.509333	0.512	0.654667	0.022164150932601	0.0296891339680986	0
402	68	0.505	0.511	0.658667	0.351124384531398	0.552998562278494	0
402	69	0.505667	0.511	0.658	0.416763404338458	0.548438199461575	0
402	70	0.505333	0.511333	0.658	0.351124384531398	0.53181110784763	0
402	71	0.504333	0.510667	0.657667	0.416763404338458	0.905767806134993	0
402	72	0.505333	0.510333	0.658	0.351124384531398	0.674201465654742	0
402	73	0.505	0.510333	0.657333	0.351124384531398	0.745651385693477	0
402	74	0.505333	0.509333	0.657667	0.347835175756611	0.699807224499334	0
402	75	0.505	0.508667	0.657	0.348825518409665	0.734644392744949	0
402	76	0.505333	0.509	0.657667	0.347835175756611	0.767855305962369	0
402	77	0.507333	0.511333	0.65	0.00245615779594256	0.00248541785737808	0
402	78	0.506667	0.510333	0.650667	0.0235716411276121	0.0278647732391895	0
402	79	0.507333	0.511	0.651333	0.00292206448136894	0.00754984349388488	0
402	80	0.507333	0.512	0.655	0.13205615842567	0.274081417422298	0
402	81	0.507	0.511	0.655667	0.217910548803121	0.371822680739993	0
402	82	0.507	0.511667	0.654	0.173827677763314	0.344112808129444	0
402	83	0.507333	0.511333	0.654	0.143515744678287	0.315070909081918	0
402	84	0.507667	0.511333	0.654667	0.0936325863393382	0.208705256433544	0
402	85	0.508	0.512	0.654667	0.0758028930267506	0.181678649932446	0
402	86	0.508333	0.513	0.656333	0.0510696016861321	0.135635403387299	0
402	87	0.508333	0.512	0.653333	0.0694906623784262	0.121074882710723	0
402	88	0.508	0.512	0.654	0.0982934170579713	0.149877637390268	0
402	89	0.506	0.509333	0.642333	0.00206498377402284	0.00298879915911095	0
402	90	0.504667	0.508667	0.643333	0.0158956719789262	0.0194985240239489	0
402	91	0.504	0.508333	0.642667	0.0158956719789262	0.0271358429507968	0
402	92	0.504	0.507667	0.642	0.0233615173341535	0.048883228748	0
402	93	0.502333	0.511	0.658667	0.45064395642417	0.689004631122831	0
402	94	0.502333	0.51	0.656	0.266035563736598	0.566417531017662	0
402	95	0.502333	0.510667	0.654333	0.215604976380265	0.486034585175294	0
402	96	0.501333	0.510667	0.656667	0.274441312234747	0.704725853431242	0
402	97	0.500667	0.509667	0.656667	0.322647398205032	0.913622210900001	0
402	98	0.501333	0.510333	0.656	0.322493270607671	0.752248283971049	0
402	99	0.502333	0.51	0.657	0.384500034727328	0.785585867689344	0
402	100	0.501667	0.51	0.656	0.266386086662728	0.657609899456361	0
403	1	0.510333	0.516667	0.675	0.596841863339501	1.60419838820215	0
403	2	0.509333	0.516667	0.674333	0.767096619136406	1.6998804604739	0
403	3	0.51	0.516667	0.673	0.597884990944488	1.39691830578936	0
403	4	0.51	0.516667	0.673333	0.596841863339501	1.52679128701165	0
403	5	0.511333	0.514667	0.646667	0.0398838092790703	0.0691713143589297	0
403	6	0.511	0.513667	0.646333	0.0628289171885699	0.0915421075404678	0
403	7	0.511	0.515667	0.664333	0.0933099834045877	0.174089066354775	0
403	8	0.512	0.515667	0.664667	0.0933099834045877	0.159561496142578	0
403	9	0.507667	0.513	0.674	1.51607091976583	3.03923986904773	0
403	10	0.506667	0.512667	0.675	1.47058260346736	3.40342232537326	0
403	11	0.506	0.511667	0.674667	1.78113071989479	4.50337621243149	0
403	12	0.510667	0.517	0.647667	0.0665872233633878	0.0939785042427827	0
403	13	0.510333	0.517	0.647	0.0290007306880229	0.062543939422149	0
403	14	0.512333	0.516667	0.653	0.0628289171885699	0.0663439512861896	0
403	15	0.513	0.516333	0.654	0.0393112088106461	0.0501723951133395	0
403	16	0.508667	0.516333	0.648	0.108848692328395	0.21491903387191	0
403	17	0.509667	0.517	0.647	0.0918133825972414	0.165737173239319	0
403	18	0.508667	0.516333	0.647667	0.0765916292743618	0.182661970817876	0
403	19	0.509	0.517	0.646667	0.0765916292743618	0.182520808725817	0
403	20	0.510333	0.516	0.664333	0.0646946049407083	0.135019679332754	0
403	21	0.510333	0.516	0.663667	0.0646946049407083	0.115235280826125	0
403	22	0.511667	0.518	0.648667	0.0106666666666667	0.0147536123858626	0
403	23	0.506	0.512	0.674	1.79635984557945	4.21122661798187	0
403	24	0.508667	0.514667	0.664667	0.212457489373299	0.443351601290711	0
403	25	0.506	0.512333	0.671667	1.52264559435759	3.78272770601685	0
403	26	0.507667	0.515	0.675	0.931275204161614	2.34235518250392	0
403	27	0.507333	0.514667	0.673333	0.931275204161614	2.25619319229284	0
403	28	0.507333	0.515	0.677	1.50377923809285	3.09415044835109	0
403	29	0.508333	0.514667	0.679	1.26512304003099	3.00319562318883	0
403	30	0.507667	0.514333	0.678333	1.38191146422795	3.09418182720717	1
403	31	0.509333	0.515	0.665667	0.210330100807573	0.384178142963844	0
403	32	0.508667	0.514667	0.666	0.315747036328306	0.553744179920737	0
403	33	0.509333	0.515333	0.667333	0.165083876457127	0.365531776004964	0
403	34	0.509	0.515	0.668667	0.211455063930804	0.448392282357739	0
403	35	0.509667	0.516333	0.666333	0.163923036043957	0.332900399670506	0
403	36	0.510667	0.514	0.672333	0.851550153882263	1.79124313722284	0
403	37	0.514	0.517333	0.651	0.000759598452204213	0.000914502639234215	0
403	38	0.513333	0.519667	0.651667	0.0231106007806084	0.0373255220428469	0
403	39	0.507667	0.514667	0.669667	1.03573508902027	1.97162889077305	0
403	40	0.507667	0.514333	0.669	1.03969765892035	2.07070766157112	0
403	41	0.506333	0.515667	0.669333	0.93516807973751	2.17905545549982	0
403	42	0.510667	0.516333	0.666667	0.169262452624406	0.260525492634004	0
403	43	0.513	0.517667	0.650667	0.00840356025482855	0.0111706902253295	0
403	44	0.509333	0.517	0.678333	0.671575057313809	1.73111007482682	0
403	45	0.509333	0.517333	0.678667	0.671575057313809	1.81722387552232	0
403	46	0.509667	0.516667	0.679	0.757693277323836	1.82799973360779	0
403	47	0.509667	0.516333	0.678667	0.853909012088821	1.84586774188193	0
403	48	0.51	0.516667	0.677333	0.851550153882265	1.77639035610013	0
403	49	0.509	0.517	0.678	0.671575057313809	1.89428932495597	0
403	50	0.508333	0.517	0.677667	0.851550153882265	2.0704604814834	0
403	51	0.508667	0.516667	0.678333	0.851550153882265	1.99181168440736	0
403	52	0.508667	0.517333	0.677	0.760038926555489	1.82271884875656	0
403	53	0.509	0.516	0.678333	0.94819994862048	2.02929372015719	0
403	54	0.508667	0.516	0.677667	0.851550153882265	2.08888041752819	0
403	55	0.508667	0.516333	0.677667	0.848946605597259	2.06427592810757	0
403	56	0.508333	0.515	0.678	0.853909012088821	2.24324388116741	0
403	57	0.508	0.515	0.676667	0.851550153882265	2.32919226663421	0
403	58	0.507333	0.514333	0.675	0.853909012088821	2.41670467783979	0
403	59	0.510667	0.517667	0.675333	0.57513816006341	1.5216277151577	0
403	60	0.511	0.518	0.675333	0.520226982111544	1.38108646585153	0
403	61	0.51	0.516333	0.674667	0.597884990944488	1.52783441461663	0
403	62	0.510667	0.515667	0.675	0.67988561811937	1.62645447091404	0
403	63	0.510333	0.516667	0.675333	0.596841863339501	1.66653127456945	0
403	64	0.509	0.517667	0.674667	0.678663676837495	1.67455221770298	0
403	65	0.510333	0.516	0.673333	0.859508157523617	1.58732570539299	0
403	66	0.509333	0.517	0.673	0.596841863339501	1.59792258029642	0
403	67	0.509667	0.516667	0.672667	0.59872012204432	1.53650649898739	0
403	68	0.509667	0.516333	0.672333	0.767096619136406	1.6998804604739	0
403	69	0.509667	0.516667	0.673	0.596841863339501	1.67588008565215	0
403	70	0.51	0.516333	0.673	0.51915526041354	1.45169918460853	0
403	71	0.509	0.515	0.679333	1.05782456268062	2.20374470903314	0
403	72	0.509667	0.515667	0.679667	1.39923394931074	2.3141272296702	0
403	73	0.509667	0.515333	0.678667	1.16004831837639	2.08917424382308	0
403	74	0.509667	0.515333	0.678	1.05548172751772	1.9816136029751	0
403	75	0.509333	0.515	0.677333	1.04997886261707	2.12092222969569	0
403	76	0.511333	0.516667	0.679333	0.851550153882265	1.64349991605305	0
403	77	0.510667	0.516333	0.681	0.848946605597259	2.00709661823841	0
403	78	0.510333	0.516667	0.679333	0.851550153882265	1.83671027356749	0
403	79	0.51	0.515667	0.676667	0.734889068779999	1.76140704199553	0
403	80	0.51	0.515667	0.675333	0.755117058043251	1.75642963074511	0
403	81	0.51	0.515	0.676667	0.757693277323836	1.89220343767983	0
403	82	0.511667	0.515333	0.677	0.85602219959974	1.71182364617745	0
403	83	0.510333	0.514333	0.674667	0.94819994862048	1.94128930720328	0
403	84	0.510333	0.514667	0.675333	0.851550153882265	1.85286272658412	0
403	85	0.510667	0.514667	0.675667	0.848946605597259	1.84310680443072	0
403	86	0.511667	0.518333	0.675667	0.757693277323836	1.5654109800182	0
403	87	0.511	0.517667	0.675333	0.588528304486458	1.45439861140283	0
403	88	0.511667	0.519667	0.650667	0.0106100045269358	0.0203442764868347	0
403	89	0.511333	0.52	0.650333	0.0239522156173415	0.0367273358969655	0
403	90	0.511667	0.515	0.647	0.0221203779103539	0.0397357504805079	0
403	91	0.511667	0.514667	0.647333	0.0398838092790703	0.0694008813664339	0
403	92	0.511	0.513333	0.645	0.0933099834045877	0.152358462593	0
403	93	0.511	0.514333	0.646	0.0404054065859162	0.0499282313581966	0
403	94	0.511333	0.514333	0.647	0.092601771389969	0.121586190805192	0
403	95	0.510667	0.514	0.645	0.0398838092790703	0.0861977862616814	0
403	96	0.510667	0.513667	0.646333	0.0628289171885699	0.101543002091225	0
403	97	0.510333	0.514667	0.663667	0.127907246836961	0.275029818113539	0
403	98	0.511333	0.516	0.664	0.0933099834045877	0.132316256164123	0
403	99	0.511	0.515667	0.665	0.127907246836961	0.186157283128068	0
403	100	0.512333	0.517	0.664333	0.0408749410870827	0.0950789278518458	0
404	1	0.502	0.504	0.642	0.0665872233633878	0.106832968021238	0
404	2	0.501333	0.507	0.666333	0.214091364170523	0.460936875683753	0
404	3	0.501667	0.505667	0.656333	0.129669946734779	0.262291138950014	0
404	4	0.501333	0.509	0.652333	0.0646946049407083	0.125719948858147	0
404	5	0.501	0.505333	0.664333	0.321107730007071	0.84343117153331	0
404	6	0.503	0.508667	0.662	0.00954852044255567	0.012346899364563	0
404	7	0.503	0.506333	0.655667	0.0419622484132669	0.0902925239724777	0
404	8	0.502	0.505333	0.666	0.265545208875549	0.616718034561127	1
404	9	0.503333	0.505333	0.648667	0.0238673822351768	0.0525410626761992	0
404	10	0.503333	0.511	0.665667	0.0646946049407083	0.0812936879734026	0
404	11	0.504	0.507667	0.661333	0.0104409187045569	0.0209220559726755	0
404	12	0.501667	0.503667	0.641667	0.0665872233633878	0.123829247821209	0
404	13	0.503	0.504	0.653	0.170441611012814	0.24031728278792	0
404	14	0.501333	0.505333	0.654	0.16864639671467	0.322536325948495	0
404	15	0.501667	0.505667	0.655	0.16864639671467	0.215959350109121	0
404	16	0.504	0.507667	0.648333	0.00265071187231916	0.00532919352402388	0
404	17	0.501333	0.505333	0.664	0.265545208875549	0.634558967113202	0
404	18	0.502	0.505	0.657	0.258242721215187	0.53422500582565	0
404	19	0.502333	0.506	0.658333	0.215226085597059	0.445838791403484	0
404	20	0.503667	0.509667	0.663667	0.00998289946347127	0.0103955015335757	0
404	21	0.503	0.504333	0.651333	0.0424124078528592	0.112879627741082	0
404	22	0.504	0.512	0.665333	0.0105393879243816	0.0131812972376674	0
404	23	0.502333	0.507333	0.650667	0.0393112088106461	0.0831457218277922	0
404	24	0.502333	0.511	0.653	0.00194105148428124	0.00204160350036565	0
404	25	0.502333	0.509667	0.653333	0.00901906674856386	0.0112446863865385	0
404	26	0.501333	0.505667	0.665	0.320339235856559	0.69329386745104	0
404	27	0.502333	0.505	0.664333	0.378644242439993	0.715701392444117	0
404	28	0.502667	0.504667	0.641	0.0426383785659511	0.0643668724149797	0
404	29	0.504	0.508333	0.661333	0.00320601494413166	0.00577031236452972	0
404	30	0.504	0.508	0.661	0.000393179576585532	0.000410708864958392	0
404	31	0.504667	0.510333	0.664	0.00252479244845074	0.00271061981872464	0
404	32	0.503333	0.504333	0.653	0.0662347073765813	0.102415266498429	0
404	33	0.503667	0.504667	0.652333	0.0662347073765813	0.0897041634667314	0
404	34	0.501333	0.507667	0.667333	0.382657648955165	0.629503160468395	0
404	35	0.502333	0.504667	0.655667	0.095323969760561	0.209905536879197	0
404	36	0.502333	0.506	0.657333	0.129669946734779	0.244694065246159	0
404	37	0.502	0.505333	0.655667	0.094482237339380	0.227103429554616	0
404	38	0.501333	0.504	0.651667	0.248999504715622	0.385235705341291	0
404	39	0.501	0.504667	0.651667	0.246765006578424	0.417726418298064	0
404	40	0.501667	0.504333	0.652	0.248999504715622	0.385614939461044	0
404	41	0.501	0.506	0.664667	0.321107730007071	0.84343117153331	0
404	42	0.502333	0.504667	0.641667	0.0665872233633878	0.0687935710177396	0
404	43	0.501667	0.503667	0.64	0.0426383785659511	0.100510934412421	0
404	44	0.503	0.508	0.661	0.00998289946347095	0.0201804277346966	0
404	45	0.503333	0.507	0.662333	0.0398838092790698	0.0594409213240185	0
404	46	0.502333	0.508333	0.661667	0.0635167715985964	0.0696943584202527	0
404	47	0.503	0.508	0.661667	0.0398838092790698	0.0483240966756662	0
404	48	0.503	0.505	0.653667	0.0666578373254723	0.139156278517017	0
404	49	0.503	0.504333	0.650667	0.0425535699449181	0.0667726394655099	0
404	50	0.502333	0.506667	0.654667	0.093937081066037	0.141644924599474	0
404	51	0.502333	0.506	0.665667	0.262194634081042	0.566398911282637	0
404	52	0.501333	0.504333	0.647667	0.167083214402575	0.251879268814979	0
404	53	0.501667	0.507	0.650333	0.0398838092790698	0.081880549384715	0
404	54	0.501667	0.506667	0.651333	0.0404054065859162	0.0890106513350453	0
404	55	0.501333	0.507	0.652	0.126253345897669	0.205817063769624	0
404	56	0.501	0.507333	0.652	0.0926017713899689	0.171024974867722	0
404	57	0.501333	0.507333	0.649667	0.0926017713899689	0.123494522126555	0
404	58	0.502667	0.510667	0.665667	0.0646946049407083	0.139715312402967	0
404	59	0.503	0.51	0.665333	0.0408749410870827	0.0499636236258428	0
404	60	0.504667	0.507667	0.661	0.0105393879243816	0.0110490102308946	0
404	61	0.502333	0.505333	0.653	0.092601771389969	0.145342914167644	0
404	62	0.503333	0.505667	0.651	0.0408749410870827	0.0687146421673613	0
404	63	0.502667	0.504667	0.652	0.0290007306880229	0.074692749725989	0
404	64	0.502	0.503667	0.642	0.0665872233633878	0.145778919958243	0
404	65	0.503	0.503667	0.651	0.170441611012814	0.26030534604869	0
404	66	0.503	0.504333	0.653333	0.170441611012814	0.263048882492708	0
404	67	0.503	0.504333	0.652333	0.169262452624406	0.206559408575627	0
404	68	0.501667	0.505	0.654	0.16864639671467	0.323288696500481	0
404	69	0.501667	0.505667	0.656	0.213336509199436	0.256250845111614	0
404	70	0.503	0.507333	0.646667	0.00998289946347095	0.0110660030568621	0
404	71	0.503333	0.506667	0.647667	0.0106100045269358	0.011114387118091	0
404	72	0.502	0.506	0.663333	0.263239464907741	0.537405974636602	0
404	73	0.501333	0.506	0.664333	0.317121317785179	0.668746070758634	0
404	74	0.504333	0.506	0.648667	0.0106524870606606	0.0216037543106775	0
404	75	0.504	0.506333	0.647333	0.0097780874500598	0.0181450164289529	0
404	76	0.505	0.506	0.648333	0.00262246568409874	0.00583912459976173	0
404	77	0.502	0.503667	0.651	0.500907312371397	0.636681014695638	0
404	78	0.504333	0.510667	0.665333	0.0238673822351768	0.0400149086712097	0
404	79	0.504333	0.511	0.663667	0.0025803793515952	0.00643859260009275	0
