OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.507333	0.868333	0
0.5	0.508	0.870333	0
0.5	0.524	0.879333	0
0.501667	0.504	0.871667	0
0.500667	0.526667	0.889667	0
0.502333	0.504	0.872333	0
0.501	0.503667	0.87	0
0.501333	0.509333	0.879667	0
0.500667	0.504333	0.873333	0
0.500667	0.503	0.868333	0
0.500333	0.508	0.877667	0
0.500333	0.502667	0.859333	0
0.501	0.525667	0.888667	0
0.500667	0.511	0.879	0
0.500667	0.503667	0.869333	0
0.501	0.522667	0.883333	0
0.501667	0.525	0.89	0
0.501333	0.510333	0.88	0
0.500333	0.527667	0.890333	0
0.502667	0.523667	0.886667	0
0.501667	0.504333	0.873667	0
0.500333	0.502333	0.858667	0
0.501	0.528	0.893	0
0.500333	0.503	0.866333	0
0.500333	0.528333	0.890667	0
0.500667	0.523	0.883	0
0.501333	0.511	0.881	0
0.501	0.507	0.876333	0
0.500333	0.523	0.882333	0
0.501333	0.526333	0.891	0
0.501333	0.528	0.893333	0
0.501333	0.504667	0.875667	0
0.500667	0.505	0.874	0
0.501	0.503	0.869333	0
0.501	0.505667	0.876	0
0.500333	0.525	0.885333	0
0.501	0.504667	0.875	0
0.500333	0.510667	0.878667	0
0.501333	0.527667	0.893	0
0.502333	0.526	0.891667	0
0.502	0.527	0.893	0
0.501	0.512333	0.882	0
0.501	0.526	0.889	0
0.500667	0.527333	0.89	0
0.501333	0.529333	0.894667	0
0.500333	0.527	0.888	0
0.501667	0.527333	0.893	0
0.500667	0.523667	0.885667	0
0.500667	0.529667	0.894	0
0.502	0.524	0.886333	0
0.501	0.511667	0.881	0
0.501667	0.503667	0.870667	0
0.501333	0.526667	0.891667	0
0.501333	0.529	0.894	0
0.502333	0.525333	0.891333	0
0.500333	0.529	0.891667	0
0.501667	0.524667	0.889333	0
0.500333	0.527333	0.889667	0
0.500667	0.522667	0.880667	0
0.501333	0.53	0.895333	0
0.500667	0.524333	0.886333	0
0.501333	0.525667	0.89	0
0.501667	0.525667	0.890333	0
0.500667	0.523333	0.884333	0
0.500667	0.507333	0.877	0
0.501	0.53	0.895	0
0.500333	0.524	0.885	0
0.501667	0.524	0.886	0
0.502333	0.524667	0.889667	0
0.503	0.524667	0.890667	0
0.501333	0.525333	0.888	0
0.501	0.525	0.886667	0
0.500667	0.504	0.87	0
0.500667	0.527667	0.891667	0
0.501	0.530333	0.896333	0
0.500667	0.505667	0.875	0
0.500667	0.502667	0.860667	0
0.500667	0.512	0.88	0
0.502333	0.524	0.888	0
0.501	0.529333	0.894	0
0.501	0.523	0.884333	0
0.501	0.511	0.880667	0
0.500333	0.507	0.874333	0
0.500667	0.503333	0.868667	0
0.501	0.508333	0.878	0
0.501	0.505333	0.875333	0
0.500667	0.504667	0.873667	0
0.502	0.526	0.890667	0
0.501333	0.527	0.892667	0
0.501	0.523333	0.885	0
0.501333	0.512333	0.883333	1
0.501	0.510667	0.88	0
0.501	0.527	0.891	0
0.501	0.529	0.893667	0
0.502667	0.525	0.892	0
0.500333	0.528667	0.891	0
0.501667	0.529	0.894667	0
0.500667	0.506667	0.876	0
0.502	0.526667	0.892667	0
0.502	0.524333	0.889333	0
