OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.502333	0.504667	0.515	0.782667	0
0.500667	0.505333	0.519333	0.787	0
0.502667	0.505333	0.51	0.775333	0
0.501	0.505667	0.520333	0.789667	0
0.501	0.503333	0.511	0.763333	0
0.501333	0.504667	0.523667	0.789333	0
0.502667	0.507667	0.518333	0.787	0
0.500667	0.504333	0.515667	0.778667	0
0.501333	0.504333	0.514333	0.780667	0
0.502667	0.505	0.515333	0.783667	0
0.501333	0.505667	0.514	0.781333	0
0.501667	0.505333	0.523333	0.792333	0
0.501	0.505	0.524667	0.790667	0
0.501	0.506	0.517333	0.783667	0
0.500667	0.503667	0.509667	0.760333	0
0.501333	0.504333	0.523333	0.788	0
0.501333	0.504667	0.518	0.784	0
0.500667	0.506	0.519	0.787	0
0.501333	0.504333	0.515333	0.781667	0
0.501333	0.504	0.511667	0.776333	0
0.501333	0.504	0.510667	0.775	0
0.501	0.504333	0.512	0.778	0
0.500667	0.504	0.519667	0.786	0
0.501333	0.507	0.514667	0.784333	0
0.501333	0.506667	0.514667	0.783333	0
0.501	0.504333	0.511333	0.776333	0
0.501	0.505333	0.518667	0.787667	0
0.500333	0.506	0.519333	0.788667	0
0.500667	0.506	0.520333	0.789	0
0.501667	0.505667	0.519333	0.789	0
0.501333	0.503667	0.510333	0.762333	0
0.500667	0.503	0.51	0.760667	0
0.501	0.503	0.509667	0.761	0
0.500667	0.503667	0.51	0.761	0
0.502	0.503667	0.519	0.784333	0
0.501667	0.505667	0.523333	0.792667	0
0.501	0.504333	0.514667	0.779667	0
0.501333	0.505333	0.520333	0.791	0
0.501	0.505667	0.514333	0.78	0
0.501667	0.504333	0.513333	0.779	0
0.502333	0.505	0.516	0.783667	0
0.501667	0.506333	0.515	0.784	0
0.500667	0.504667	0.518667	0.784333	0
0.502	0.504	0.517667	0.782	0
0.501	0.504333	0.524667	0.79	0
0.501	0.504667	0.525333	0.790667	0
0.502	0.504667	0.509333	0.774333	0
0.502333	0.504667	0.509	0.774333	0
0.502333	0.505	0.509667	0.775	0
0.501	0.504333	0.52	0.787	0
0.501	0.504333	0.519333	0.786	0
0.500667	0.506333	0.519	0.787333	0
0.502333	0.504667	0.514667	0.782	0
0.502	0.504667	0.515333	0.782	0
0.502	0.506667	0.523333	0.793333	0
0.501	0.506333	0.515333	0.781	0
0.502667	0.504333	0.509667	0.774	0
0.501333	0.503667	0.518667	0.783	0
0.501	0.504667	0.524	0.789	0
0.502333	0.507333	0.518333	0.786667	0
0.502667	0.507667	0.517667	0.786333	0
0.501333	0.504	0.514333	0.778667	0
0.501667	0.504	0.514667	0.779	0
0.501	0.507333	0.514	0.783	0
0.501	0.507333	0.512667	0.780667	0
0.500667	0.507	0.513333	0.781667	0
0.501	0.503667	0.514	0.776667	0
0.500667	0.504	0.517667	0.776667	1
0.500333	0.506	0.516333	0.781	0
0.501333	0.506333	0.513333	0.779333	0
0.502	0.505333	0.509	0.774667	0
0.501	0.503667	0.509333	0.759	0
0.501333	0.505	0.517333	0.782667	0
0.501	0.505	0.518	0.783667	0
0.500667	0.505	0.518667	0.785667	0
0.501	0.505	0.515667	0.782	0
0.501	0.504667	0.515667	0.780667	0
0.501333	0.503333	0.511667	0.774667	0
0.501333	0.503667	0.511	0.773667	0
0.500667	0.504667	0.511667	0.777	0
0.500333	0.504667	0.512667	0.777	0
0.500667	0.505	0.520333	0.786667	0
0.501	0.507	0.515	0.783333	0
0.501667	0.507333	0.515667	0.784667	0
0.500667	0.506	0.515667	0.783	0
0.501	0.505667	0.519	0.788	0
0.500667	0.505667	0.519	0.786667	0
0.502	0.504	0.517	0.781667	0
0.501	0.505	0.519667	0.787333	0
0.501333	0.504	0.518667	0.787667	0
0.501333	0.505	0.520333	0.788667	0
0.501667	0.504	0.517333	0.781	0
0.501667	0.505333	0.52	0.79	0
0.501	0.505667	0.520667	0.79	0
0.501333	0.506333	0.521333	0.792333	0
0.502333	0.506	0.521	0.791333	0
0.501667	0.505	0.514667	0.782667	0
0.502	0.505333	0.516333	0.783333	0
0.501333	0.505333	0.524333	0.792333	0
0.501333	0.505	0.523333	0.792	0
