OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.501667	0.810333	0
0.500333	0.501333	0.809	0
0.5	0.508667	0.874333	0
0.500333	0.501667	0.852667	0
0.501	0.501333	0.852	0
0.500667	0.506667	0.881	0
0.500333	0.504333	0.874333	0
0.500667	0.505	0.876	0
0.501	0.503333	0.875333	0
0.501	0.509333	0.882667	0
0.500667	0.514667	0.888	0
0.500667	0.504667	0.875333	0
0.500333	0.511667	0.883	0
0.501333	0.521	0.895667	0
0.500333	0.503	0.869	0
0.500333	0.504	0.872	0
0.501	0.521667	0.896	0
0.500667	0.514333	0.887	0
0.500667	0.516667	0.890667	0
0.501	0.512	0.886333	0
0.500667	0.519667	0.894	0
0.501	0.511333	0.885	0
0.501333	0.515	0.888667	0
0.500333	0.506667	0.88	0
0.501333	0.516333	0.893	0
0.501333	0.509333	0.883	0
0.500333	0.518	0.891333	0
0.501667	0.504	0.877333	0
0.502667	0.504333	0.877667	0
0.500333	0.512333	0.883333	0
0.501	0.520667	0.895	0
0.500667	0.502667	0.868667	0
0.500667	0.516333	0.888667	0
0.501333	0.504	0.877	0
0.500667	0.503333	0.871	0
0.501	0.505667	0.879667	0
0.501	0.505333	0.878667	0
0.501333	0.509667	0.883667	0
0.502	0.516667	0.893667	0
0.501667	0.519	0.895333	0
0.500333	0.514667	0.886	0
0.500333	0.516667	0.89	0
0.500667	0.517667	0.891333	0
0.501667	0.512333	0.887667	1
0.502	0.516	0.893	0
0.501333	0.515667	0.892333	0
0.501	0.507333	0.882	0
0.501333	0.503333	0.876667	0
0.500667	0.503	0.870667	0
0.500333	0.520333	0.894333	0
0.501667	0.505	0.877667	0
0.500667	0.509667	0.883	0
0.500333	0.511333	0.882667	0
0.500667	0.511667	0.885667	0
0.501	0.519333	0.893	0
0.501	0.506333	0.881667	0
0.501333	0.513333	0.887667	0
0.501333	0.519667	0.895333	0
0.501667	0.519333	0.896	0
0.502	0.520667	0.897333	0
0.500333	0.517333	0.890333	0
0.501333	0.515333	0.891667	0
0.500667	0.520667	0.894667	0
0.500667	0.510333	0.883333	0
0.500333	0.503667	0.869667	0
0.501333	0.518667	0.893667	0
0.501	0.516	0.892	0
0.500667	0.509333	0.882	0
0.501	0.51	0.883667	0
0.501	0.514333	0.887667	0
0.500667	0.504	0.872667	0
0.501333	0.522333	0.896333	0
0.500667	0.522333	0.896	0
0.501333	0.512	0.887	0
0.501	0.515333	0.889333	0
0.501	0.516667	0.892667	0
0.501	0.515667	0.891667	0
0.500667	0.506	0.88	0
0.501667	0.518667	0.894333	0
0.500667	0.508	0.881333	0
0.500333	0.510333	0.881667	0
0.501667	0.506667	0.882	0
0.501	0.514	0.887	0
0.502333	0.520333	0.897	0
0.502333	0.521	0.897667	0
0.502	0.520333	0.896333	0
