OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501333	0.504667	0.52	0.769333	0
0.501667	0.504	0.513	0.759667	0
0.500667	0.503	0.521	0.761	0
0.501	0.504	0.523333	0.769333	0
0.502	0.505667	0.515	0.764	0
0.501333	0.505667	0.510667	0.749333	0
0.501667	0.504	0.521667	0.767667	0
0.500667	0.503667	0.520667	0.762667	0
0.501667	0.507333	0.52	0.773	0
0.501333	0.503333	0.514	0.76	0
0.501	0.504	0.523	0.768667	0
0.503	0.506	0.516333	0.765667	0
0.501	0.506333	0.519	0.767	0
0.501333	0.502667	0.508667	0.742333	0
0.501	0.503667	0.508333	0.742	0
0.500667	0.502667	0.522667	0.763333	0
0.500333	0.503667	0.510333	0.739	0
0.501	0.505	0.511333	0.747333	0
0.502	0.504667	0.51	0.747667	0
0.500333	0.504333	0.523	0.765	0
0.502	0.505333	0.519	0.768	0
0.501	0.504667	0.519667	0.768667	0
0.501	0.503667	0.517	0.761333	0
0.500667	0.503333	0.510667	0.741	0
0.502333	0.505	0.515	0.764	0
0.501333	0.507	0.517333	0.766667	0
0.501333	0.507	0.520667	0.772333	0
0.501	0.505333	0.519333	0.768333	0
0.501	0.506333	0.518333	0.764333	0
0.501667	0.504333	0.514667	0.761333	0
0.501333	0.505	0.514333	0.762333	0
0.501333	0.505	0.516333	0.763	0
0.501667	0.502667	0.508333	0.743	0
0.500667	0.503667	0.508667	0.740667	0
0.501333	0.503	0.521667	0.762333	0
0.501667	0.505333	0.51	0.747667	0
0.501	0.505	0.514	0.759333	0
0.501333	0.504333	0.511333	0.748	0
0.502333	0.504333	0.515333	0.763	0
0.501333	0.504	0.512	0.756	0
0.501	0.504	0.513	0.756667	0
0.501	0.504333	0.521	0.763	0
0.501333	0.504667	0.521333	0.769667	0
0.500667	0.503	0.522333	0.764667	0
0.503	0.506333	0.513	0.761667	0
0.503	0.505667	0.513667	0.762667	0
0.501667	0.505333	0.511	0.748667	0
0.501667	0.504667	0.511	0.747667	0
0.501	0.504333	0.508667	0.743	0
0.501333	0.503667	0.509	0.745	0
0.501667	0.504	0.508333	0.744667	0
0.500667	0.503333	0.521667	0.764333	0
0.502	0.503667	0.522667	0.767667	0
0.501667	0.506333	0.518667	0.768	0
0.501333	0.506667	0.517667	0.767	0
0.501	0.507	0.517667	0.766667	0
0.501667	0.506667	0.517667	0.769	0
0.502	0.503333	0.510333	0.745667	0
0.501333	0.505333	0.519667	0.769	0
0.502	0.505333	0.519333	0.769	0
0.501333	0.507333	0.521333	0.772667	0
0.502	0.504333	0.513333	0.760333	0
0.501333	0.503667	0.524	0.768667	0
0.502667	0.505667	0.517667	0.766333	0
0.501667	0.505333	0.519	0.767333	0
0.501333	0.504333	0.514	0.761	0
0.500667	0.505333	0.517	0.762333	0
0.501333	0.503333	0.508	0.741	0
0.501	0.503	0.508333	0.741667	0
0.501333	0.503667	0.508	0.741667	0
0.501333	0.503667	0.507667	0.728	0
0.500667	0.503333	0.508	0.727	0
0.502	0.504333	0.510333	0.746333	0
0.500333	0.504333	0.522333	0.764	0
0.500667	0.504667	0.523667	0.765667	0
0.500667	0.504333	0.514333	0.759333	0
0.501333	0.504	0.507	0.731	0
0.500667	0.505	0.520667	0.764667	0
0.502	0.506	0.515333	0.764333	0
0.500667	0.505333	0.519667	0.767333	0
0.500667	0.505333	0.519333	0.767	0
0.500333	0.503667	0.518333	0.761	0
0.500667	0.504	0.517	0.761	0
0.501	0.503667	0.516667	0.761	1
0.501667	0.505	0.513333	0.762333	0
0.502333	0.504333	0.514	0.761333	0
0.502	0.504667	0.515	0.763	0
0.501333	0.503333	0.509333	0.743	0
0.500667	0.506667	0.518	0.765	0
0.501	0.506	0.518667	0.763667	0
0.501333	0.504667	0.513667	0.761333	0
0.501	0.505	0.515	0.760333	0
0.501	0.505333	0.514333	0.761	0
0.501	0.505333	0.516333	0.763	0
0.502	0.503333	0.508333	0.744	0
0.500667	0.503333	0.508667	0.740333	0
0.502	0.507667	0.521	0.773667	0
0.501667	0.507667	0.522	0.773667	0
0.501667	0.507	0.521333	0.773333	0
0.500667	0.504333	0.513	0.755667	0
