OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.501333	0.502667	0.86	0
0.500333	0.503333	0.862667	0
0.500333	0.504	0.867333	0
0.500667	0.502333	0.857333	0
0.500333	0.509667	0.891667	0
0.500333	0.506	0.875	0
0.501667	0.505667	0.882667	0
0.500333	0.509	0.891333	0
0.501	0.504667	0.874	0
0.500667	0.503333	0.866	0
0.500333	0.508333	0.890333	0
0.500333	0.508667	0.891	0
0.500667	0.506667	0.891333	0
0.502667	0.504667	0.875	0
0.500333	0.507667	0.889667	0
0.501	0.503667	0.867667	0
0.500667	0.507667	0.892667	0
0.500333	0.504333	0.871	0
0.500667	0.503	0.865333	0
0.501	0.506667	0.892333	0
0.501333	0.507667	0.894333	0
0.500333	0.505333	0.874333	0
0.501333	0.506	0.885	0
0.501	0.509333	0.895667	0
0.500333	0.505667	0.874667	0
0.500667	0.509	0.894	0
0.500333	0.507	0.888333	0
0.500667	0.505667	0.877333	0
0.501	0.504333	0.872	0
0.501	0.505333	0.878667	0
0.500667	0.508	0.893333	0
0.500667	0.505	0.875667	0
0.500667	0.509667	0.895	0
0.501	0.502667	0.858333	0
0.501333	0.506333	0.889667	0
0.500667	0.506	0.881667	0
0.500667	0.507	0.892	0
0.500667	0.509333	0.894333	0
0.500333	0.502333	0.855333	0
0.502	0.508	0.895	0
0.501333	0.504333	0.872333	0
0.501	0.504	0.871333	0
0.501	0.506333	0.889	0
0.500667	0.505333	0.876333	0
0.501333	0.507	0.893	0
0.501333	0.508333	0.896	0
0.501667	0.507333	0.894	1
0.501333	0.503333	0.866667	0
0.500333	0.505	0.873333	0
0.501	0.51	0.896	0
0.501333	0.505667	0.879	0
0.500667	0.504	0.87	0
0.501	0.507667	0.893	0
0.501	0.508667	0.895333	0
0.501	0.508	0.894667	0
0.501333	0.507333	0.893333	0
0.502333	0.507667	0.896	0
