OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.502333	0.829	0
0.500667	0.506667	0.892667	0
0.501	0.514	0.898333	0
0.500667	0.502667	0.867333	0
0.501333	0.514333	0.9	0
0.500667	0.508667	0.893667	0
0.501	0.509333	0.896333	0
0.500333	0.507	0.892333	0
0.500667	0.503	0.867667	0
0.500333	0.514	0.897	0
0.500667	0.503333	0.885	0
0.501	0.515	0.902	0
0.501333	0.515333	0.903333	0
0.500667	0.504333	0.886667	0
0.500333	0.515667	0.901333	0
0.500333	0.503	0.828667	0
0.500667	0.509667	0.896	0
0.500667	0.513667	0.897333	0
0.502333	0.512667	0.897333	0
0.501333	0.506667	0.893333	0
0.500333	0.502667	0.828	0
0.500333	0.509	0.894	0
0.501	0.516	0.904	0
0.500667	0.515	0.900667	0
0.500333	0.503667	0.886	0
0.500333	0.515333	0.901	0
0.500667	0.506333	0.891667	0
0.501667	0.514	0.899333	0
0.500667	0.515667	0.901667	0
0.500667	0.504	0.886333	0
0.500333	0.504333	0.886333	0
0.502333	0.513333	0.899333	0
0.500667	0.509	0.895667	0
0.501	0.503	0.884667	0
0.500333	0.503333	0.881667	0
0.501333	0.503667	0.887	0
0.501333	0.514667	0.902	0
0.501	0.504	0.887333	0
0.501	0.507667	0.895333	0
0.501	0.514333	0.898667	0
0.501	0.514667	0.9	0
0.501667	0.506667	0.894	0
0.501333	0.516667	0.904333	0
0.502	0.516333	0.904667	0
0.500333	0.509333	0.895	0
0.501333	0.51	0.896667	0
0.501	0.503333	0.886333	0
0.501	0.515667	0.903667	0
0.500667	0.516	0.902333	0
0.501333	0.504667	0.888	0
0.501333	0.513333	0.897333	0
0.501667	0.508333	0.896	1
0.501333	0.514	0.899	0
0.501333	0.507	0.895	0
0.501667	0.513333	0.898333	0
0.501	0.515333	0.903	0
0.502333	0.507333	0.895333	0
0.502333	0.516667	0.905	0
0.500667	0.505	0.887667	0
0.501333	0.513667	0.897667	0
0.501667	0.515667	0.904333	0
0.502	0.515333	0.904	0
