OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.506	0.832	0
0.5	0.523	0.855667	0
0.5	0.514333	0.845333	0
0.5	0.513333	0.842667	0
0.501333	0.525667	0.863667	0
0.5	0.529	0.865	0
0.500333	0.518	0.853	0
0.500333	0.506333	0.836333	0
0.5	0.517	0.851667	0
0.501333	0.525	0.863	0
0.501667	0.516667	0.854667	0
0.500333	0.508	0.839333	0
0.500667	0.501333	0.828	0
0.500333	0.533667	0.872667	0
0.500667	0.510333	0.843333	0
0.5	0.514667	0.847333	0
0.500333	0.53	0.868667	0
0.500333	0.516667	0.852667	0
0.500333	0.502	0.829333	0
0.500667	0.506333	0.836667	0
0.502	0.516	0.855	0
0.500333	0.508333	0.839667	0
0.501	0.529333	0.869667	0
0.500667	0.518333	0.855	0
0.501	0.532	0.871667	0
0.500333	0.507667	0.838	0
0.500667	0.507667	0.839333	0
0.500667	0.502333	0.830667	0
0.501667	0.52	0.857667	0
0.502333	0.525667	0.864333	0
0.500667	0.507333	0.839	0
0.500667	0.526333	0.863667	0
0.501	0.509667	0.843	0
0.501333	0.503	0.833667	0
0.500333	0.527	0.863667	0
0.502667	0.526	0.865	0
0.502333	0.515	0.854333	0
0.501333	0.508333	0.841667	0
0.500333	0.528	0.865333	0
0.501	0.506	0.836667	0
0.500333	0.514	0.847	0
0.501	0.525	0.862333	0
0.501667	0.508667	0.842333	0
0.500667	0.513	0.849333	0
0.501333	0.521333	0.858333	0
0.501	0.507	0.838333	0
0.501333	0.518	0.856333	0
0.501667	0.524	0.862	0
0.501	0.528667	0.868	0
0.500333	0.516	0.852333	0
0.500333	0.525667	0.862333	0
0.500667	0.528333	0.867	0
0.502333	0.508333	0.843333	0
0.502667	0.521	0.859	0
0.500667	0.508333	0.840333	0
0.501667	0.508	0.842	0
0.501333	0.512333	0.850667	0
0.502333	0.526	0.864667	0
0.500667	0.532333	0.871667	0
0.501	0.511667	0.847333	0
0.5	0.506333	0.834333	0
0.501333	0.521	0.857667	0
0.502	0.526333	0.865	0
0.502333	0.520667	0.858667	0
0.501	0.514333	0.852	0
0.501	0.513333	0.850667	0
0.501	0.508333	0.841333	0
0.501667	0.525667	0.864	0
0.500333	0.527667	0.864333	0
0.501667	0.51	0.844333	0
0.502333	0.512667	0.851333	0
0.500667	0.507	0.838	0
0.500667	0.519333	0.856333	0
0.500667	0.508	0.839667	0
0.501667	0.507667	0.841667	0
0.501333	0.527667	0.867	0
0.500333	0.512333	0.846667	0
0.500333	0.529667	0.868333	0
0.501	0.509	0.842333	0
0.500667	0.531667	0.871	0
0.501333	0.53	0.87	0
0.500667	0.522667	0.858667	0
0.500667	0.503	0.833333	0
0.501333	0.517667	0.856	0
0.501	0.523	0.859	0
0.500333	0.535	0.873333	0
0.501667	0.520667	0.858333	0
0.500333	0.511333	0.843	0
0.500333	0.501	0.819333	0
0.501667	0.509333	0.843667	0
0.501	0.512667	0.85	0
0.500667	0.529333	0.869333	0
0.501	0.515667	0.853667	0
0.500667	0.51	0.842667	0
0.500333	0.514333	0.848667	0
0.502333	0.508667	0.843667	0
0.501333	0.512	0.849333	0
0.501333	0.513667	0.851	0
0.501	0.519667	0.857	0
0.500333	0.502667	0.832667	0
0.501667	0.514667	0.854	0
0.500667	0.511	0.844	0
0.501333	0.509	0.843	0
0.502333	0.514	0.852333	0
0.501333	0.531333	0.872	0
0.501333	0.530667	0.871	0
0.500667	0.525333	0.862	0
0.501333	0.507	0.839	0
0.500333	0.526	0.862667	0
0.501	0.528	0.867	0
0.500667	0.512333	0.847667	0
0.501	0.511333	0.847	0
0.501667	0.525333	0.863333	0
0.501667	0.513333	0.851667	0
0.501	0.507667	0.839667	0
0.500333	0.506667	0.837667	0
0.501333	0.507333	0.841	0
0.500333	0.522667	0.858333	0
0.500667	0.502667	0.833	0
0.500333	0.503667	0.833	0
0.500333	0.510333	0.842333	0
0.500667	0.519	0.856	0
0.501	0.531333	0.871	0
0.501	0.525667	0.863	0
0.500667	0.527333	0.866667	0
0.500333	0.528333	0.866333	0
0.501333	0.517	0.854333	0
0.501	0.524667	0.861333	0
0.501333	0.528333	0.869333	0
0.501333	0.524	0.861333	0
0.500333	0.515333	0.851333	0
0.502333	0.515667	0.855	0
0.500333	0.501667	0.828	0
0.500667	0.512	0.845667	0
0.500667	0.534667	0.873	0
0.502	0.524667	0.863667	0
0.501	0.527	0.865	0
0.502333	0.527333	0.867667	0
0.500667	0.519667	0.856667	0
0.501667	0.514333	0.852667	0
0.501333	0.508667	0.842	0
0.501333	0.531	0.871333	0
0.500667	0.531	0.870333	0
0.500667	0.525	0.861667	0
0.500667	0.501667	0.829	0
0.501333	0.515333	0.853667	0
0.500667	0.518	0.854333	0
0.500667	0.514667	0.851333	0
0.500667	0.515	0.852	0
0.501	0.526	0.863667	0
0.501333	0.502667	0.833333	0
0.500667	0.503333	0.836	0
0.501667	0.518333	0.856667	0
0.500667	0.523333	0.860333	0
0.501	0.512333	0.849	0
0.500333	0.506	0.833333	0
0.500667	0.513333	0.850333	0
0.502	0.513	0.851	0
0.501333	0.506667	0.838333	0
0.501	0.518	0.856	0
0.502333	0.516333	0.855667	1
0.501333	0.507667	0.841333	0
0.500333	0.532	0.871	0
0.500667	0.535333	0.873667	0
0.501667	0.522	0.859667	0
0.500667	0.509667	0.842	0
0.501333	0.532	0.872333	0
0.501	0.531	0.870667	0
0.500333	0.510667	0.842667	0
0.500333	0.515	0.851	0
