OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.541	0.856	0
0.5	0.507	0.827667	0
0.501333	0.508333	0.849333	0
0.500667	0.508667	0.851	0
0.5	0.540333	0.855	0
0.5	0.507667	0.845333	0
0.500333	0.513667	0.856333	0
0.500333	0.513	0.856	0
0.500667	0.507333	0.846	0
0.500333	0.505	0.831333	0
0.500333	0.537	0.864	0
0.502	0.511667	0.857	0
0.500667	0.506333	0.841667	0
0.500333	0.504333	0.825	0
0.501	0.509	0.853333	0
0.501333	0.508	0.848333	0
0.501333	0.509333	0.854667	0
0.500667	0.520333	0.863667	0
0.500333	0.511667	0.854333	0
0.501	0.513333	0.858667	0
0.500333	0.506667	0.840333	0
0.502	0.505333	0.838333	0
0.500667	0.516333	0.860667	0
0.500667	0.502667	0.815	0
0.500333	0.505333	0.835333	0
0.501333	0.515333	0.860333	0
0.501	0.507333	0.846667	0
0.500667	0.508333	0.847	0
0.501667	0.536	0.867	0
0.500333	0.514667	0.858	0
0.500333	0.503333	0.816	0
0.500667	0.503667	0.822333	0
0.502	0.520333	0.865333	0
0.501	0.54	0.869333	0
0.500667	0.507667	0.846667	0
0.500667	0.538	0.867667	0
0.501333	0.512667	0.858333	0
0.501667	0.505667	0.839	0
0.500667	0.503333	0.820333	0
0.500333	0.51	0.853667	0
0.502667	0.537667	0.873333	0
0.502	0.536667	0.868667	0
0.500667	0.538667	0.868667	0
0.500333	0.509667	0.851667	0
0.501333	0.515667	0.861667	0
0.503	0.536333	0.87	0
0.502333	0.537667	0.873	0
0.502667	0.520333	0.865667	0
0.501	0.517	0.863667	0
0.501667	0.505333	0.837667	0
0.501333	0.509667	0.855333	0
0.500333	0.541333	0.870667	0
0.503	0.536	0.868667	0
0.500667	0.509333	0.853	0
0.500667	0.505667	0.836667	0
0.500333	0.516333	0.860333	0
0.500333	0.537667	0.866	0
0.501667	0.513333	0.859333	0
0.501	0.506667	0.842	0
0.501333	0.513333	0.859	0
0.500333	0.510333	0.854	0
0.502333	0.538	0.873333	0
0.500333	0.540667	0.868667	0
0.501333	0.521	0.865333	0
0.500333	0.516	0.859333	0
0.500667	0.502333	0.813	0
0.501	0.536667	0.866667	0
0.500667	0.514	0.858333	0
0.501	0.509667	0.855	0
0.500667	0.504667	0.835333	0
0.501333	0.537667	0.870667	0
0.502333	0.536333	0.868333	0
0.500667	0.536667	0.866	0
0.500333	0.508	0.845667	0
0.500667	0.537667	0.867333	0
0.502333	0.538333	0.873667	0
0.501	0.507667	0.847667	0
0.503333	0.536	0.869	0
0.500333	0.537333	0.865	0
0.501	0.515333	0.86	0
0.501333	0.540667	0.873333	0
0.500333	0.541667	0.871	0
0.502	0.516667	0.863667	0
0.501667	0.516	0.862333	0
0.501333	0.506667	0.842333	0
0.502667	0.538667	0.874333	0
0.501	0.508333	0.848	0
0.501667	0.508333	0.849667	0
0.500667	0.503	0.82	0
0.500333	0.516667	0.860667	0
0.502333	0.535333	0.866667	0
0.503	0.538	0.873667	0
0.500667	0.512333	0.857333	0
0.501	0.541333	0.872	0
0.500667	0.521	0.864	0
0.500667	0.506	0.840667	0
0.501333	0.508667	0.853667	0
0.501	0.504333	0.836	0
0.500333	0.538	0.867	0
0.502	0.537667	0.872333	0
0.501	0.516667	0.863333	0
0.501	0.514667	0.859667	0
0.502	0.539	0.873667	0
0.500333	0.502667	0.813333	0
0.500667	0.514333	0.858667	0
0.502667	0.537	0.871667	0
0.502	0.515333	0.862333	0
0.500333	0.538333	0.868333	0
0.500667	0.504333	0.835	0
0.503	0.519333	0.865667	0
0.500667	0.513667	0.858	0
0.503667	0.535667	0.868667	0
0.502	0.539333	0.874667	0
0.501	0.504	0.834667	0
0.501667	0.537667	0.871667	0
0.501	0.516333	0.863	0
0.501333	0.513	0.858667	0
0.500333	0.514	0.857333	0
0.502	0.537333	0.871333	0
0.500333	0.515667	0.858667	0
0.502667	0.538333	0.874	0
0.500333	0.541	0.869	0
0.500667	0.512	0.857	0
0.501	0.512667	0.858	0
0.501	0.521	0.864333	0
0.501333	0.537333	0.870333	0
0.501667	0.538	0.872667	0
0.502667	0.519667	0.865333	0
0.502667	0.536333	0.869	0
0.500667	0.515667	0.859667	0
0.500667	0.519667	0.863333	0
0.502	0.520667	0.866	0
0.500667	0.540667	0.870333	0
0.501667	0.536333	0.868	0
0.500667	0.517	0.862667	0
0.502667	0.536667	0.871	0
0.502	0.515	0.861	0
0.502667	0.517333	0.865	1
0.501667	0.539667	0.875	0
0.501333	0.521667	0.866333	0
0.501667	0.506	0.841	0
0.502333	0.537333	0.872	0
0.502667	0.536	0.867667	0
0.500667	0.505333	0.836333	0
0.502	0.509	0.854667	0
0.501333	0.509	0.854333	0
0.501333	0.536667	0.868333	0
0.500667	0.509667	0.854333	0
0.503333	0.535333	0.867	0
0.502333	0.537	0.871333	0
0.502	0.537	0.87	0
0.501333	0.520333	0.864667	0
0.501	0.509333	0.854333	0
0.502667	0.537333	0.872667	0
0.503	0.535667	0.868	0
0.501	0.540333	0.870333	0
0.501	0.536333	0.864667	0
0.500333	0.504	0.819	0
0.500333	0.520667	0.863667	0
0.501333	0.514	0.859333	0
0.503333	0.536667	0.871333	0
0.502667	0.517	0.864333	0
0.500667	0.512667	0.857667	0
0.501	0.537667	0.869	0
0.501333	0.537	0.869333	0
0.501333	0.539	0.872	0
