OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.504333	0.829333	0
0.500333	0.504667	0.829667	0
0.500333	0.505	0.837	0
0.500333	0.503	0.816667	0
0.501	0.504	0.829667	0
0.500667	0.504333	0.836667	0
0.500667	0.504667	0.838333	0
0.500333	0.509	0.854333	0
0.500333	0.508	0.853667	0
0.500667	0.502	0.750667	0
0.500333	0.524667	0.875333	0
0.502	0.504333	0.838	0
0.500333	0.512333	0.862	0
0.501333	0.512333	0.866	0
0.501333	0.505333	0.842	0
0.500333	0.510333	0.858667	0
0.500333	0.503667	0.819	0
0.500333	0.507667	0.852	0
0.500667	0.521667	0.876	0
0.501333	0.515333	0.874333	0
0.500667	0.515667	0.872667	0
0.500333	0.511667	0.859	0
0.501	0.505667	0.848667	0
0.501	0.506667	0.856667	0
0.501333	0.506333	0.857	0
0.500667	0.512	0.864333	0
0.501333	0.514333	0.873333	0
0.500667	0.503667	0.822667	0
0.503	0.516	0.878333	0
0.502	0.507333	0.859667	0
0.500667	0.506667	0.854	0
0.501333	0.504333	0.837	0
0.502333	0.517	0.88	0
0.501	0.516	0.874333	0
0.502	0.508333	0.861667	0
0.500667	0.506	0.849667	0
0.501	0.512667	0.866	0
0.500333	0.517	0.873	0
0.501667	0.515333	0.875333	0
0.502333	0.507	0.858333	0
0.500667	0.517667	0.875333	0
0.503	0.508	0.861	0
0.501333	0.509333	0.861667	0
0.500667	0.503333	0.821333	0
0.501	0.519	0.878333	0
0.500667	0.502333	0.751667	0
0.501333	0.515	0.874	0
0.501333	0.502333	0.752333	0
0.500667	0.505667	0.846667	0
0.500667	0.51	0.861	0
0.501667	0.517333	0.878667	0
0.500667	0.522	0.877333	0
0.501	0.511667	0.863333	0
0.501	0.512	0.864667	0
0.501333	0.515667	0.875	0
0.501333	0.516	0.875333	0
0.502	0.509	0.864	0
0.501333	0.517	0.878	0
0.501333	0.507	0.857333	0
0.501	0.509	0.861	0
0.500333	0.518	0.874667	0
0.501667	0.502667	0.753	0
0.501333	0.512	0.865667	0
0.500667	0.516	0.873	0
0.501333	0.513	0.869333	0
0.501667	0.508667	0.862	0
0.502	0.512333	0.866667	0
0.501667	0.512667	0.868	0
0.501	0.517667	0.878	0
0.502	0.514667	0.876	1
0.500667	0.517333	0.874333	0
0.501667	0.506667	0.858	0
0.501333	0.508	0.859667	0
0.501667	0.514667	0.874	0
0.501667	0.505667	0.856	0
0.501	0.514667	0.873	0
0.501333	0.517667	0.878333	0
0.501333	0.508667	0.860667	0
0.501	0.506333	0.854667	0
0.502	0.517333	0.879	0
0.501667	0.507667	0.86	0
0.500667	0.509333	0.860667	0
0.503	0.518333	0.881667	0
0.501	0.517333	0.877667	0
0.502333	0.516333	0.878	0
0.500667	0.508	0.857667	0
0.500667	0.516667	0.873667	0
0.501333	0.513333	0.870333	0
0.500333	0.514333	0.871333	0
0.502	0.519667	0.881333	0
0.500667	0.514667	0.872	0
0.500333	0.505667	0.837333	0
0.501	0.507	0.857	0
0.500667	0.511667	0.862333	0
0.500333	0.506333	0.848333	0
0.502333	0.508667	0.863667	0
0.502	0.508	0.860667	0
0.502333	0.516667	0.878667	0
0.501	0.516667	0.875333	0
0.502667	0.515	0.876333	0
0.502	0.506333	0.857333	0
0.501	0.508333	0.859667	0
0.502333	0.516	0.877333	0
0.500667	0.507	0.854667	0
0.500333	0.509667	0.858333	0
0.502333	0.517333	0.880333	0
0.501333	0.507333	0.858667	0
0.501333	0.516333	0.876667	0
0.500333	0.513333	0.866667	0
0.500667	0.513	0.866333	0
0.500333	0.509333	0.857	0
0.501	0.508	0.858	0
0.502333	0.518333	0.881333	0
0.503	0.518	0.881333	0
0.500667	0.512667	0.865333	0
0.500667	0.509	0.858333	0
0.502333	0.514	0.874333	0
0.501	0.515667	0.873667	0
0.502	0.514	0.874	0
0.501333	0.518	0.878667	0
0.500667	0.506333	0.853667	0
0.501	0.513333	0.869	0
0.501667	0.508333	0.860667	0
0.501333	0.508333	0.860333	0
0.501333	0.512667	0.866667	0
0.502333	0.514333	0.875333	0
0.501333	0.506	0.855	0
0.502	0.516667	0.877	0
0.501333	0.507667	0.859	0
0.501667	0.519333	0.880333	0
0.502333	0.517667	0.880667	0
0.502	0.508667	0.862333	0
