OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.501	0.865333	0
0.5	0.503	0.866333	0
0.500333	0.522667	0.907333	0
0.501	0.502667	0.876667	0
0.501333	0.503	0.878	0
0.500667	0.503	0.876	0
0.500333	0.503	0.875667	0
0.500333	0.507667	0.895667	0
0.500333	0.510667	0.9	0
0.5	0.501333	0.864667	0
0.500667	0.521333	0.903	0
0.500333	0.521333	0.901667	0
0.501	0.504	0.881667	0
0.500667	0.52	0.901	0
0.500667	0.525667	0.909667	0
0.501333	0.520667	0.903333	0
0.500667	0.505333	0.889333	0
0.500667	0.504667	0.886	0
0.501	0.506	0.894667	0
0.500667	0.509333	0.899667	0
0.500333	0.504667	0.885333	0
0.500333	0.506	0.892	0
0.501	0.521333	0.905333	0
0.501	0.505667	0.893333	0
0.500333	0.520333	0.901	0
0.500333	0.503667	0.877333	0
0.500667	0.501333	0.866	0
0.502	0.520333	0.903333	0
0.501	0.526667	0.911	0
0.500667	0.504333	0.880333	0
0.501333	0.505667	0.894	0
0.501667	0.525333	0.910667	0
0.500333	0.509	0.899333	0
0.500333	0.526	0.908333	0
0.501	0.505333	0.891333	0
0.502	0.522	0.907667	0
0.501	0.526	0.910333	0
0.501667	0.523333	0.908667	0
0.502333	0.522333	0.908333	0
0.501333	0.507	0.896333	0
0.501	0.521	0.905	0
0.500667	0.520333	0.902	0
0.502	0.525	0.91	0
0.501333	0.508	0.900667	1
0.502333	0.522667	0.908667	0
0.500667	0.524333	0.908	0
0.500333	0.508667	0.898667	0
0.500667	0.505	0.886667	0
0.501333	0.527333	0.912	0
0.500667	0.501667	0.867	0
0.501333	0.509	0.901	0
0.501	0.508667	0.900333	0
0.500333	0.511	0.900333	0
0.501	0.520333	0.902333	0
0.501333	0.520333	0.902667	0
0.500667	0.509667	0.9	0
0.500667	0.521667	0.904	0
0.500667	0.505667	0.89	0
0.501333	0.521	0.905333	0
0.500667	0.502333	0.875333	0
0.500667	0.522667	0.907667	0
0.500667	0.506	0.894	0
0.500333	0.526667	0.908667	0
0.501667	0.527	0.912333	0
0.501333	0.528	0.912333	0
0.502333	0.507333	0.897333	0
0.500667	0.526	0.91	0
0.500667	0.503333	0.877667	0
0.501	0.507333	0.896667	0
0.501	0.522333	0.907333	0
0.501333	0.522333	0.907667	0
0.500667	0.525333	0.908667	0
0.502	0.525667	0.911	0
0.501	0.525333	0.91	0
0.501	0.508333	0.9	0
0.500667	0.502	0.867333	0
0.501	0.507667	0.897667	0
0.501333	0.526667	0.911333	0
0.501333	0.504	0.882	0
0.501333	0.506667	0.896	0
0.500667	0.510667	0.900667	0
0.500667	0.508333	0.898333	0
0.501667	0.521333	0.905667	0
0.502	0.527	0.912667	0
0.501	0.527667	0.911333	0
0.501333	0.503667	0.878667	0
0.500667	0.507333	0.895	0
0.501333	0.525333	0.910333	0
0.501333	0.523667	0.908	0
0.500333	0.504	0.878	0
0.501333	0.527	0.911667	0
0.501	0.522	0.906333	0
0.501667	0.526333	0.911	0
0.501667	0.503333	0.879	0
0.501	0.525	0.909333	0
0.502	0.521667	0.906333	0
