OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.565667	0.901333	0
0.5	0.506667	0.889667	0
0.500667	0.505333	0.889667	0
0.5	0.502	0.882333	0
0.5	0.563667	0.898667	0
0.501	0.503	0.887667	0
0.500333	0.509	0.893333	0
0.500667	0.508667	0.893333	0
0.5	0.508667	0.892333	0
0.500333	0.567333	0.904667	0
0.500667	0.504333	0.888667	0
0.500333	0.563667	0.900667	0
0.500333	0.502667	0.883	0
0.500667	0.567333	0.905	0
0.500333	0.504667	0.888333	0
0.500333	0.564667	0.901333	0
0.500667	0.560333	0.898	0
0.501	0.506333	0.890667	0
0.5	0.562333	0.896333	0
0.500333	0.504333	0.888	0
0.500667	0.501333	0.882333	0
0.500667	0.557667	0.894	0
0.500667	0.565667	0.902667	0
0.501	0.564333	0.902333	0
0.500333	0.501667	0.882333	0
0.500333	0.507667	0.891333	0
0.500333	0.506	0.889667	0
0.500667	0.501667	0.884	0
0.500667	0.564333	0.902	0
0.500667	0.504	0.888333	0
0.5	0.564	0.899667	0
0.501	0.502333	0.884667	0
0.501	0.558	0.895	0
0.501	0.562	0.900333	0
0.500333	0.561333	0.898	0
0.500333	0.56	0.897667	0
0.500667	0.561333	0.898333	0
0.501	0.505	0.889333	0
0.502333	0.558667	0.896	0
0.501	0.567	0.904333	0
0.501333	0.565667	0.903	0
0.500333	0.559667	0.896667	0
0.500333	0.559333	0.896	0
0.501333	0.508667	0.893667	0
0.501333	0.504	0.889667	0
0.500333	0.504	0.887667	0
0.500667	0.565333	0.902333	0
0.501	0.565333	0.902667	0
0.501	0.503333	0.888	0
0.500667	0.503667	0.888	0
0.501	0.504	0.888667	0
0.500667	0.507	0.892	0
0.501333	0.563	0.901	0
0.501333	0.563333	0.901667	0
0.500667	0.507333	0.892667	0
0.501333	0.506333	0.891667	0
0.500667	0.559	0.896	0
0.500667	0.566667	0.903667	0
0.501333	0.566	0.903333	0
0.501	0.504667	0.889	0
0.501667	0.502667	0.886333	0
0.500333	0.566667	0.903	0
0.500333	0.563333	0.899333	0
0.500667	0.567	0.904	0
0.500667	0.567667	0.905667	0
0.500667	0.506333	0.89	0
0.5	0.564667	0.900667	0
0.500667	0.558333	0.894333	0
0.501333	0.506	0.89	0
0.500667	0.559667	0.897333	0
0.502667	0.558333	0.895333	0
0.502333	0.559	0.896333	0
0.501	0.561333	0.899	0
0.500667	0.561667	0.899667	0
0.500333	0.559	0.895333	0
0.501667	0.509	0.894	1
0.501	0.509667	0.894333	0
0.500333	0.565	0.901667	0
0.500333	0.503333	0.887333	0
0.500333	0.508	0.891667	0
0.501667	0.505333	0.890667	0
0.500667	0.506667	0.891	0
