OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.510667	0.876333	0
0.500333	0.508333	0.878667	0
0.500333	0.504	0.856333	0
0.500333	0.505	0.859667	0
0.501	0.503333	0.855333	0
0.500667	0.510333	0.891	0
0.500667	0.509333	0.887667	0
0.500333	0.511	0.890333	0
0.501333	0.509	0.888667	0
0.501	0.51	0.891333	0
0.501	0.509667	0.890333	0
0.500667	0.505667	0.866	0
0.501333	0.505	0.866	0
0.502	0.507667	0.882333	0
0.500333	0.509	0.882	0
0.500667	0.502667	0.815667	0
0.500333	0.506	0.862	0
0.501333	0.504333	0.862333	0
0.501333	0.511	0.895667	0
0.500667	0.505333	0.865333	0
0.500667	0.51	0.89	0
0.500667	0.506	0.868333	0
0.500667	0.511667	0.894667	0
0.500667	0.504	0.857	0
0.501	0.513333	0.896667	0
0.500667	0.504667	0.859333	0
0.502	0.508667	0.887	0
0.500667	0.507333	0.876333	0
0.502333	0.508333	0.885667	0
0.502333	0.509667	0.893333	1
0.500333	0.51	0.888	0
0.501667	0.510333	0.893333	0
0.500667	0.503	0.818667	0
0.501333	0.507333	0.881	0
0.501	0.510667	0.893667	0
0.500667	0.512333	0.896333	0
0.501667	0.508333	0.885333	0
0.501	0.504667	0.860667	0
0.500667	0.508667	0.884333	0
0.501	0.504333	0.859667	0
0.501667	0.509	0.889	0
0.500667	0.512	0.895	0
0.500333	0.506333	0.863	0
0.500667	0.511	0.894	0
0.501333	0.502667	0.817667	0
0.500333	0.507	0.872	0
0.500667	0.507	0.873	0
0.501	0.503667	0.856667	0
0.500667	0.508333	0.881	0
0.501333	0.513333	0.897	0
0.501333	0.509667	0.891	0
0.501	0.507667	0.881	0
0.501333	0.504	0.859	0
0.500333	0.506667	0.87	0
0.502	0.51	0.892667	0
0.501	0.505667	0.868333	0
0.500333	0.508667	0.880667	0
0.500333	0.504667	0.858667	0
0.502	0.509667	0.892333	0
0.501	0.508333	0.884333	0
0.500333	0.503667	0.855667	0
0.501333	0.506	0.873667	0
0.501	0.508667	0.884667	0
0.501	0.506333	0.873	0
0.500667	0.503333	0.855	0
0.501	0.511333	0.895333	0
0.500333	0.512	0.893333	0
0.501	0.507333	0.876667	0
0.500333	0.503333	0.817333	0
0.500667	0.506667	0.872	0
0.501	0.505333	0.867667	0
0.500667	0.504333	0.858333	0
0.501667	0.508667	0.886333	0
0.501333	0.510333	0.893	0
0.501	0.506667	0.874	0
0.501	0.504	0.857333	0
0.500667	0.508	0.88	0
0.501	0.511667	0.895667	0
0.501667	0.509333	0.889667	0
0.500667	0.511333	0.894333	0
0.502333	0.51	0.894	0
