OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.505	0.823333	0
0.5	0.504333	0.822667	0
0.5	0.502333	0.813333	0
0.500667	0.501667	0.811	0
0.5	0.523667	0.850333	0
0.500333	0.531333	0.869	0
0.500333	0.520667	0.852333	0
0.503	0.519	0.852667	0
0.500333	0.519667	0.850667	0
0.500333	0.504	0.836333	0
0.503667	0.519667	0.856	0
0.503	0.52	0.856667	0
0.500667	0.504333	0.837333	0
0.502333	0.519	0.852333	0
0.500333	0.535	0.874333	0
0.503	0.519333	0.854	0
0.500333	0.523333	0.862	0
0.500333	0.509667	0.847667	0
0.501667	0.529333	0.870667	0
0.500333	0.521333	0.853333	0
0.502	0.53	0.872333	0
0.500333	0.525333	0.866333	0
0.500667	0.505667	0.842	0
0.501	0.529667	0.87	0
0.501333	0.506667	0.845333	0
0.501333	0.522333	0.861	0
0.502333	0.519333	0.853333	0
0.501667	0.504667	0.840667	0
0.500333	0.507	0.842667	0
0.501	0.508	0.848333	0
0.501333	0.523	0.864667	0
0.500333	0.532667	0.871333	0
0.503	0.519667	0.854667	0
0.501	0.523	0.862	0
0.500333	0.504667	0.836667	0
0.501333	0.504667	0.840333	0
0.500667	0.525	0.866667	0
0.503667	0.519333	0.854667	0
0.500333	0.524667	0.864667	0
0.500667	0.507	0.844667	0
0.502	0.519667	0.853667	0
0.501667	0.521333	0.859667	0
0.501	0.506333	0.844333	0
0.502333	0.529667	0.872667	0
0.500667	0.509333	0.847667	0
0.500667	0.502333	0.829	0
0.502333	0.508667	0.849333	0
0.501	0.503667	0.836	0
0.500333	0.523667	0.862333	0
0.501	0.51	0.85	0
0.500667	0.527	0.869	0
0.500333	0.508333	0.845333	0
0.501667	0.529	0.870333	0
0.500667	0.506	0.843333	0
0.500333	0.503333	0.832667	0
0.500333	0.521	0.853	0
0.501667	0.519333	0.852667	0
0.501667	0.524	0.868	0
0.500667	0.524667	0.865333	0
0.503	0.521667	0.863333	0
0.500333	0.509	0.845667	0
0.501667	0.529667	0.871667	0
0.500667	0.502	0.812	0
0.500333	0.508	0.844333	0
0.500333	0.502667	0.827667	0
0.501	0.506667	0.844667	0
0.501667	0.523333	0.867	0
0.501667	0.522667	0.863333	0
0.501333	0.523333	0.865333	0
0.500333	0.533667	0.874	0
0.502667	0.529333	0.871667	0
0.501	0.507	0.847667	0
0.501333	0.522	0.860667	0
0.501333	0.504333	0.839	0
0.500667	0.526	0.868333	0
0.503	0.521333	0.861667	0
0.501	0.509333	0.849	0
0.504333	0.519	0.853667	0
0.501	0.525333	0.869	0
0.502	0.525	0.869333	0
0.500667	0.503333	0.834	0
0.501333	0.522667	0.861333	0
0.500333	0.532333	0.870333	0
0.500667	0.533667	0.874667	0
0.500333	0.527	0.868	0
0.503	0.532667	0.877	0
0.500667	0.523	0.859667	0
0.501	0.532	0.873	0
0.501333	0.510667	0.850667	0
0.502333	0.523	0.865667	0
0.501333	0.533667	0.876333	0
0.501333	0.521667	0.858	0
0.500667	0.532667	0.874333	0
0.500333	0.509333	0.847333	0
0.500667	0.507333	0.845667	0
0.500667	0.522333	0.859333	0
0.501333	0.532	0.874667	0
0.500333	0.525667	0.867	0
0.502	0.524	0.868667	0
0.501667	0.520667	0.857333	0
0.500333	0.502	0.810333	0
0.501	0.503	0.835	0
0.501333	0.52	0.854	0
0.501	0.522333	0.860667	0
0.501333	0.530667	0.874	0
0.503	0.522333	0.864	0
0.500333	0.526	0.867667	0
0.502667	0.521333	0.860333	0
0.502333	0.520333	0.857	0
0.501333	0.509333	0.849667	0
0.501667	0.51	0.850667	0
0.501	0.532333	0.873667	0
0.500667	0.503667	0.835	0
0.500667	0.505	0.840333	0
0.500667	0.503	0.83	0
0.500667	0.520333	0.851667	0
0.501333	0.523667	0.866667	0
0.502	0.522667	0.864	0
0.502667	0.521667	0.862	0
0.501333	0.509	0.848667	0
0.503667	0.518667	0.852	0
0.501	0.525	0.868	0
0.502667	0.532333	0.875667	0
0.503	0.532333	0.876	0
0.503667	0.524333	0.869	0
0.501333	0.533333	0.876	0
0.501	0.533667	0.876	0
0.502	0.528333	0.870333	0
0.501667	0.524333	0.868333	0
0.501333	0.520667	0.856333	0
0.501	0.522	0.86	0
0.500667	0.512	0.851	0
0.500667	0.521333	0.856	0
0.500333	0.525	0.865333	0
0.501333	0.505	0.840667	0
0.501	0.524333	0.867333	0
0.500667	0.508333	0.847	0
0.501667	0.523667	0.867333	0
0.500667	0.532333	0.873333	0
0.503	0.524667	0.869	0
0.502667	0.532667	0.876667	0
0.502333	0.522667	0.865333	0
0.500667	0.532	0.872667	0
0.502333	0.522	0.862333	0
0.502	0.520333	0.856667	0
0.501333	0.51	0.850333	0
0.501667	0.522333	0.862667	0
0.501	0.532667	0.875	0
0.501333	0.520333	0.856	0
0.500667	0.511667	0.849667	0
0.500333	0.52	0.851	0
0.502	0.529667	0.872	0
0.502333	0.53	0.873	0
0.500667	0.509667	0.848	0
0.501333	0.529667	0.870667	0
0.501667	0.521	0.859	0
0.501333	0.524333	0.867667	0
0.501	0.523667	0.863333	0
0.502	0.529333	0.871	0
0.502333	0.521667	0.861333	0
0.500667	0.525333	0.867333	0
0.502667	0.533	0.877	0
0.500667	0.502667	0.829333	0
0.500667	0.522	0.858333	0
0.502	0.523667	0.868333	1
0.500667	0.520667	0.853	0
0.501667	0.52	0.855667	0
0.501	0.521	0.855	0
0.502333	0.532667	0.876	0
0.500667	0.530333	0.872333	0
