OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.502	0.735333	0
0.5	0.514333	0.893667	0
0.500333	0.514333	0.898333	0
0.501	0.505333	0.880667	0
0.500333	0.507	0.880333	0
0.501	0.505	0.877333	0
0.500667	0.504667	0.872667	0
0.500667	0.511	0.898333	0
0.500667	0.511333	0.899	0
0.501	0.508333	0.889	0
0.5	0.511333	0.893	0
0.500333	0.514	0.898	0
0.500333	0.505667	0.877333	0
0.501	0.503333	0.868333	0
0.501667	0.508667	0.890667	0
0.501333	0.508333	0.889667	0
0.501667	0.509	0.891	0
0.501	0.511333	0.899667	0
0.500333	0.508667	0.885667	0
0.500333	0.503667	0.869	0
0.501	0.505667	0.881667	0
0.500667	0.508333	0.888667	0
0.500667	0.508	0.884667	0
0.501333	0.505667	0.883	0
0.500333	0.502333	0.738667	0
0.501	0.503	0.867	0
0.501	0.507333	0.885	0
0.501333	0.509667	0.893667	0
0.501	0.504667	0.873	0
0.500333	0.506	0.878333	0
0.501	0.504	0.870333	0
0.500333	0.511	0.896333	0
0.500333	0.511333	0.897333	0
0.500667	0.509333	0.889667	0
0.501667	0.511333	0.9	0
0.501333	0.504	0.871667	0
0.500667	0.507	0.883667	0
0.501	0.508	0.885333	0
0.502667	0.511	0.9	0
0.501	0.504333	0.870667	0
0.501	0.506333	0.882333	0
0.500667	0.509	0.889333	0
0.501	0.510667	0.896667	0
0.502	0.506	0.883667	0
0.500333	0.506667	0.879	0
0.501	0.509667	0.893333	0
0.500667	0.509667	0.890333	0
0.500333	0.510667	0.895667	0
0.500667	0.503	0.866667	0
0.502	0.506333	0.884333	0
0.501333	0.509333	0.892667	0
0.502	0.510667	0.898	0
0.501333	0.508	0.886	0
0.502333	0.512333	0.901333	0
0.502	0.505667	0.883333	0
0.501	0.509333	0.891	0
0.500333	0.511667	0.897667	0
0.500667	0.506	0.88	0
0.501667	0.504667	0.874333	0
0.501667	0.503667	0.870333	0
0.500667	0.506667	0.883	0
0.501333	0.505333	0.882	0
0.500333	0.503333	0.867333	0
0.501	0.503667	0.87	0
0.500667	0.510333	0.895333	0
0.501667	0.510667	0.897	0
0.501333	0.507	0.885	0
0.501333	0.504333	0.873	0
0.501	0.509	0.889667	0
0.501667	0.511	0.899333	1
0.500333	0.510333	0.895	0
0.502667	0.512	0.901333	0
0.500667	0.505667	0.879333	0
0.501667	0.506667	0.884333	0
0.502	0.512333	0.901	0
0.501333	0.509	0.890333	0
0.501333	0.511	0.899	0
0.500333	0.508333	0.884	0
0.501667	0.506333	0.883333	0
0.502333	0.504333	0.874667	0
0.501	0.502667	0.741333	0
0.500667	0.502333	0.741	0
0.500667	0.51	0.891333	0
0.500333	0.506333	0.878667	0
0.501667	0.511667	0.900667	0
