OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.517	0.526333	0.688667	1.35098604643324	4.01699602809319	0
0.52	0.522667	0.672333	0.770637129751372	2.89530577563766	0
0.508333	0.513	0.673	4.23977697188841	15.127191610506	0
0.517	0.525667	0.686333	1.48290948373148	4.44531282839010	0
0.514667	0.521	0.678	1.40967595558794	5.20494621246793	0
0.515	0.520667	0.678333	1.536	5.22955798885664	0
0.514333	0.521333	0.677667	1.53533924504348	5.50960660183035	0
0.512667	0.517	0.666	2.52974318064486	8.61516325244098	0
0.516333	0.526	0.688	1.88113173887083	4.94734999214657	0
0.518333	0.522	0.672333	0.962633744859431	3.41320270496259	0
0.514667	0.521667	0.679	1.40967595558794	5.20245807108722	0
0.516667	0.524333	0.687	1.71724490770116	5.02443215545825	0
0.519	0.522333	0.674333	1.06652824128223	3.25450807543314	0
0.515	0.520667	0.679	1.53583479881517	5.40002881942401	0
0.515333	0.520667	0.676667	1.40967595558794	4.98410365565807	0
0.514333	0.521	0.678	1.53533924504348	5.62444798791773	0
0.516333	0.524333	0.687333	1.45701416105524	5.15118284355095	0
0.516333	0.524333	0.685333	1.33147724721509	4.91716456288993	0
0.516667	0.524333	0.686333	1.57302192001002	4.79723238977305	0
0.516	0.523333	0.688333	1.71724490770116	5.4869483907332	0
0.520333	0.523667	0.671	0.769219992624486	2.50057323634715	0
0.51	0.518	0.672333	3.81968232243253	11.0437995751698	0
0.512667	0.517	0.666333	2.87931420455646	9.32041155810043	0
0.513333	0.516667	0.666	2.87931420455646	9.17884017629781	0
0.508	0.513	0.673333	4.45782274243895	15.5254938140941	0
0.507333	0.513333	0.673	4.45782274243895	15.5198899273365	0
0.519333	0.521333	0.673	1.06652824128222	3.8581038800056	0
0.514667	0.520333	0.678333	1.536	5.42095430376935	0
0.514	0.521667	0.677333	1.53533924504348	5.82658161562164	0
0.516333	0.525	0.689	1.59517547432907	5.56145758202927	0
0.516667	0.524	0.687667	1.71724490770116	5.15499435161238	0
0.517	0.524333	0.687667	1.5881109430452	4.91015546455521	0
0.51	0.517	0.665667	2.69937887574455	10.0324363635953	0
0.509667	0.516667	0.666	2.87439969690935	10.1643961165211	0
0.517333	0.526333	0.689	1.38191146422795	4.1886093783512	0
0.517667	0.526	0.687667	1.15342310902483	3.71479423797177	0
0.509667	0.515	0.673	3.80053331941339	11.4994750796156	0
0.509	0.514667	0.671	3.80053331941339	11.5638603694876	0
0.517667	0.525667	0.687	1.47690222916407	3.95746640956824	0
0.517	0.526	0.685667	1.35689577380215	4.14429348556725	0
0.517667	0.526333	0.689333	1.35689577380215	4.05830825676176	0
0.513	0.518333	0.666333	2.22085878199270	8.3467150826093	0
0.514	0.518667	0.668667	2.70436520649994	7.95333391424076	0
0.513667	0.519333	0.668667	2.70892160502945	7.95032595028478	0
0.513	0.519	0.665333	2.70436520649994	8.23912789132073	0
0.520333	0.523	0.67	0.863500356702153	2.66932706920689	0
0.52	0.523	0.67	0.863875076293838	2.79791538289448	0
0.520333	0.523	0.669	0.863875076293838	2.6142782371675	0
0.518667	0.523667	0.670333	0.864	3.06260938824793	0
0.513	0.516333	0.665333	2.70436520649994	8.88281726984835	0
0.513	0.517667	0.665333	2.52974318064486	8.35466415151958	0
0.516333	0.525667	0.688	2.02199989000306	5.0298286388137	0
0.512667	0.518333	0.668667	2.53478757807252	9.37451230436175	0
0.512667	0.518667	0.669	2.53478757807252	8.98644460217873	0
0.514667	0.521	0.678667	1.40967595558794	5.64339066766572	0
0.518333	0.523	0.672333	0.962370389614384	3.2111861347591	0
0.518667	0.523333	0.673667	1.06652824128223	3.2407843526704	0
0.517667	0.521667	0.673667	1.06652824128223	3.51627242256615	0
0.518667	0.522333	0.672667	0.962370389614384	3.3497078567872	0
0.518667	0.522333	0.672333	1.06652824128223	3.22021199017532	0
0.518667	0.522333	0.671667	0.962633744859437	3.13167500028459	0
0.519	0.522	0.672667	0.863500356702153	3.00074011921853	0
0.518667	0.522667	0.674	1.17596371226381	3.27490131085198	0
0.518667	0.523	0.674333	1.06652824128223	3.34808002641392	0
0.518667	0.521333	0.670333	1.06445287942109	3.25312964431908	0
0.518333	0.521667	0.670667	1.06445287942109	3.38135082000562	0
0.520333	0.521667	0.671	1.06542114387052	3.27702911877110	0
0.519	0.521333	0.673333	1.17567342936862	4.02602155244426	0
0.519333	0.521	0.673	1.17567342936862	4.08208872570846	0
0.516333	0.521	0.675667	1.41062703196449	4.79251499526988	0
0.515333	0.520333	0.677333	1.28930030794645	5.09229376778467	0
0.516333	0.521	0.676667	1.28930030794645	4.86372800801658	0
0.517	0.521333	0.677	1.28687290467919	4.8888469049602	0
0.517	0.520667	0.676667	1.29005931218573	4.8795707105652	0
0.517	0.523667	0.684333	1.44976956019215	4.80289931353054	0
0.516333	0.523333	0.684333	1.45701416105524	5.03547316984478	0
0.516333	0.523667	0.684333	1.26106434447142	4.97610436967495	0
0.516333	0.523333	0.685	1.45701416105524	5.11520804036448	0
0.515667	0.523667	0.688667	1.70940077915107	5.30867467211522	0
0.516333	0.523	0.689	1.71724490770116	5.68436214146468	1
0.51	0.518333	0.665	2.87439969690935	9.89724918252847	0
0.517667	0.526	0.688667	1.23639451209658	4.03874469515137	0
