OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501333	0.505667	0.515667	0.759	0
0.502667	0.506333	0.518333	0.766	0
0.500667	0.506667	0.517	0.759	0
0.500667	0.504333	0.514	0.755333	0
0.502	0.506333	0.517667	0.763667	0
0.501	0.506	0.512667	0.755333	0
0.502667	0.506667	0.518333	0.768333	0
0.501667	0.504667	0.517333	0.760667	0
0.502	0.504667	0.518	0.762333	0
0.502333	0.504667	0.515	0.759333	0
0.501333	0.504333	0.514333	0.757	0
0.502333	0.504667	0.519333	0.763	0
0.500667	0.504	0.512667	0.747333	0
0.501	0.502667	0.513	0.748667	0
0.500667	0.505	0.515333	0.756	0
0.503	0.507	0.518	0.768333	0
0.502	0.507333	0.518333	0.766	0
0.500667	0.505667	0.518	0.760667	0
0.501667	0.505	0.508667	0.733	0
0.500667	0.506667	0.517333	0.759333	0
0.500667	0.503333	0.514333	0.752667	1
0.501333	0.503667	0.510667	0.733667	0
0.501667	0.503333	0.508667	0.731	0
0.501	0.504	0.512333	0.747333	0
0.501	0.503	0.508333	0.725333	0
0.501667	0.505333	0.514667	0.758	0
0.502667	0.506667	0.517667	0.766	0
0.501667	0.503667	0.510333	0.732667	0
0.500667	0.505667	0.517	0.758667	0
0.502	0.507	0.518333	0.765667	0
0.501333	0.505	0.512667	0.755	0
0.501	0.505	0.513333	0.756	0
0.501333	0.504	0.512	0.749333	0
0.502	0.505	0.517667	0.762	0
0.502	0.504667	0.515	0.758	0
0.501333	0.502333	0.508667	0.729333	0
0.502333	0.505	0.519	0.763667	0
0.503333	0.506667	0.518	0.767333	0
0.502	0.507667	0.518	0.766	0
0.500333	0.506333	0.519	0.761333	0
0.501667	0.505	0.509	0.733333	0
0.501667	0.503667	0.509333	0.732333	0
0.501667	0.503	0.508667	0.730667	0
0.502667	0.505667	0.519	0.766333	0
0.503	0.505333	0.52	0.768333	0
0.503	0.505667	0.519667	0.766667	0
0.502333	0.505333	0.519333	0.766	0
0.501667	0.505667	0.516333	0.760667	0
0.501333	0.505333	0.516	0.758333	0
0.502667	0.505	0.517333	0.762	0
0.503	0.506333	0.519667	0.767333	0
0.502333	0.506333	0.518667	0.766	0
0.501	0.504	0.513667	0.754333	0
0.501	0.505667	0.516333	0.759	0
0.501333	0.505	0.517	0.759333	0
0.501333	0.504667	0.513333	0.756333	0
0.501	0.504667	0.513667	0.756333	0
0.502333	0.507667	0.519	0.767	0
0.502333	0.505667	0.515667	0.76	0
0.502	0.504667	0.515333	0.759	0
0.501333	0.504	0.518333	0.758667	0
0.501	0.504	0.516667	0.757333	0
0.501	0.503333	0.509333	0.726	0
0.501667	0.504667	0.509	0.732667	0
0.501333	0.505	0.508667	0.732	0
0.500333	0.504	0.514667	0.752333	0
0.501667	0.503667	0.512667	0.751667	0
0.501	0.503667	0.512333	0.745333	0
0.501333	0.503667	0.512333	0.746333	0
0.500667	0.503333	0.512667	0.746333	0
0.500667	0.503	0.508667	0.725667	0
0.501	0.503	0.509667	0.731	0
0.502667	0.506	0.518	0.764333	0
0.503333	0.506333	0.517667	0.766	0
0.502333	0.506333	0.517333	0.765667	0
0.502	0.506	0.518333	0.764667	0
0.501	0.504	0.513333	0.754	0
0.501	0.503667	0.513667	0.754	0
0.501667	0.507333	0.518	0.764667	0
0.501333	0.504667	0.513	0.754	0
0.500667	0.505333	0.513	0.756	0
0.501	0.505	0.511667	0.748	0
0.501667	0.504333	0.512333	0.749667	0
0.501	0.504667	0.512667	0.748	0
0.501667	0.505333	0.517333	0.762	0
0.502	0.504333	0.514	0.757	0
0.502	0.505	0.513667	0.758333	0
0.502	0.505667	0.514667	0.758667	0
0.502	0.505	0.519667	0.764	0
0.501333	0.504	0.516	0.757	0
0.500667	0.505	0.510333	0.726	0
0.503333	0.507	0.517667	0.766667	0
0.503	0.506333	0.518333	0.767	0
0.501667	0.507667	0.518667	0.765333	0
0.500667	0.506	0.519667	0.762	0
0.501667	0.503333	0.509	0.731667	0
0.501333	0.503	0.509	0.731333	0
0.502333	0.504	0.509667	0.732667	0
0.501	0.504333	0.51	0.731333	0
0.502667	0.505333	0.520667	0.767333	0
