OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501	0.505	0.518667	0.731667	0
0.502333	0.503667	0.518667	0.724333	0
0.501	0.503667	0.52	0.723333	0
0.502	0.507	0.514	0.727333	0
0.502667	0.505	0.524333	0.740667	0
0.501	0.505	0.524333	0.735667	0
0.501333	0.505333	0.528667	0.742	0
0.501333	0.505	0.527	0.741	0
0.500667	0.506	0.526	0.740333	0
0.503667	0.506667	0.528667	0.747	0
0.502667	0.504667	0.515	0.729	0
0.501333	0.504	0.514333	0.724333	0
0.501667	0.506333	0.519	0.734333	0
0.500667	0.504667	0.515333	0.726667	0
0.503667	0.507333	0.529333	0.748333	0
0.502667	0.504667	0.526	0.74	0
0.500667	0.507333	0.517333	0.730667	0
0.502	0.504667	0.522333	0.735667	0
0.502333	0.507667	0.526667	0.745	0
0.502	0.506	0.514333	0.726333	0
0.501333	0.506333	0.514	0.726333	0
0.504	0.506	0.528333	0.745	0
0.501333	0.503667	0.519	0.724	0
0.501333	0.505667	0.517	0.73	0
0.501333	0.505667	0.513667	0.725333	0
0.501333	0.505333	0.526667	0.740667	0
0.501	0.505333	0.517333	0.730667	0
0.502333	0.506	0.524667	0.741667	0
0.501333	0.505667	0.521333	0.735	0
0.501333	0.505	0.52	0.733333	0
0.501333	0.504	0.519333	0.73	0
0.501667	0.505667	0.519333	0.734	0
0.501	0.504	0.515333	0.724667	0
0.501333	0.503667	0.518667	0.722333	0
0.500667	0.503667	0.52	0.722333	0
0.501667	0.502667	0.521333	0.723	0
0.501	0.503	0.521	0.723667	1
0.501667	0.507333	0.527	0.745333	0
0.502	0.504667	0.526667	0.741	0
0.501333	0.505667	0.526	0.740333	0
0.500667	0.506	0.525667	0.739667	0
0.501	0.505667	0.526333	0.740667	0
0.500667	0.505333	0.526667	0.739667	0
0.501667	0.503	0.521333	0.725333	0
0.501667	0.507	0.526667	0.742667	0
0.501667	0.504333	0.513667	0.722667	0
0.500667	0.505	0.515	0.726667	0
0.501	0.504667	0.515	0.725	0
0.501	0.504	0.516	0.727667	0
0.501667	0.506667	0.514	0.726667	0
0.502	0.506333	0.514333	0.726667	0
0.500667	0.503333	0.519	0.722	0
0.501333	0.507	0.517	0.730333	0
0.501	0.506333	0.516667	0.728667	0
0.501667	0.506333	0.514667	0.727667	0
0.502333	0.507667	0.528	0.747333	0
0.501	0.504667	0.523333	0.735333	0
0.501	0.506	0.527	0.741	0
0.503667	0.506667	0.528	0.746333	0
0.503333	0.507	0.528667	0.747	0
0.501	0.505333	0.525667	0.737667	0
0.500667	0.504333	0.521667	0.732	0
0.500667	0.504	0.521667	0.73	0
0.502333	0.504333	0.515667	0.729	0
0.501	0.505	0.513333	0.721333	0
0.504	0.507	0.529667	0.748	0
0.504	0.507667	0.529333	0.749333	0
0.503	0.506667	0.526667	0.745333	0
0.502	0.508333	0.526667	0.743333	0
0.504333	0.506	0.527667	0.744333	0
0.503	0.506	0.528667	0.742333	0
0.501333	0.503333	0.519	0.723667	0
0.502	0.505	0.513333	0.723667	0
0.500667	0.506	0.518	0.730667	0
0.502333	0.506333	0.524333	0.741	0
0.502	0.506	0.524333	0.740667	0
0.502333	0.506333	0.524	0.739667	0
0.501667	0.505667	0.521	0.734333	0
0.501	0.505333	0.520667	0.733667	0
0.500667	0.504667	0.520667	0.732	0
0.501	0.504333	0.520667	0.733	0
0.502333	0.504667	0.518	0.730667	0
0.501333	0.505	0.517667	0.731333	0
0.503	0.505333	0.52	0.735	0
0.502333	0.506	0.520667	0.735	0
0.501333	0.502667	0.522	0.722333	0
0.501667	0.502667	0.521667	0.723333	0
0.502	0.506667	0.527333	0.744333	0
0.501667	0.506667	0.527667	0.745667	0
0.502	0.507	0.527	0.744667	0
0.501667	0.507333	0.527333	0.746	0
0.501333	0.504667	0.516333	0.728333	0
0.502667	0.507	0.527	0.745	0
0.503	0.507333	0.526333	0.745333	0
0.502667	0.506667	0.527333	0.745667	0
0.501	0.505667	0.525333	0.739333	0
0.501333	0.505	0.525667	0.739	0
0.501	0.504667	0.527	0.738667	0
0.501333	0.505	0.526	0.739667	0
0.500667	0.506	0.525333	0.738667	0
