OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501667	0.503667	0.514667	0.735667	0
0.501	0.503	0.51	0.704333	0
0.500667	0.505667	0.518333	0.748	0
0.500333	0.505	0.507667	0.701667	0
0.501333	0.504	0.514	0.734667	0
0.502333	0.504333	0.514	0.739333	0
0.501	0.504	0.512333	0.722	0
0.501667	0.507	0.518667	0.754333	0
0.501333	0.503333	0.519	0.738	0
0.503333	0.505333	0.515333	0.744333	0
0.501667	0.505	0.514333	0.741	0
0.501667	0.504333	0.509	0.705333	0
0.501333	0.505	0.514333	0.740667	0
0.501	0.503667	0.519667	0.737333	0
0.501333	0.503333	0.518	0.734667	0
0.501333	0.505667	0.516	0.744333	0
0.501667	0.506667	0.515667	0.745	0
0.502	0.504333	0.516667	0.744	0
0.500667	0.504	0.513333	0.723667	0
0.501333	0.505	0.519333	0.748667	0
0.501667	0.505	0.518333	0.750333	0
0.501	0.503333	0.521333	0.74	0
0.501	0.502667	0.507333	0.698	0
0.501667	0.504667	0.517333	0.745333	0
0.501667	0.506	0.516	0.745667	0
0.500667	0.504	0.514	0.727667	0
0.500667	0.504	0.509667	0.704333	0
0.501333	0.503667	0.514	0.732	0
0.501	0.503667	0.514333	0.732667	1
0.501667	0.506667	0.517667	0.753	0
0.501333	0.503333	0.518333	0.737333	0
0.501333	0.503667	0.518	0.737667	0
0.501333	0.503333	0.51	0.707667	0
0.502667	0.506	0.513667	0.740333	0
0.500667	0.503667	0.515667	0.732	0
0.500667	0.506	0.518333	0.748333	0
0.501	0.505333	0.514333	0.740333	0
0.502	0.505333	0.517667	0.751	0
0.501667	0.505667	0.511	0.709667	0
0.500667	0.504667	0.518667	0.743	0
0.501333	0.503667	0.512333	0.724667	0
0.502	0.504667	0.516	0.744667	0
0.502333	0.504	0.509333	0.706667	0
0.501333	0.505333	0.519333	0.749	0
0.502667	0.507667	0.522333	0.756	0
0.502333	0.507	0.519	0.755333	0
0.501333	0.503667	0.507333	0.704667	0
0.502	0.504333	0.514	0.738	0
0.502	0.506667	0.518	0.753333	0
0.502	0.506	0.518	0.753	0
0.501	0.503333	0.512333	0.721333	0
0.501333	0.504	0.518	0.742667	0
0.501	0.504	0.514	0.732667	0
0.501333	0.506667	0.519333	0.753667	0
0.502	0.504	0.514667	0.738333	0
0.500667	0.506333	0.517333	0.747	0
0.500333	0.505667	0.518667	0.745333	0
0.501	0.505333	0.514667	0.740667	0
0.501667	0.504667	0.514333	0.739667	0
0.500667	0.504	0.512667	0.723	0
0.500667	0.505333	0.519667	0.746667	0
0.502	0.504667	0.518333	0.749667	0
0.501667	0.505667	0.517667	0.748667	0
0.501667	0.504333	0.517333	0.744333	0
0.501	0.505	0.516	0.742667	0
0.501	0.503667	0.515667	0.736333	0
0.500667	0.504667	0.508667	0.705667	0
0.501	0.505	0.516333	0.746667	0
0.501333	0.505333	0.514333	0.743333	0
0.501333	0.504667	0.515	0.743	0
0.501	0.503333	0.513667	0.726	0
0.501333	0.503667	0.513333	0.726667	0
0.501667	0.506333	0.518333	0.754	0
0.502	0.506333	0.517667	0.751667	0
0.502	0.506667	0.517333	0.752	0
0.501333	0.504	0.517667	0.737333	0
0.501333	0.504	0.515	0.736	0
0.501333	0.503	0.510333	0.707333	0
0.501333	0.503667	0.509667	0.707	0
0.501667	0.504	0.509667	0.708	0
0.501667	0.506333	0.513667	0.738333	0
0.501667	0.505333	0.512667	0.738	0
0.502	0.505333	0.513	0.738333	0
0.500333	0.506667	0.518333	0.745	0
0.501	0.504667	0.514	0.736667	0
0.501	0.505	0.514	0.737333	0
0.501333	0.504333	0.515	0.739	0
0.502	0.504	0.514333	0.736333	0
0.502	0.505333	0.517333	0.75	0
0.501333	0.505	0.511	0.709	0
0.501	0.505333	0.510667	0.708333	0
0.502	0.504667	0.51	0.709333	0
0.501667	0.505333	0.51	0.708333	0
0.501333	0.503667	0.512	0.724	0
0.502	0.503333	0.512667	0.724333	0
0.502	0.503667	0.512667	0.725	0
0.501	0.503667	0.512667	0.724667	0
0.501	0.503333	0.513	0.724333	0
0.501	0.504667	0.518	0.747333	0
0.502667	0.506	0.519	0.753667	0
