OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.505	0.871667	0
0.500333	0.513333	0.901667	0
0.501333	0.51	0.899333	0
0.500333	0.506	0.888667	0
0.500333	0.508333	0.893333	0
0.501	0.511333	0.901667	0
0.500333	0.505667	0.888	0
0.500333	0.506333	0.889	0
0.500333	0.511667	0.899333	0
0.501667	0.503667	0.872667	0
0.501	0.513333	0.905333	0
0.501	0.509	0.895	0
0.500333	0.507333	0.892	0
0.501667	0.514	0.907333	0
0.500667	0.513	0.904333	0
0.500667	0.505667	0.888333	0
0.500667	0.506333	0.892333	0
0.501	0.503	0.87	0
0.501	0.506333	0.892667	0
0.501333	0.505667	0.890667	0
0.501333	0.507	0.894333	0
0.500667	0.503333	0.871667	0
0.500333	0.511	0.897667	0
0.500667	0.505	0.886333	0
0.501333	0.506	0.892667	0
0.502	0.510333	0.901	0
0.501333	0.505333	0.89	0
0.502	0.508333	0.896	0
0.500667	0.512667	0.903333	0
0.501333	0.508667	0.895	0
0.501667	0.512	0.905667	0
0.502667	0.508667	0.898	0
0.502333	0.508333	0.896333	0
0.500667	0.51	0.898333	0
0.501333	0.504	0.872333	0
0.500333	0.505333	0.887	0
0.501667	0.507	0.894667	0
0.502	0.51	0.9	0
0.503333	0.514333	0.910333	0
0.501667	0.508	0.895333	0
0.501667	0.513	0.907	0
0.500667	0.504667	0.873333	0
0.502333	0.512	0.906333	0
0.502667	0.513	0.909333	0
0.501	0.506667	0.893	0
0.501	0.505333	0.887667	0
0.501	0.513667	0.905667	0
0.502	0.512667	0.909	1
0.501	0.510333	0.899	0
0.501	0.504667	0.874667	0
0.501667	0.507333	0.895	0
0.502333	0.509667	0.899333	0
0.501333	0.512333	0.906333	0
0.501333	0.513667	0.906667	0
0.501	0.507667	0.894	0
0.501	0.509667	0.895333	0
0.500667	0.507667	0.892667	0
0.502333	0.510333	0.901333	0
0.501667	0.511333	0.904333	0
0.501	0.512	0.903667	0
0.502333	0.507333	0.895333	0
0.501	0.506	0.891333	0
0.500667	0.510667	0.899667	0
0.501	0.505667	0.89	0
0.502333	0.509	0.898333	0
0.500667	0.509667	0.895	0
0.500667	0.514667	0.904667	0
0.501	0.504333	0.873667	0
0.500667	0.505333	0.887333	0
0.501333	0.511667	0.904	0
0.501667	0.510333	0.900333	0
0.502667	0.514333	0.91	0
0.502333	0.512333	0.907333	0
0.501667	0.504	0.873333	0
0.500667	0.511	0.901333	0
0.501	0.508667	0.894333	0
0.501333	0.512	0.905333	0
0.500333	0.511333	0.899	0
0.501333	0.504667	0.875	0
0.500667	0.504333	0.872333	0
0.501667	0.51	0.899667	0
0.502	0.510667	0.902	0
0.501333	0.506667	0.893333	0
0.501333	0.507333	0.894667	0
0.501	0.505	0.887333	0
0.502	0.509667	0.898333	0
0.503	0.511	0.904	0
0.502	0.509333	0.897333	0
