OneWayAcc	TwoWayAcc	ThreeWayAcc	ChiMaxs	ChiSums	Best
0.508	0.510667	0.654	0.250601553150330	0.627069268812617	0
0.501667	0.506	0.648	3.24954390952081	7.50851929952493	0
0.502	0.507	0.649333	3.24954390952081	7.27222134253942	0
0.501667	0.507333	0.651	3.24528435022188	7.37755732805904	0
0.505	0.510333	0.655333	1.06611301607195	2.19657686729254	0
0.506	0.512333	0.654667	0.863875076293838	1.48033677065393	0
0.509333	0.512333	0.655667	0.209083576729925	0.535558039802227	0
0.503	0.508333	0.65	1.41062703196449	2.81947766767959	0
0.503333	0.509333	0.652667	1.41062703196449	2.7217375154285	0
0.505333	0.512	0.660333	1.28930030794645	2.45979253962952	0
0.505	0.512333	0.658667	1.17509296488377	2.21399275084655	0
0.504667	0.511	0.658667	1.66559275370741	2.76918633683153	0
0.504333	0.511333	0.658667	1.53451348803877	2.79335668925630	0
0.502333	0.51	0.652667	1.80195281464521	3.75275575938213	0
0.508	0.51	0.650667	0.261012936980151	0.713646067762332	0
0.508	0.510333	0.652	0.259695290858725	0.636550189906724	0
0.505	0.508667	0.661	1.66147192269359	3.52212045484670	0
0.505667	0.511667	0.661667	1.40872517965822	2.83995875125162	0
0.505667	0.509667	0.66	1.53451348803877	2.86542112469696	0
0.503333	0.509333	0.650667	1.41062703196449	2.72173751542849	0
0.504333	0.509	0.661333	1.53187245971124	3.25420535237799	0
0.505667	0.51	0.661667	1.40745794581470	2.93534131214631	0
0.507	0.51	0.662667	1.40745794581470	2.78850758173563	0
0.506	0.51	0.660667	1.28823805457444	2.73636203793419	0
0.505667	0.511	0.663333	1.79393102266594	3.21847827920756	0
0.505333	0.512	0.662333	1.52791490098692	3.04594584167503	0
0.504333	0.509667	0.655333	1.17509296488377	2.43051480988440	0
0.503667	0.509333	0.654333	1.40967595558794	2.76161641048738	0
0.503667	0.511	0.653667	1.29005931218573	2.38842590154505	0
0.503667	0.512667	0.651667	1.17567342936862	2.14486821438218	0
0.503333	0.513333	0.652333	1.29051481545601	2.40530011690427	0
0.503667	0.512667	0.652333	1.29005931218573	2.17680136008222	0
0.503667	0.509667	0.664	1.66456210043388	3.91948255212421	0
0.504333	0.507667	0.661333	1.79624672288977	3.69243435427478	0
0.504333	0.508	0.661	1.66147192269359	3.67278834218981	0
0.505	0.508333	0.662	1.93840481867527	4.02922257784398	0
0.504667	0.507667	0.662	2.23667334269391	4.33062203570887	0
0.508	0.511	0.653333	0.210330100807573	0.578815446318179	0
0.508333	0.511	0.654333	0.210330100807572	0.574959755826244	0
0.501667	0.506333	0.647333	3.06791038730027	7.18644418348226	0
0.501667	0.506333	0.647667	3.24954390952081	7.34986300167047	0
0.501333	0.506667	0.649	3.24954390952081	7.65586652190039	0
0.501	0.506333	0.649	3.24954390952081	7.69351816756904	0
0.501	0.505333	0.646	3.44406738945782	7.92651956787998	0
0.502	0.505333	0.645667	3.25333230059346	7.23661615128396	0
0.502	0.507333	0.649667	3.05962406593162	7.09130168001975	0
0.503	0.508	0.654667	1.536	3.22958027216013	0
0.503	0.509	0.655333	1.536	3.50927056551996	0
0.503333	0.508667	0.654333	1.536	3.10235257524845	0
0.505333	0.510667	0.655667	1.17567342936862	2.21626272891596	0
0.505	0.510667	0.655	0.961843781594917	2.15220822228924	0
0.504667	0.509333	0.654	1.06611301607195	2.25647745676627	0
0.505333	0.511	0.655333	1.06652824128222	2.05050134354087	0
0.504667	0.511	0.656667	1.17509296488377	2.50281503916114	0
0.506	0.512	0.655333	0.863875076293838	1.53934115047411	0
0.508667	0.512	0.655	0.250601553150330	0.620969874273181	0
0.509	0.512333	0.655	0.258242721215187	0.584717184287488	0
0.509667	0.512	0.655667	0.254845133291696	0.541841163354474	0
0.508667	0.512333	0.655667	0.261012936980151	0.628337442077593	0
0.508667	0.511333	0.655	0.312551645081749	0.720093873338769	0
0.508667	0.510667	0.654333	0.259695290858726	0.625752999913915	0
0.508	0.510667	0.655	0.314223454189503	0.739987202118034	0
0.503	0.510667	0.651667	1.41062703196449	2.73160155096572	0
0.503	0.508667	0.653	1.41062703196449	2.8145040163543	0
0.507	0.511333	0.656667	1.17567342936862	2.10409130387731	0
0.505667	0.511667	0.659667	1.06445287942109	2.25481732011541	0
0.505333	0.512333	0.661667	1.28823805457444	2.55327013560624	0
0.505	0.511667	0.66	1.28823805457444	2.47860249526876	0
0.505667	0.511667	0.660333	1.17422252143144	2.34309251924914	0
0.509	0.511667	0.651333	0.167083214402575	0.481161021250189	0
0.51	0.512667	0.651333	0.167083214402575	0.380809056090415	0
0.505667	0.508333	0.658333	1.40745794581470	3.31414293710697	0
0.508	0.510667	0.651	0.259695290858725	0.58838215764182	0
0.507333	0.51	0.650333	0.259695290858725	0.627765055758891	0
0.508333	0.509667	0.650667	0.37722773776628	0.854073648376268	0
0.505	0.508667	0.66	1.65941328946413	3.52006182161724	0
0.505	0.509	0.660667	1.53335777674253	3.24392447931292	0
0.505333	0.51	0.661	1.53005798515498	3.05147229310981	0
0.505333	0.510667	0.661	1.40872517965822	2.92478366352661	0
0.505333	0.512333	0.662333	1.40587465474886	3.01177513494730	0
0.505333	0.509333	0.659667	1.53451348803877	2.86378907693054	0
0.505667	0.509	0.659667	1.66456210043388	2.98883184893779	0
0.506	0.509667	0.659333	1.40587465474886	2.76397466977504	0
0.506	0.510333	0.66	1.28687290467919	2.65077081255448	0
0.504333	0.512	0.663	1.66456210043388	3.46189848978859	0
0.503333	0.509333	0.662	1.66456210043388	3.77869576843405	0
0.503667	0.51	0.662667	1.53335777674253	3.63622498558602	0
0.503333	0.509667	0.662333	1.66318835807295	3.65869716261419	0
0.503333	0.509667	0.663	1.66318835807295	3.76605556691644	0
0.505	0.511	0.661	1.28823805457444	3.16800284075804	0
0.504333	0.509333	0.662	1.40587465474886	3.52134504024135	0
0.504333	0.509667	0.662333	1.40587465474886	3.30882397962232	0
0.504333	0.51	0.662	1.40587465474886	3.22139876351556	0
0.504667	0.509333	0.662667	1.28520531168236	3.39938308050397	0
0.506333	0.51	0.652333	0.664508329986128	1.55106559045496	0
0.504	0.508667	0.656	1.17509296488377	2.70325013681431	0
0.504667	0.512333	0.657	1.06542114387052	1.94636950429903	0
0.505	0.512	0.657	0.962370389614384	1.71050109757204	0
0.502667	0.510333	0.665667	1.55666810709865	4.48889534819396	1
0.503667	0.510333	0.665	1.41777591785998	3.98381384196031	0
