OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.503333	0.507333	0.517667	0.543	0.688333	0
0.504	0.507667	0.518333	0.543333	0.693333	0
0.504333	0.507667	0.518333	0.543667	0.695	0
0.503333	0.508	0.519667	0.543667	0.692333	0
0.503667	0.508333	0.519667	0.543667	0.694333	0
0.504	0.508667	0.520333	0.543	0.692333	0
0.503667	0.509667	0.519	0.543	0.691	0
0.503333	0.508667	0.519667	0.544667	0.692667	0
0.503333	0.509333	0.519667	0.543667	0.693667	0
0.503	0.506667	0.517667	0.544667	0.689333	0
0.502667	0.506333	0.518	0.546	0.689333	0
0.503	0.507	0.518667	0.547	0.691	0
0.502667	0.506667	0.518667	0.545667	0.690667	0
0.502333	0.506667	0.518	0.546	0.689333	0
0.501667	0.507	0.521	0.544	0.686667	0
0.502	0.508	0.517667	0.546	0.687333	0
0.501667	0.507667	0.518333	0.545	0.687667	0
0.503	0.507333	0.519	0.544	0.686667	0
0.503	0.507	0.518333	0.543667	0.683667	0
0.502333	0.507	0.518333	0.544	0.686	0
0.501667	0.508	0.518	0.545333	0.686333	0
0.501667	0.507333	0.517667	0.545	0.685667	0
0.504333	0.507	0.518333	0.545333	0.691667	0
0.504	0.506667	0.517333	0.546	0.691333	0
0.502667	0.508	0.518	0.546667	0.692333	0
0.503333	0.507667	0.517333	0.545667	0.692667	0
0.502667	0.507333	0.516667	0.545	0.691667	0
0.502667	0.507667	0.517333	0.544667	0.691667	0
0.502333	0.509	0.519667	0.546	0.695333	0
0.502333	0.508333	0.519333	0.545667	0.693667	0
0.502667	0.507667	0.518667	0.547333	0.695	0
0.502	0.509	0.519667	0.546667	0.695333	0
0.502	0.508667	0.519	0.546	0.694	0
0.503	0.509	0.517667	0.548	0.695	0
0.502333	0.508	0.519	0.547667	0.696	0
0.502667	0.508333	0.518	0.547333	0.694	0
0.503	0.507333	0.518667	0.546333	0.693667	0
0.503	0.506667	0.520333	0.547	0.693667	0
0.503333	0.506667	0.517667	0.548	0.691333	0
0.504	0.507	0.518667	0.547	0.694	0
0.501667	0.508667	0.52	0.548667	0.694667	0
0.502333	0.509	0.518	0.547667	0.694667	0
0.503	0.507333	0.519	0.547333	0.696	0
0.502	0.509333	0.519	0.547333	0.694667	0
0.503667	0.509	0.518	0.546	0.694	0
0.502667	0.508333	0.518667	0.546333	0.694667	0
0.502333	0.508333	0.520333	0.547	0.696	0
0.502333	0.507333	0.518333	0.546	0.692333	0
0.502333	0.507333	0.517333	0.547667	0.691	0
0.502667	0.507333	0.517667	0.549	0.694333	0
0.503667	0.508	0.518	0.546667	0.694333	0
0.503333	0.508333	0.517667	0.546	0.693333	0
0.504333	0.508	0.517667	0.547	0.694333	0
0.503333	0.508333	0.518	0.547333	0.695333	0
0.504	0.508333	0.522	0.550333	0.703	0
0.503667	0.508	0.523	0.548333	0.701	0
0.504333	0.509	0.52	0.548667	0.701	0
0.505333	0.508	0.521333	0.549	0.702333	0
0.503667	0.508667	0.520667	0.547333	0.700667	0
0.504333	0.509	0.521	0.547667	0.701333	0
0.504	0.508333	0.52	0.546667	0.700333	0
0.503333	0.507	0.52	0.544667	0.694667	0
0.503667	0.507333	0.520333	0.544667	0.696333	0
0.503	0.507	0.520667	0.544333	0.694	0
0.503333	0.507	0.521667	0.547333	0.698667	0
0.503333	0.507667	0.521	0.545667	0.696667	0
0.503333	0.507333	0.521333	0.545333	0.697	0
0.503	0.509667	0.521333	0.544667	0.696333	0
0.502667	0.507333	0.520333	0.547	0.699667	1
0.503667	0.508	0.52	0.546333	0.697667	0
0.502333	0.507333	0.519667	0.547333	0.698	0
0.502667	0.507667	0.52	0.546667	0.698	0
0.503	0.508	0.521333	0.545	0.698333	0
0.503	0.507667	0.521	0.545333	0.694333	0
0.502667	0.508	0.519333	0.546333	0.695667	0
0.504	0.507667	0.521333	0.545	0.697667	0
0.504	0.507	0.519667	0.545667	0.694667	0
0.503667	0.508667	0.520667	0.545667	0.699667	0
0.504333	0.509333	0.521333	0.546	0.700333	0
0.503667	0.507667	0.520667	0.545667	0.697667	0
0.504	0.507667	0.518333	0.546333	0.695667	0
0.503667	0.507333	0.519333	0.546	0.696333	0
0.504333	0.508	0.519	0.545333	0.695667	0
0.502667	0.508333	0.520667	0.548	0.7	0
0.503333	0.508	0.519333	0.548667	0.7	0
0.503	0.508667	0.519	0.548	0.7	0
0.502667	0.508	0.520667	0.548667	0.701667	0
0.503	0.508	0.520333	0.549333	0.701	0
0.502	0.506333	0.519	0.544667	0.689667	0
0.501667	0.506333	0.519	0.544667	0.688333	0
0.501667	0.506	0.518667	0.546	0.69	0
0.501667	0.507333	0.518	0.545667	0.686	0
0.502	0.506333	0.518333	0.545	0.684	0
0.502667	0.506	0.519	0.545667	0.685	0
0.502	0.505667	0.518667	0.545667	0.684	0
0.502	0.505667	0.519	0.545333	0.682333	0
0.501333	0.506	0.518667	0.547	0.686	0
0.501667	0.506333	0.518667	0.545667	0.685667	0
0.501	0.507333	0.521333	0.546667	0.684333	0
0.502	0.504667	0.519667	0.546667	0.682	0
