OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.505333	0.901667	0
0.5	0.506	0.902333	0
0.500333	0.501667	0.897667	0
0.501	0.504	0.903333	0
0.5	0.504667	0.900667	0
0.501333	0.509333	0.908333	0
0.501333	0.509	0.907333	0
0.500667	0.513667	0.915	0
0.500667	0.503667	0.902	0
0.501667	0.516667	0.917667	0
0.500333	0.507	0.904333	0
0.501	0.513	0.914667	0
0.500333	0.508	0.906	0
0.501	0.512333	0.914	0
0.501	0.503	0.901	0
0.500333	0.513333	0.913333	0
0.500667	0.502	0.9	0
0.500333	0.51	0.906333	0
0.501	0.511333	0.913	1
0.500333	0.504667	0.903	0
0.500667	0.504	0.902667	0
0.5	0.508	0.903667	0
0.501667	0.508667	0.907	0
0.502	0.504667	0.905333	0
0.502333	0.508333	0.908	0
0.500667	0.505333	0.905	0
0.500667	0.51	0.908	0
0.500333	0.502	0.898667	0
0.502	0.509	0.908667	0
0.500667	0.512	0.913	0
0.501333	0.515333	0.916333	0
0.500667	0.503333	0.900667	0
0.502	0.516333	0.917667	0
0.500333	0.507667	0.905333	0
0.500667	0.506	0.905667	0
0.501	0.505667	0.906	0
0.501	0.505333	0.905667	0
0.502	0.508333	0.906667	0
0.500333	0.515667	0.915	0
0.500333	0.512333	0.911667	0
0.501	0.51	0.91	0
0.500667	0.501667	0.899333	0
0.500333	0.504333	0.901333	0
0.502	0.504333	0.905	0
0.500667	0.509333	0.906333	0
0.501667	0.515333	0.917	0
0.500333	0.505333	0.903333	0
0.501	0.515667	0.916333	0
0.501667	0.509	0.907667	0
0.500667	0.510667	0.911	0
0.500333	0.511	0.911	0
0.500333	0.504	0.900667	0
0.500333	0.510333	0.906667	0
0.500333	0.515	0.913667	0
0.502333	0.508	0.907333	0
0.500667	0.512667	0.914	0
0.500667	0.514	0.915667	0
0.500333	0.503667	0.9	0
0.500333	0.505667	0.904	0
0.501	0.505	0.904667	0
0.500667	0.504333	0.903667	0
0.502	0.515	0.916667	0
0.501667	0.516	0.917333	0
0.501333	0.515667	0.916667	0
0.501333	0.508667	0.906667	0
