OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.522667	0.526667	0.682667	0.675558025199343	1.42875975466707	0
0.515	0.519333	0.683	1.52791490098692	6.46398568311976	0
0.515	0.519	0.683333	1.78823674576857	6.74718719834549	0
0.519667	0.53	0.677667	0.147162316008553	0.60373913693607	0
0.52	0.529	0.678667	0.176797022455691	0.58770136919755	0
0.524	0.527	0.689	0.383664199056618	1.49774830300482	0
0.515333	0.521667	0.685333	1.66318835807295	6.3954125001744	0
0.522333	0.527333	0.682333	0.592470269550978	1.38197066589583	0
0.515667	0.520333	0.685	1.79393102266594	6.45196011454629	0
0.516333	0.52	0.684333	1.65701305270708	6.09531682421056	0
0.518333	0.527	0.699	1.16987486378688	4.88188779757189	0
0.518667	0.528	0.698333	1.28096511444198	4.71924728639966	0
0.518333	0.526	0.697667	1.28323582986768	5.23788101656402	0
0.517667	0.527	0.697667	1.27839392160731	5.18537601955676	0
0.525	0.532333	0.688	0.211455063930802	0.441900525893463	0
0.523	0.531667	0.69	0.378644242439993	0.923741838024822	0
0.516	0.521667	0.684	1.66628002088017	5.5541319973852	0
0.515333	0.520667	0.685	1.52544385488382	6.21483813587843	0
0.515667	0.519667	0.683667	1.52791490098692	6.6546101561667	0
0.516667	0.522	0.687	1.52544385488382	5.9496923016633	0
0.517	0.523	0.686	1.53533924504348	5.4047518807418	0
0.515333	0.521667	0.685667	1.66559275370741	6.44624034550542	0
0.517333	0.522	0.688667	1.52791490098692	5.96238902644811	0
0.517333	0.521667	0.688	1.52791490098692	6.08072080185358	0
0.523	0.531333	0.691	0.438730081122656	1.27210255409506	0
0.522333	0.531	0.692	0.383244647730613	1.33301816592564	0
0.522667	0.532667	0.691333	0.308768180034082	0.915881743028205	0
0.518667	0.523333	0.683	1.40397580740792	4.82371929444078	0
0.518667	0.528	0.679	0.322185122592577	1.07367116346678	0
0.515667	0.521	0.685667	1.79126078400615	6.56913202761055	0
0.518667	0.527333	0.699	1.16784855803312	4.77618705904539	0
0.523667	0.532	0.691333	0.317121317785179	0.829168448094579	0
0.515	0.520333	0.683333	1.52544385488382	6.10671760069218	0
0.518667	0.528	0.680333	0.364892415674897	1.30977737878444	0
0.519333	0.529333	0.676667	0.170441611012814	0.645435939585569	0
0.520333	0.529333	0.68	0.173827677763314	0.480651546948525	0
0.520667	0.528667	0.679	0.274441312234747	0.792330742393272	0
0.524	0.526667	0.687667	0.383664199056618	1.55048940039677	0
0.523667	0.526667	0.687333	0.450462294357813	1.71117689373296	0
0.523333	0.526667	0.687667	0.519155260413540	1.81651475099060	0
0.524333	0.527667	0.687667	0.383244647730613	1.37315888038122	0
0.523667	0.527333	0.688	0.450462294357813	1.61746390683161	0
0.522	0.528	0.689667	0.769928405721371	2.24041726892395	0
0.522	0.527667	0.69	0.769219992624486	2.4357783864455	0
0.523	0.527667	0.689667	0.681664863767796	2.31679519246408	0
0.512333	0.518	0.686	2.38343748457259	9.5886484623148	0
0.513	0.518333	0.687667	2.38343748457259	9.27868065404626	0
0.512333	0.518333	0.686667	2.5474186640414	9.59093493339502	0
0.522333	0.526333	0.682667	0.762152967462397	1.52972248298579	0
0.521667	0.526	0.682	0.675558025199343	1.76958343234255	0
0.522333	0.526667	0.683333	0.762152967462397	1.58395610226314	0
0.522	0.526333	0.682	0.762152967462397	1.59533785529419	0
0.523667	0.527667	0.681333	0.514782017213102	1.20479412626216	0
0.522333	0.528	0.682667	0.592470269550978	1.46019906176506	0
0.522333	0.526667	0.682333	0.592470269550978	1.46367577801304	0
0.516333	0.523	0.686667	1.66147192269359	5.71783977578291	0
0.515667	0.523	0.687	1.53583479881517	6.34861732126334	0
0.515	0.522	0.686333	1.66559275370741	6.71037958837099	0
0.515333	0.522667	0.686667	1.66559275370741	6.3382848850416	0
0.515667	0.52	0.684667	1.79393102266594	6.57081856137749	0
0.516	0.52	0.685667	1.93618730995551	6.81253328304313	0
0.518	0.526667	0.697667	1.16987486378688	4.87215785674416	0
0.518	0.527	0.698667	1.28096511444198	4.99500435398075	0
0.518333	0.527	0.698333	1.28096511444198	4.82048129555524	0
0.518	0.527333	0.698	1.17161301484109	4.79275365397291	0
0.518333	0.527667	0.697	1.28096511444198	4.42910424138705	0
0.518667	0.528	0.697333	1.28096511444198	4.68237573967325	0
0.518333	0.525667	0.698	1.40176200505005	5.47240531118945	0
0.517667	0.526333	0.697667	1.28323582986768	5.31443582497013	0
0.518	0.526667	0.698333	1.28323582986768	5.12427814484012	0
0.523667	0.531	0.689667	0.44250415245987	1.03150274019221	0
0.514333	0.518667	0.681	2.37956006466899	8.17001728697961	0
0.517333	0.526333	0.693667	1.40587465474886	5.09453191895248	0
0.517333	0.526	0.695333	1.28520531168236	5.4936591963466	0
0.517333	0.525667	0.693333	1.40397580740791	5.7361753278607	0
0.517667	0.526	0.697	1.40587465474886	5.12116763918293	0
0.517	0.526667	0.696333	1.40587465474886	5.53410559267388	0
0.517667	0.525667	0.696667	1.44222102037137	5.66000044104402	1
0.515	0.520333	0.685	1.64401143123955	6.70543766010625	0
0.515667	0.521333	0.684667	1.52544385488382	5.97682742430753	0
0.515667	0.520667	0.685333	1.79393102266594	6.53307644097886	0
0.519333	0.529333	0.679667	0.266035563736598	0.836031044955916	0
0.52	0.530667	0.680667	0.215226085597059	0.670013012764743	0
0.519	0.529333	0.68	0.278014895949180	0.876981413592325	0
0.519667	0.529333	0.682333	0.278014895949180	0.696889403113797	0
0.517333	0.524	0.686333	1.40176200505005	5.61136838750988	0
0.517333	0.523333	0.685667	1.39923394931074	5.12586651591503	0
0.517	0.524	0.688667	1.40967595558794	6.11549223825168	0
0.516667	0.523667	0.688	1.53451348803877	6.16564221809766	0
0.516667	0.523667	0.688333	1.52791490098692	6.17696697041274	0
0.516333	0.523333	0.686333	1.40176200505005	5.62787690648157	0
0.515	0.521333	0.687667	1.53533924504348	6.74454409018801	0
0.515667	0.521333	0.688	1.65701305270708	6.54656289194502	0
0.516667	0.522	0.686	1.52791490098692	5.80035196678156	0
0.516333	0.523667	0.687	1.65701305270708	5.81161705463777	0
0.522	0.531333	0.690333	0.450099076220199	1.51041062724772	0
0.523	0.53	0.687	0.37722773776628	0.995119841049677	0
0.522667	0.530333	0.688333	0.444126386325237	1.12289814519640	0
0.523	0.531333	0.689333	0.369936324196777	0.908824927575594	0
0.519667	0.524333	0.683333	1.40397580740792	4.73379874872541	0
