OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500667	0.502333	0.880667	0
0.500333	0.502	0.873	0
0.500333	0.505	0.892333	0
0.5	0.507667	0.894667	0
0.501	0.509333	0.905333	0
0.501667	0.509	0.904333	0
0.500333	0.505667	0.894333	0
0.500667	0.508333	0.900667	0
0.500333	0.51	0.904667	0
0.501	0.505	0.895667	0
0.501333	0.504333	0.894667	0
0.501	0.501333	0.871667	0
0.500667	0.508	0.899333	0
0.500333	0.503	0.874333	0
0.500333	0.509667	0.903333	0
0.500333	0.502667	0.874	0
0.500333	0.503667	0.889667	0
0.500667	0.503333	0.888333	0
0.500333	0.504	0.890333	0
0.501	0.509	0.904	1
0.500667	0.503	0.887333	0
0.501	0.505667	0.897333	0
0.500667	0.509	0.903	0
0.501	0.51	0.905667	0
0.501	0.507333	0.898333	0
0.500667	0.505	0.894667	0
0.500667	0.504	0.893	0
0.500667	0.504333	0.893333	0
0.500667	0.505667	0.897	0
0.501	0.503667	0.890667	0
0.501	0.503333	0.889	0
0.500333	0.506667	0.898	0
0.500667	0.502667	0.885333	0
0.500667	0.510667	0.905	0
0.500667	0.501333	0.871	0
0.501	0.503	0.888	0
0.500667	0.506	0.897333	0
0.501	0.508667	0.902	0
0.500333	0.506	0.895667	0
0.500333	0.506333	0.897667	0
0.500333	0.509	0.901333	0
