OneWayAcc	TwoWayAcc	ThreeWayAcc	ChiMaxs	ChiSums	Best
0.510333	0.516667	0.675	0.596841863339501	1.60419838820215	0
0.509333	0.516667	0.674333	0.767096619136406	1.69988046047390	0
0.51	0.516667	0.673	0.597884990944488	1.39691830578936	0
0.51	0.516667	0.673333	0.596841863339501	1.52679128701165	0
0.511333	0.514667	0.646667	0.0398838092790703	0.0691713143589297	0
0.511	0.513667	0.646333	0.0628289171885699	0.0915421075404678	0
0.511	0.515667	0.664333	0.0933099834045877	0.174089066354775	0
0.512	0.515667	0.664667	0.0933099834045877	0.159561496142578	0
0.507667	0.513	0.674	1.51607091976583	3.03923986904773	0
0.506667	0.512667	0.675	1.47058260346736	3.40342232537326	0
0.506	0.511667	0.674667	1.78113071989479	4.50337621243149	0
0.510667	0.517	0.647667	0.0665872233633878	0.0939785042427827	0
0.510333	0.517	0.647	0.0290007306880229	0.062543939422149	0
0.512333	0.516667	0.653	0.0628289171885699	0.0663439512861896	0
0.513	0.516333	0.654	0.0393112088106461	0.0501723951133395	0
0.508667	0.516333	0.648	0.108848692328395	0.214919033871910	0
0.509667	0.517	0.647	0.0918133825972414	0.165737173239319	0
0.508667	0.516333	0.647667	0.0765916292743618	0.182661970817876	0
0.509	0.517	0.646667	0.0765916292743618	0.182520808725817	0
0.510333	0.516	0.664333	0.0646946049407083	0.135019679332754	0
0.510333	0.516	0.663667	0.0646946049407083	0.115235280826125	0
0.511667	0.518	0.648667	0.0106666666666667	0.0147536123858626	0
0.506	0.512	0.674	1.79635984557945	4.21122661798187	0
0.508667	0.514667	0.664667	0.212457489373299	0.443351601290711	0
0.506	0.512333	0.671667	1.52264559435759	3.78272770601685	0
0.507667	0.515	0.675	0.931275204161614	2.34235518250392	0
0.507333	0.514667	0.673333	0.931275204161614	2.25619319229284	0
0.507333	0.515	0.677	1.50377923809285	3.09415044835109	0
0.508333	0.514667	0.679	1.26512304003099	3.00319562318883	0
0.507667	0.514333	0.678333	1.38191146422795	3.09418182720717	1
0.509333	0.515	0.665667	0.210330100807573	0.384178142963844	0
0.508667	0.514667	0.666	0.315747036328306	0.553744179920737	0
0.509333	0.515333	0.667333	0.165083876457127	0.365531776004964	0
0.509	0.515	0.668667	0.211455063930804	0.448392282357739	0
0.509667	0.516333	0.666333	0.163923036043957	0.332900399670506	0
0.510667	0.514	0.672333	0.851550153882263	1.79124313722284	0
0.514	0.517333	0.651	0.000759598452204213	0.000914502639234215	0
0.513333	0.519667	0.651667	0.0231106007806084	0.0373255220428469	0
0.507667	0.514667	0.669667	1.03573508902027	1.97162889077305	0
0.507667	0.514333	0.669	1.03969765892035	2.07070766157112	0
0.506333	0.515667	0.669333	0.93516807973751	2.17905545549982	0
0.510667	0.516333	0.666667	0.169262452624406	0.260525492634004	0
0.513	0.517667	0.650667	0.00840356025482855	0.0111706902253295	0
0.509333	0.517	0.678333	0.671575057313809	1.73111007482682	0
0.509333	0.517333	0.678667	0.671575057313809	1.81722387552232	0
0.509667	0.516667	0.679	0.757693277323836	1.82799973360779	0
0.509667	0.516333	0.678667	0.853909012088821	1.84586774188193	0
0.51	0.516667	0.677333	0.851550153882265	1.77639035610013	0
0.509	0.517	0.678	0.671575057313809	1.89428932495597	0
0.508333	0.517	0.677667	0.851550153882265	2.07046048148340	0
0.508667	0.516667	0.678333	0.851550153882265	1.99181168440736	0
0.508667	0.517333	0.677	0.760038926555489	1.82271884875656	0
0.509	0.516	0.678333	0.94819994862048	2.02929372015719	0
0.508667	0.516	0.677667	0.851550153882265	2.08888041752819	0
0.508667	0.516333	0.677667	0.848946605597259	2.06427592810757	0
0.508333	0.515	0.678	0.853909012088821	2.24324388116741	0
0.508	0.515	0.676667	0.851550153882265	2.32919226663421	0
0.507333	0.514333	0.675	0.853909012088821	2.41670467783979	0
0.510667	0.517667	0.675333	0.57513816006341	1.5216277151577	0
0.511	0.518	0.675333	0.520226982111544	1.38108646585153	0
0.51	0.516333	0.674667	0.597884990944488	1.52783441461663	0
0.510667	0.515667	0.675	0.67988561811937	1.62645447091404	0
0.510333	0.516667	0.675333	0.596841863339501	1.66653127456945	0
0.509	0.517667	0.674667	0.678663676837495	1.67455221770298	0
0.510333	0.516	0.673333	0.859508157523617	1.58732570539299	0
0.509333	0.517	0.673	0.596841863339501	1.59792258029642	0
0.509667	0.516667	0.672667	0.59872012204432	1.53650649898739	0
0.509667	0.516333	0.672333	0.767096619136406	1.69988046047390	0
0.509667	0.516667	0.673	0.596841863339501	1.67588008565215	0
0.51	0.516333	0.673	0.519155260413540	1.45169918460853	0
0.509	0.515	0.679333	1.05782456268062	2.20374470903314	0
0.509667	0.515667	0.679667	1.39923394931074	2.31412722967020	0
0.509667	0.515333	0.678667	1.16004831837639	2.08917424382308	0
0.509667	0.515333	0.678	1.05548172751772	1.98161360297510	0
0.509333	0.515	0.677333	1.04997886261707	2.12092222969569	0
0.511333	0.516667	0.679333	0.851550153882265	1.64349991605305	0
0.510667	0.516333	0.681	0.848946605597259	2.00709661823841	0
0.510333	0.516667	0.679333	0.851550153882265	1.83671027356749	0
0.51	0.515667	0.676667	0.734889068779999	1.76140704199553	0
0.51	0.515667	0.675333	0.755117058043251	1.75642963074511	0
0.51	0.515	0.676667	0.757693277323836	1.89220343767983	0
0.511667	0.515333	0.677	0.85602219959974	1.71182364617745	0
0.510333	0.514333	0.674667	0.94819994862048	1.94128930720328	0
0.510333	0.514667	0.675333	0.851550153882265	1.85286272658412	0
0.510667	0.514667	0.675667	0.848946605597259	1.84310680443072	0
0.511667	0.518333	0.675667	0.757693277323836	1.56541098001820	0
0.511	0.517667	0.675333	0.588528304486458	1.45439861140283	0
0.511667	0.519667	0.650667	0.0106100045269358	0.0203442764868347	0
0.511333	0.52	0.650333	0.0239522156173415	0.0367273358969655	0
0.511667	0.515	0.647	0.0221203779103539	0.0397357504805079	0
0.511667	0.514667	0.647333	0.0398838092790703	0.0694008813664339	0
0.511	0.513333	0.645	0.0933099834045877	0.152358462593000	0
0.511	0.514333	0.646	0.0404054065859162	0.0499282313581966	0
0.511333	0.514333	0.647	0.092601771389969	0.121586190805192	0
0.510667	0.514	0.645	0.0398838092790703	0.0861977862616814	0
0.510667	0.513667	0.646333	0.0628289171885699	0.101543002091225	0
0.510333	0.514667	0.663667	0.127907246836961	0.275029818113539	0
0.511333	0.516	0.664	0.0933099834045877	0.132316256164123	0
0.511	0.515667	0.665	0.127907246836961	0.186157283128068	0
0.512333	0.517	0.664333	0.0408749410870827	0.0950789278518458	0
