OneWayAcc	TwoWayAcc	ThreeWayAcc	ChiMaxs	ChiSums	Best
0.504667	0.508	0.672333	0.09532396976056	0.114098059195515	0
0.504333	0.507333	0.673	0.130063265212384	0.173599258614227	0
0.503667	0.506333	0.676667	0.322647398205029	0.6898444264793	0
0.505667	0.509333	0.688333	0.846099451469178	1.22324194672066	0
0.506667	0.509667	0.684	0.312551645081747	0.468998129578733	0
0.507667	0.510333	0.685667	0.165083876457126	0.278951636987725	0
0.504667	0.508333	0.683	0.506281351212239	1.21978449153345	0
0.505333	0.509333	0.673333	0.0398838092790703	0.0757848244323534	0
0.503333	0.506	0.682333	0.755117058043249	2.03375460182036	0
0.502	0.509	0.684	1.16004831837639	2.20573865813145	0
0.502	0.508333	0.684333	1.16293442309443	2.36243129115759	0
0.501667	0.508333	0.684333	1.39639244228014	2.76019173030863	0
0.507	0.515	0.69	0.204626040193224	0.270964623702830	0
0.507333	0.514667	0.690333	0.159809915091816	0.256629564817441	0
0.503	0.509667	0.691333	0.94819994862048	2.14177624995394	0
0.504667	0.508333	0.682667	0.503686850689399	1.15024975002433	0
0.504667	0.508667	0.677	0.0956194437977211	0.213502538056944	0
0.503333	0.507333	0.684	0.94819994862048	2.22645787882201	0
0.503	0.506333	0.682667	0.851550153882263	2.13018769765937	0
0.507	0.514667	0.69	0.204626040193224	0.296508861846662	0
0.507	0.515667	0.691	0.204626040193224	0.332564399990072	0
0.504	0.506333	0.676	0.322647398205032	0.588411360230764	0
0.503333	0.505	0.674333	0.45064395642417	0.914208958296935	0
0.506333	0.51	0.683	0.312551645081747	0.497487515942912	0
0.507667	0.510667	0.685667	0.166137614854714	0.251265878037570	0
0.507	0.51	0.685333	0.163923036043961	0.27779079657456	0
0.505	0.509	0.672333	0.0628289171885699	0.0994996666192544	0
0.505667	0.509667	0.672667	0.0268002637957646	0.0720860400301689	0
0.501333	0.509	0.683667	1.39639244228014	3.02430198449348	0
0.507333	0.514333	0.69	0.204626040193224	0.299746012668917	0
0.507333	0.514333	0.689333	0.159809915091816	0.203724987998769	0
0.507	0.515	0.689333	0.125285397729614	0.230715862993568	0
0.503333	0.51	0.691333	0.94819994862048	2.06111469684716	0
0.503	0.508	0.676667	0.266596508194147	0.508483648631284	0
0.505	0.509333	0.687667	1.04339338071277	1.46560787021022	0
0.509667	0.513333	0.687333	0.126253345897669	0.204427952030048	0
0.509	0.512667	0.687333	0.167083214402575	0.320756010947819	0
0.502333	0.509	0.689667	1.15342310902483	2.53481351671557	0
0.502	0.509	0.690667	1.06652824128222	2.62781167298357	1
0.502333	0.509	0.69	1.15342310902483	2.53645344573220	0
0.504667	0.508667	0.685667	0.669256862947174	1.40439631564292	0
0.505333	0.508667	0.684333	0.757693277323836	1.37622640203609	0
0.505	0.508667	0.672667	0.09532396976056	0.101087855548873	0
0.504667	0.508333	0.672667	0.0956194437977211	0.103841772958800	0
0.504333	0.508333	0.670667	0.09532396976056	0.131375607552789	0
0.504667	0.508667	0.673	0.09532396976056	0.103546298921639	0
0.504	0.507	0.671	0.130063265212384	0.207672595114365	0
0.503667	0.506667	0.673	0.215226085597059	0.307290228511254	0
0.507333	0.510667	0.684667	0.166137614854714	0.266452984091919	0
0.507333	0.510333	0.683667	0.204626040193224	0.276426309065285	0
0.506667	0.511	0.684333	0.256656361903730	0.306577575241312	0
0.505	0.508667	0.682333	0.500907312371397	1.08591931158779	0
0.504667	0.508667	0.677667	0.0958307721068775	0.213713866366100	0
0.504667	0.508333	0.676333	0.130063265212384	0.247946359471607	0
0.504333	0.508667	0.676667	0.0765916292743618	0.184329200460787	0
0.507667	0.516333	0.693	0.162656240001708	0.185574158037231	0
0.507667	0.515333	0.691	0.162656240001708	0.263488689347514	0
0.507667	0.515667	0.692	0.162656240001708	0.229160834013522	0
0.507667	0.516	0.692333	0.162656240001708	0.260285083775501	0
0.507667	0.515	0.69	0.159809915091816	0.202494845250005	0
0.507333	0.514667	0.69	0.204626040193224	0.254222416750366	0
0.508333	0.514667	0.690667	0.161284744392926	0.227487909504959	0
0.508	0.514667	0.690667	0.161284744392926	0.255827567267176	0
0.508667	0.515333	0.692333	0.121831064407066	0.188034229519100	0
0.508333	0.514667	0.691333	0.161284744392926	0.297707525657646	0
0.508667	0.514667	0.690333	0.121831064407066	0.187911116170439	0
0.507667	0.516	0.691333	0.159809915091816	0.200284760733929	0
0.507333	0.515667	0.690667	0.159809915091816	0.225267738174694	0
0.507	0.514333	0.689333	0.204626040193224	0.298249411861571	0
0.507	0.51	0.675333	0.0485722700510148	0.112718088726583	0
0.505667	0.509	0.675667	0.0628289171885699	0.157431499539035	0
0.505	0.508	0.675	0.0944822373393801	0.239724342666547	0
0.505333	0.508333	0.676667	0.0944822373393801	0.188271032192328	0
0.505333	0.508	0.676667	0.094944735640809	0.239795586457131	0
0.505667	0.508	0.677667	0.129179120521444	0.271813350094719	0
0.505	0.507667	0.678	0.129179120521444	0.302758279438377	0
0.505333	0.508333	0.677333	0.0798053123847052	0.20748436393061	0
0.506	0.508333	0.677	0.112576282355752	0.194675262360008	0
0.505333	0.507667	0.676	0.146730634112091	0.280364146537773	0
0.507333	0.512	0.688667	0.590601449202264	0.795896067769923	0
0.508	0.511333	0.688333	0.516432039479426	0.648076897750628	0
0.508	0.511333	0.689	0.516432039479426	0.671644938460543	0
0.507667	0.511333	0.689667	0.516432039479426	0.673090255100319	0
0.505	0.509333	0.679333	0.112576282355752	0.231353525296924	0
0.504667	0.508	0.679	0.197059146732738	0.332773728118685	0
0.504333	0.508	0.679333	0.23932098734759	0.476892873312935	0
0.506667	0.508	0.680667	0.369936324196777	0.620319568183878	0
0.507	0.508333	0.681333	0.315747036328306	0.564615712109506	0
0.507333	0.508333	0.681667	0.315747036328306	0.564644000210222	0
0.503667	0.506667	0.677667	0.383664199056618	0.837705830572191	0
0.503333	0.505667	0.676667	0.383664199056618	0.759608326156487	0
0.503333	0.507	0.676333	0.322185122592577	0.663432366510381	0
0.503333	0.506	0.676333	0.360104550449537	0.752743983009934	0
0.503	0.506	0.677333	0.522568973873215	1.08206294455860	0
0.503333	0.505667	0.677333	0.522666666666667	0.979944409244465	0
0.503333	0.506333	0.675	0.322647398205029	0.66153544061053	0
0.503667	0.506	0.673	0.322647398205029	0.718598809060297	0
0.503	0.506667	0.674	0.450462294357813	0.817659322632085	0
0.507667	0.513333	0.690667	0.161284744392926	0.331338806001452	0
0.503333	0.507333	0.678	0.450643956424166	0.693552765166782	0
