OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.503667	0.838333	0
0.500667	0.509333	0.874667	0
0.500667	0.51	0.882667	0
0.500667	0.504333	0.845333	0
0.500333	0.504667	0.846667	0
0.501	0.509	0.871667	0
0.500667	0.505	0.850333	0
0.500333	0.511333	0.882667	0
0.501	0.509333	0.881333	0
0.500667	0.507	0.862	0
0.500667	0.502667	0.836667	0
0.501	0.517667	0.889667	0
0.501	0.505	0.853	0
0.500333	0.521333	0.888333	0
0.501333	0.507	0.863333	0
0.501333	0.517667	0.890333	0
0.501	0.503	0.837667	0
0.500333	0.52	0.887667	0
0.501	0.509667	0.882	0
0.501	0.506333	0.86	0
0.500333	0.504	0.838667	0
0.500333	0.507	0.861333	0
0.500667	0.504	0.845	0
0.500333	0.510333	0.879333	0
0.501333	0.508667	0.871	0
0.501333	0.504667	0.850333	0
0.500667	0.505333	0.852333	0
0.500667	0.518	0.889	0
0.501	0.504	0.845667	0
0.500667	0.509	0.871333	0
0.501333	0.504333	0.849667	0
0.500333	0.503	0.836	0
0.501333	0.512333	0.888333	0
0.500667	0.510333	0.883	0
0.501333	0.510333	0.885	0
0.500667	0.503333	0.837667	0
0.500333	0.509667	0.867667	0
0.501	0.504667	0.849667	0
0.500333	0.507667	0.861667	0
0.502	0.505333	0.857333	0
0.501	0.510667	0.887	1
0.501	0.507	0.863	0
0.500333	0.505667	0.854667	0
0.501	0.506667	0.862	0
0.501	0.510333	0.884667	0
0.500667	0.508	0.865	0
0.502333	0.506333	0.861	0
0.501	0.505333	0.855333	0
0.501	0.507667	0.865	0
0.502333	0.513	0.890333	0
0.500333	0.510667	0.880667	0
0.500667	0.506333	0.859	0
0.500333	0.51	0.878667	0
0.502	0.516667	0.890333	0
0.500333	0.512	0.887	0
0.500333	0.511	0.882	0
0.500667	0.509667	0.881	0
0.502	0.506	0.859667	0
0.500667	0.505667	0.855333	0
0.500667	0.511	0.887333	0
0.500667	0.508333	0.865667	0
0.501667	0.518333	0.892	0
0.501	0.51	0.883333	0
0.501	0.519	0.891	0
0.501333	0.505333	0.855667	0
0.502	0.517	0.890667	0
0.501667	0.506	0.858333	0
0.500333	0.509333	0.865333	0
0.500667	0.512667	0.888667	0
0.503667	0.514333	0.891333	0
0.500333	0.508	0.864667	0
0.501	0.511333	0.888	0
0.501	0.504333	0.849	0
0.501	0.508	0.865333	0
0.503333	0.514	0.890667	0
0.502	0.512667	0.889333	0
0.501	0.518667	0.890667	0
0.502333	0.505667	0.858333	0
0.503667	0.515	0.892333	0
0.500667	0.506667	0.861333	0
0.500667	0.508667	0.866	0
0.501667	0.517	0.89	0
0.501333	0.518333	0.891333	0
0.504	0.514333	0.891667	0
0.503333	0.514333	0.891	0
0.501667	0.518667	0.892667	0
0.501333	0.518667	0.892333	0
0.502333	0.512333	0.888667	0
