OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.505333	0.809333	0
0.500333	0.507	0.836667	0
0.500333	0.503333	0.797	0
0.501333	0.509667	0.860333	0
0.500333	0.502667	0.780667	0
0.501333	0.51	0.862333	0
0.500667	0.505667	0.833333	0
0.500333	0.505333	0.83	0
0.500667	0.512333	0.864333	0
0.500667	0.503667	0.806	0
0.500333	0.504	0.801	0
0.501	0.506	0.835	0
0.500333	0.524	0.873333	0
0.500333	0.507667	0.843333	0
0.503333	0.51	0.864333	0
0.501333	0.506	0.847	0
0.501667	0.51	0.863333	0
0.501667	0.505	0.832	0
0.501	0.508	0.856333	0
0.501333	0.504	0.825	0
0.502	0.513333	0.872333	0
0.502	0.510333	0.865	0
0.500667	0.509667	0.858667	0
0.501667	0.508333	0.858333	0
0.502	0.507667	0.855333	0
0.502333	0.511	0.868333	0
0.501	0.51	0.860667	0
0.500333	0.509	0.854	0
0.500333	0.513	0.864667	0
0.500667	0.503333	0.801	0
0.502667	0.510333	0.865333	0
0.503	0.510333	0.866	0
0.501	0.506667	0.850667	0
0.501	0.511333	0.865	0
0.500333	0.509667	0.855	0
0.500667	0.505333	0.832333	0
0.500667	0.509	0.856333	0
0.501667	0.511667	0.869333	0
0.501333	0.505	0.831333	0
0.501	0.504	0.824333	0
0.501	0.511667	0.865333	0
0.502667	0.512667	0.872667	0
0.501667	0.525	0.878333	0
0.500667	0.506	0.834	0
0.500333	0.509333	0.854667	0
0.501333	0.512667	0.869667	0
0.501	0.521	0.872	0
0.501333	0.510667	0.865333	0
0.500667	0.511333	0.863333	0
0.501667	0.513333	0.871667	0
0.500333	0.516	0.87	0
0.500667	0.516	0.871667	0
0.502333	0.514333	0.873667	0
0.501	0.510667	0.864	0
0.502333	0.523667	0.879333	0
0.500333	0.508	0.847667	0
0.501	0.505	0.831	0
0.501	0.523667	0.877667	0
0.501	0.507667	0.855	0
0.501	0.509667	0.859667	0
0.501667	0.511	0.867333	0
0.500333	0.522	0.872667	0
0.500667	0.522	0.874333	0
0.503333	0.514667	0.874	0
0.501	0.510333	0.863333	0
0.501667	0.509	0.859667	0
0.501333	0.514333	0.871667	0
0.502	0.512	0.87	0
0.502	0.513	0.871333	0
0.502667	0.523333	0.879667	0
0.501	0.512333	0.867667	0
0.501333	0.511667	0.866667	0
0.500333	0.508333	0.853667	0
0.501	0.503333	0.801333	0
0.503	0.523	0.879333	0
0.502	0.511333	0.868333	0
0.500667	0.504667	0.830333	0
0.501	0.506333	0.850333	0
0.500667	0.506333	0.85	0
0.501333	0.510333	0.864	0
0.500667	0.521667	0.873	0
0.501	0.514667	0.871667	0
0.500667	0.513	0.867333	0
0.500667	0.504	0.806667	0
0.502	0.509333	0.860333	0
0.501333	0.507333	0.855	0
0.501	0.522667	0.876667	0
0.500667	0.511	0.862	0
0.501	0.521667	0.873667	0
0.501	0.522	0.875667	0
0.500667	0.523667	0.877	0
0.502	0.522667	0.877667	0
0.500333	0.505	0.829333	0
0.500667	0.522333	0.875	0
0.500333	0.51	0.857333	0
0.501333	0.506667	0.851	0
0.502333	0.512	0.872	1
0.501333	0.509	0.859333	0
0.501333	0.504333	0.828333	0
0.502333	0.508333	0.859333	0
0.500667	0.513667	0.869667	0
0.501	0.513	0.870667	0
0.502333	0.510667	0.867333	0
0.503	0.51	0.864	0
0.503	0.513	0.873	0
0.501	0.512667	0.868	0
0.501	0.508333	0.858	0
0.500667	0.512667	0.867	0
0.501333	0.512	0.869	0
0.502	0.523667	0.878333	0
0.500667	0.523333	0.876	0
0.501667	0.523	0.877	0
0.502667	0.512333	0.872333	0
0.501667	0.514	0.873333	0
0.501	0.509	0.858667	0
0.500667	0.515667	0.871	0
0.501333	0.523667	0.878	0
0.500667	0.51	0.859333	0
0.503667	0.514333	0.874	0
0.501667	0.508667	0.859333	0
0.502333	0.507333	0.855667	0
0.501333	0.504667	0.830667	0
0.502333	0.509	0.860333	0
0.500667	0.510333	0.861	0
0.501333	0.521667	0.874	0
0.501667	0.512667	0.871	0
0.502	0.508333	0.858667	0
0.500667	0.513333	0.868667	0
0.503	0.509667	0.862333	0
0.501333	0.511	0.866	0
0.502667	0.523	0.879	0
0.502667	0.522667	0.878	0
0.502667	0.508	0.858667	0
0.501667	0.515	0.874333	0
0.502333	0.523333	0.878	0
