OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.502	0.849	0
0.5	0.502333	0.825667	0
0.500333	0.506333	0.873333	0
0.500667	0.506333	0.874667	0
0.500333	0.522333	0.889667	0
0.500667	0.508333	0.881333	0
0.500333	0.512667	0.886	0
0.501	0.522	0.890667	0
0.500667	0.503333	0.864333	0
0.500667	0.503	0.863667	0
0.500333	0.522	0.889333	0
0.501333	0.521	0.890333	0
0.500667	0.513667	0.887	0
0.501	0.508	0.881667	0
0.501	0.503333	0.864667	0
0.500667	0.513	0.886667	0
0.500333	0.520667	0.887667	0
0.501333	0.512667	0.887333	0
0.501	0.507	0.879	0
0.500667	0.502667	0.862667	0
0.500333	0.504333	0.866333	0
0.500667	0.504667	0.867	0
0.500333	0.524333	0.890333	0
0.500667	0.506667	0.875	0
0.501	0.506	0.874667	0
0.501667	0.504333	0.867333	0
0.501667	0.524667	0.892667	0
0.501	0.508667	0.882667	0
0.501	0.512	0.886333	0
0.501333	0.507	0.879667	0
0.501667	0.506667	0.877	0
0.500333	0.502333	0.862	0
0.501	0.506667	0.875667	0
0.501667	0.504	0.866667	0
0.501333	0.522667	0.891667	0
0.500333	0.503333	0.863667	0
0.500333	0.505	0.867	0
0.500667	0.519667	0.888667	0
0.500667	0.516	0.887667	0
0.501667	0.512667	0.888	0
0.500333	0.508333	0.878667	0
0.502333	0.515	0.891	0
0.501333	0.514	0.889667	0
0.501	0.507667	0.880333	0
0.500667	0.520333	0.889	0
0.501	0.504333	0.866667	0
0.501	0.504	0.866	0
0.500667	0.511667	0.883667	0
0.502333	0.513667	0.889667	0
0.501333	0.508667	0.883	0
0.501333	0.509333	0.884	1
0.501333	0.525333	0.892333	0
0.500667	0.512	0.885333	0
0.502	0.506333	0.876333	0
0.501	0.515667	0.889	0
0.502667	0.516333	0.891333	0
0.501667	0.513667	0.889333	0
0.501667	0.513333	0.889	0
0.501	0.503667	0.865333	0
0.500667	0.524	0.890667	0
0.502	0.514333	0.890333	0
0.500333	0.507333	0.877667	0
0.501667	0.508667	0.883333	0
0.502	0.523333	0.893	0
0.500333	0.513667	0.886667	0
0.501	0.52	0.889333	0
0.500667	0.520667	0.889333	0
0.502667	0.514667	0.891	0
0.501333	0.503333	0.865	0
0.500333	0.512	0.882333	0
0.502333	0.504667	0.868	0
0.500333	0.508667	0.880667	0
0.502	0.524	0.893333	0
0.501	0.511333	0.885	0
0.501333	0.506333	0.875333	0
0.501333	0.523	0.892	0
0.500667	0.505	0.867333	0
0.500667	0.512333	0.886	0
0.501	0.514	0.887667	0
0.500667	0.505333	0.873667	0
0.500667	0.508	0.879667	0
0.500667	0.507667	0.879333	0
0.500667	0.509	0.882333	0
0.501667	0.506	0.875667	0
0.502333	0.506	0.876	0
0.501667	0.514667	0.890333	0
0.502	0.523	0.892667	0
0.502333	0.522667	0.892	0
