OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.505	0.838	0
0.500333	0.503667	0.880333	0
0.500667	0.504	0.882667	0
0.500667	0.507	0.895333	0
0.500667	0.503667	0.881	0
0.501333	0.506333	0.894333	0
0.500333	0.506667	0.893333	0
0.500333	0.505	0.885667	0
0.500667	0.504667	0.887	0
0.500667	0.506	0.891667	0
0.501333	0.507667	0.899	0
0.500333	0.510333	0.902	0
0.500667	0.504333	0.884	0
0.501333	0.504333	0.887	0
0.501333	0.506	0.893667	0
0.500333	0.504667	0.883667	0
0.500667	0.506333	0.892	0
0.500333	0.509667	0.899333	0
0.500333	0.51	0.900667	0
0.500667	0.505	0.887667	0
0.502	0.504333	0.888	0
0.500333	0.511333	0.903333	0
0.501	0.504333	0.885667	0
0.501333	0.507	0.898333	0
0.501667	0.506667	0.897667	0
0.500667	0.508667	0.898333	0
0.502	0.505667	0.892667	0
0.500333	0.508667	0.894	0
0.502	0.508	0.899667	0
0.501667	0.507333	0.899	1
0.501333	0.504667	0.888667	0
0.501667	0.504667	0.889	0
0.502333	0.505333	0.891667	0
0.501333	0.505333	0.889333	0
0.500667	0.511	0.902333	0
0.501333	0.506667	0.896333	0
0.501	0.508	0.898333	0
0.501667	0.505667	0.892	0
0.500333	0.506333	0.888667	0
0.501	0.505667	0.891333	0
0.501	0.511	0.904	0
0.500333	0.505333	0.886667	0
0.501	0.505333	0.888667	0
0.501	0.504667	0.888333	0
0.501667	0.508333	0.899667	0
0.501333	0.507333	0.898667	0
0.501667	0.506333	0.896	0
0.500667	0.508333	0.896667	0
0.501	0.507	0.897	0
0.500667	0.507333	0.896333	0
0.502333	0.507	0.898667	0
0.501333	0.510667	0.903	0
0.501	0.507333	0.898	0
