OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.502	0.817667	0
0.5	0.504667	0.881333	0
0.500333	0.502333	0.818	0
0.500667	0.504667	0.884333	0
0.5	0.507	0.885333	0
0.501333	0.503667	0.879	0
0.500333	0.507333	0.896667	0
0.501	0.503	0.874333	0
0.501	0.503333	0.876667	0
0.500333	0.504	0.880667	0
0.500333	0.504667	0.883	0
0.500667	0.503	0.871333	0
0.502	0.506667	0.901333	0
0.500333	0.503	0.87	0
0.500667	0.503333	0.876	0
0.500333	0.509667	0.911667	0
0.500333	0.509333	0.911	0
0.501667	0.507667	0.908	0
0.501	0.507	0.903	0
0.500333	0.508667	0.91	0
0.500667	0.509333	0.911333	0
0.500667	0.503667	0.877667	0
0.500333	0.502667	0.818667	0
0.500333	0.508333	0.909	0
0.502	0.508	0.909667	0
0.500333	0.506	0.887	0
0.500667	0.506333	0.891667	0
0.501667	0.507333	0.906333	0
0.501333	0.507667	0.907667	0
0.501333	0.502667	0.820333	0
0.500667	0.505667	0.888667	0
0.501333	0.51	0.914333	0
0.501333	0.506667	0.897	0
0.501	0.506	0.890667	0
0.500667	0.507333	0.905667	0
0.500333	0.507667	0.904667	0
0.501	0.51	0.913333	0
0.501667	0.506667	0.899667	0
0.500667	0.508	0.908	0
0.501333	0.506	0.892333	0
0.500667	0.507	0.902	0
0.501333	0.505667	0.889667	0
0.501	0.502667	0.819	0
0.501	0.508333	0.911667	1
0.501	0.510667	0.913667	0
0.501333	0.509667	0.913	0
0.501667	0.506	0.895667	0
0.501	0.506333	0.896	0
0.501	0.505333	0.889333	0
0.501	0.509667	0.912	0
