OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.511333	0.803333	0
0.500333	0.507333	0.893333	0
0.501667	0.504	0.890667	0
0.501	0.503667	0.887333	0
0.501333	0.505	0.895	0
0.500333	0.508	0.902667	0
0.500333	0.511	0.906333	0
0.501667	0.505333	0.896	0
0.500667	0.510333	0.907333	0
0.501333	0.503333	0.884333	0
0.500667	0.508667	0.905667	0
0.502	0.505	0.896	0
0.501	0.505	0.894333	0
0.501333	0.508333	0.906	0
0.501333	0.504667	0.894667	0
0.500333	0.510333	0.905667	0
0.501667	0.504333	0.892333	0
0.500333	0.507667	0.901333	0
0.501333	0.506	0.895333	0
0.501	0.506	0.894667	0
0.501333	0.508	0.905667	0
0.501	0.507667	0.905	1
0.501	0.507	0.902667	0
0.501333	0.504	0.889	0
0.500667	0.504	0.888667	0
0.500667	0.505	0.893333	0
0.501	0.507333	0.903	0
0.500333	0.503667	0.871	0
0.500667	0.503667	0.886667	0
0.501	0.51	0.906333	0
0.500667	0.505333	0.894	0
0.501333	0.504333	0.890667	0
0.500667	0.508	0.905333	0
0.500333	0.505333	0.893	0
0.501	0.504333	0.889333	0
0.500667	0.506333	0.895	0
