OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.504333	0.831333	0
0.5	0.512333	0.861333	0
0.500333	0.505667	0.848	0
0.500333	0.52	0.879333	0
0.500333	0.520333	0.879667	0
0.500667	0.502667	0.837333	0
0.500667	0.506333	0.860667	0
0.500333	0.514	0.872667	0
0.500333	0.504667	0.846333	0
0.501	0.516333	0.878667	0
0.500333	0.513667	0.871667	0
0.501	0.51	0.867333	0
0.500667	0.514	0.875	0
0.500667	0.507	0.861667	0
0.501	0.519333	0.883667	0
0.500333	0.516667	0.875667	0
0.501	0.514	0.875667	0
0.501333	0.507667	0.863667	0
0.502333	0.517333	0.881	0
0.500333	0.503333	0.839	0
0.500333	0.511333	0.869667	0
0.500667	0.509	0.865	0
0.501	0.505	0.847667	0
0.501	0.506667	0.861333	0
0.501667	0.517667	0.882333	0
0.500667	0.523333	0.883667	0
0.501	0.502333	0.837333	0
0.500333	0.523333	0.881333	0
0.500333	0.517333	0.878	0
0.501	0.519	0.883333	0
0.500667	0.506	0.855333	0
0.501333	0.518333	0.882667	0
0.500333	0.521	0.88	0
0.502	0.517667	0.882667	0
0.500667	0.504	0.844	0
0.501	0.518333	0.880667	0
0.500667	0.503667	0.842	0
0.502	0.519333	0.885333	0
0.501667	0.518667	0.884	0
0.500667	0.502333	0.836333	0
0.500333	0.503	0.838667	0
0.501	0.510667	0.871333	0
0.501	0.506	0.856	0
0.501	0.510333	0.868667	0
0.501333	0.519333	0.885	0
0.500667	0.517	0.879333	0
0.501667	0.518	0.883	0
0.500667	0.514333	0.875667	0
0.501	0.508667	0.865	0
0.500667	0.506667	0.861	0
0.501333	0.508	0.865	0
0.500333	0.506333	0.856333	0
0.501333	0.514333	0.876333	1
0.500667	0.518333	0.879667	0
0.501	0.516	0.878333	0
0.502333	0.52	0.886	0
0.500667	0.505667	0.855	0
0.500667	0.508	0.864	0
0.501	0.509667	0.867	0
0.501333	0.519	0.884667	0
0.501333	0.516333	0.879	0
0.502	0.518	0.883667	0
0.501	0.503333	0.841667	0
0.501	0.505667	0.855333	0
0.501667	0.516667	0.879333	0
0.500333	0.503667	0.839333	0
0.501333	0.503667	0.843667	0
0.500667	0.516	0.876	0
0.500667	0.503	0.840333	0
0.500667	0.505333	0.854333	0
0.500667	0.511	0.871	0
0.501333	0.515667	0.877667	0
0.500667	0.509667	0.866333	0
0.500333	0.507667	0.861333	0
0.501333	0.518	0.881333	0
0.500667	0.523	0.882333	0
0.501333	0.513	0.873667	0
0.501	0.502667	0.838333	0
0.500667	0.513333	0.874	0
0.502333	0.519	0.885333	0
0.501	0.514333	0.876	0
0.501667	0.517333	0.880667	0
0.501	0.507	0.862333	0
0.501667	0.508667	0.866	0
0.500667	0.507667	0.863333	0
0.501	0.503	0.841	0
0.501667	0.503333	0.842667	0
0.501	0.503667	0.843	0
0.500333	0.511667	0.870667	0
0.500667	0.516667	0.879	0
0.501333	0.508667	0.865667	0
0.501333	0.518667	0.883667	0
0.500333	0.514667	0.873333	0
0.500667	0.513	0.872333	0
0.502333	0.519333	0.885667	0
0.501333	0.517333	0.879667	0
0.502	0.517	0.880333	0
0.501333	0.508333	0.865333	0
