OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.501667	0.879	0
0.500333	0.504667	0.906333	0
0.500667	0.502333	0.883	0
0.500667	0.503667	0.906	0
0.500333	0.503	0.902667	0
0.501	0.505333	0.912	0
0.500667	0.505333	0.911667	0
0.501	0.506	0.913	0
0.500333	0.511667	0.916667	0
0.501	0.512	0.918333	0
0.501333	0.509667	0.917333	0
0.501	0.506333	0.913667	0
0.501	0.507667	0.915667	0
0.502	0.507	0.916	1
0.501667	0.507667	0.916333	0
0.500667	0.511333	0.917333	0
0.501	0.502	0.882667	0
0.500333	0.505	0.908667	0
0.501667	0.509333	0.917667	0
0.500667	0.506333	0.912667	0
0.501333	0.51	0.918	0
0.500333	0.502	0.879333	0
0.501	0.505667	0.912667	0
0.500667	0.512667	0.918	0
0.501	0.504667	0.907333	0
0.500667	0.507333	0.915333	0
0.501	0.503333	0.905	0
0.500333	0.511333	0.916333	0
0.500333	0.511	0.916	0
0.502333	0.508333	0.917667	0
0.500667	0.512333	0.917667	0
0.501	0.507	0.914667	0
0.500667	0.508333	0.916333	0
0.501	0.512333	0.918667	0
0.500667	0.503333	0.904667	0
0.500333	0.505333	0.911333	0
0.500667	0.502667	0.902333	0
0.500667	0.511	0.917	0
0.500667	0.505	0.910667	0
0.500667	0.507	0.913667	0
0.500333	0.507667	0.914667	0
0.501333	0.508	0.916667	0
0.501	0.51	0.917333	0
0.501	0.509667	0.917	0
0.501	0.510667	0.917667	0
0.500333	0.506333	0.912	0
0.500667	0.508	0.916	0
0.501333	0.511667	0.918667	0
0.501333	0.508667	0.917	0
0.501	0.502667	0.902667	0
0.501333	0.506333	0.914	0
0.502	0.508667	0.917333	0
0.500333	0.507	0.913	0
