OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.500667	0.504	0.516	0.766333	0
0.500667	0.506	0.514	0.751	0
0.500333	0.503667	0.511667	0.737667	0
0.502333	0.504667	0.52	0.778667	0
0.501	0.503333	0.521333	0.767333	0
0.501	0.503667	0.522	0.768333	0
0.501667	0.504333	0.510333	0.744	0
0.501333	0.505	0.511667	0.748	0
0.503	0.508	0.525667	0.785667	0
0.502667	0.506	0.522667	0.782	0
0.501	0.507667	0.514667	0.753667	0
0.501333	0.506333	0.52	0.777	0
0.502	0.504667	0.519667	0.777	0
0.501	0.507333	0.513333	0.752333	0
0.501333	0.503667	0.520333	0.767	0
0.500667	0.505333	0.519333	0.772333	0
0.500667	0.505	0.513333	0.749333	0
0.501333	0.505	0.512333	0.749667	0
0.501667	0.503667	0.521667	0.773333	0
0.501	0.503667	0.51	0.739667	0
0.500667	0.504	0.520667	0.768667	0
0.501667	0.507667	0.525	0.783	0
0.501333	0.503667	0.521	0.767333	0
0.501667	0.503333	0.516333	0.760333	0
0.502	0.502667	0.516333	0.761	0
0.501	0.505667	0.513333	0.751	0
0.500667	0.505667	0.512667	0.747	0
0.501	0.505	0.518	0.767667	0
0.501	0.507333	0.529333	0.783667	0
0.503	0.509	0.525667	0.786	0
0.502667	0.506333	0.518667	0.776	0
0.501667	0.508333	0.519333	0.778	0
0.501333	0.510333	0.519667	0.777	0
0.501	0.504667	0.509333	0.741	0
0.502667	0.506	0.522	0.781333	0
0.501667	0.507333	0.515	0.753333	0
0.501333	0.504667	0.515333	0.763667	0
0.501	0.504667	0.515333	0.763333	0
0.503	0.507333	0.527667	0.787	0
0.502333	0.508	0.528	0.787667	0
0.501667	0.503333	0.520333	0.765667	0
0.502	0.505667	0.509333	0.744	0
0.500667	0.505333	0.519	0.771	0
0.501	0.505667	0.511333	0.747	0
0.502	0.506667	0.522	0.78	0
0.501667	0.505667	0.518	0.773333	0
0.501333	0.507333	0.529333	0.786333	0
0.501667	0.506667	0.529333	0.785667	0
0.503	0.504667	0.519333	0.775333	0
0.500667	0.503333	0.511	0.737667	0
0.503	0.504667	0.519667	0.778333	0
0.501	0.503333	0.522333	0.768333	0
0.502667	0.508667	0.526667	0.786	0
0.500667	0.504333	0.509667	0.742667	0
0.502667	0.506333	0.524	0.782667	0
0.502667	0.505667	0.523	0.781333	0
0.502333	0.506	0.523	0.782333	0
0.501333	0.507	0.514	0.752333	0
0.502	0.506667	0.522667	0.784667	0
0.501	0.505	0.512667	0.749667	0
0.502	0.504	0.522667	0.773667	0
0.501333	0.504	0.522333	0.773	0
0.500667	0.504	0.510667	0.74	0
0.500333	0.505333	0.520667	0.768333	0
0.500667	0.504667	0.519	0.768	1
0.502	0.505	0.511	0.745667	0
0.501	0.502667	0.510667	0.742	0
0.501667	0.507333	0.526	0.782333	0
0.501667	0.508333	0.525333	0.783667	0
0.502667	0.507333	0.521667	0.781	0
0.503	0.503333	0.515667	0.758667	0
0.501667	0.507	0.521	0.778333	0
0.502333	0.506333	0.519667	0.778	0
0.501333	0.504667	0.518333	0.767333	0
0.501	0.507333	0.529	0.783	0
0.501	0.507667	0.528667	0.783333	0
0.504	0.509	0.525667	0.786667	0
0.503	0.509667	0.525	0.786667	0
0.503	0.506667	0.519	0.776333	0
0.502	0.505	0.519	0.773	0
0.501333	0.504667	0.520667	0.777667	0
0.501667	0.505667	0.520333	0.777667	0
0.500667	0.504667	0.511333	0.744	0
0.502	0.504667	0.509	0.738333	0
0.502667	0.506	0.521667	0.779333	0
0.501667	0.505	0.522333	0.778667	0
0.501333	0.507	0.515	0.752667	0
0.501333	0.504	0.515333	0.763333	0
0.500667	0.505	0.515333	0.762	0
0.503	0.507667	0.527333	0.786333	0
0.503	0.507333	0.528	0.787333	0
0.502667	0.507667	0.527667	0.786667	0
0.503333	0.507667	0.526667	0.786333	0
0.501	0.505333	0.518667	0.768667	0
0.501	0.505333	0.512	0.746	0
0.501333	0.505333	0.511	0.746333	0
0.501667	0.505667	0.510333	0.745333	0
0.502	0.505667	0.510333	0.746	0
0.501	0.505667	0.518	0.772333	0
0.502	0.505333	0.517667	0.771333	0
