OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.503667	0.868333	0
0.500333	0.501	0.819	0
0.5	0.502	0.821667	0
0.5	0.501333	0.818667	0
0.5	0.514	0.898	0
0.500333	0.506	0.886	0
0.500333	0.502333	0.867	0
0.500333	0.504	0.875333	0
0.500667	0.505667	0.887	0
0.500667	0.509	0.897667	0
0.500667	0.503333	0.876333	0
0.500333	0.513	0.899667	0
0.501667	0.509333	0.900333	0
0.501	0.508667	0.898333	0
0.500333	0.502667	0.867667	0
0.500333	0.505	0.885	0
0.500333	0.506333	0.887	0
0.501667	0.507667	0.897	0
0.501333	0.504	0.883667	0
0.500667	0.505	0.886	0
0.501333	0.515	0.904	0
0.501	0.507333	0.896	0
0.500333	0.512	0.898667	0
0.500333	0.514667	0.901	0
0.501	0.507667	0.896667	0
0.501667	0.510333	0.900667	0
0.5	0.502667	0.866333	0
0.500333	0.501667	0.821	0
0.501333	0.508333	0.898333	0
0.500333	0.509	0.897	0
0.501667	0.509	0.899333	0
0.500667	0.508	0.895667	0
0.501333	0.51	0.900333	0
0.501	0.504667	0.886667	0
0.500667	0.502333	0.872667	0
0.501667	0.502	0.823	0
0.501333	0.502	0.822	0
0.500667	0.512667	0.901333	0
0.500667	0.506	0.887333	0
0.500333	0.51	0.897667	0
0.501	0.508	0.897	0
0.501333	0.506667	0.894667	0
0.501333	0.504333	0.886667	0
0.500667	0.504333	0.885667	0
0.501	0.512333	0.900667	0
0.500333	0.508667	0.895667	0
0.501333	0.508667	0.899	0
0.501	0.503667	0.878667	0
0.502	0.51	0.900667	0
0.501333	0.503667	0.882667	0
0.501333	0.509667	0.9	0
0.500667	0.507	0.892667	0
0.503333	0.506	0.888333	0
0.500333	0.512333	0.899	0
0.500333	0.512667	0.899333	0
0.500667	0.503667	0.878333	0
0.501	0.516	0.904667	0
0.501	0.507	0.894333	0
0.500333	0.504667	0.884	0
0.501333	0.507333	0.896667	0
0.500333	0.514333	0.900667	0
0.501	0.506667	0.893667	0
0.500667	0.514	0.902333	0
0.501	0.513	0.902333	0
0.500333	0.507	0.891667	0
0.502	0.509	0.900333	1
0.500667	0.507333	0.893667	0
0.501	0.504	0.883333	0
0.500333	0.515	0.903	0
0.500667	0.508333	0.896667	0
0.501	0.506333	0.893	0
0.501	0.513667	0.903333	0
0.500667	0.512333	0.900333	0
0.500667	0.509667	0.899667	0
0.500667	0.503	0.876	0
0.500667	0.515	0.903667	0
0.500667	0.501333	0.820667	0
0.500333	0.508	0.893667	0
0.500333	0.508333	0.895333	0
0.500333	0.504333	0.877	0
0.501667	0.515333	0.904333	0
0.500667	0.506333	0.892	0
