Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
1121	4	0.500667	0.505	0.523	0.755	0
1121	5	0.501333	0.504333	0.519333	0.735667	0
1121	6	0.501667	0.506333	0.517333	0.742	0
1121	7	0.501	0.507333	0.528333	0.764333	0
1121	8	0.501	0.504333	0.521667	0.746	0
1121	9	0.500667	0.503	0.525333	0.752	0
1121	10	0.501667	0.505667	0.529	0.761667	0
1121	11	0.501667	0.504	0.524	0.759333	0
1121	12	0.502	0.503333	0.511333	0.718667	0
1121	13	0.502667	0.508	0.516667	0.738333	0
1121	14	0.501333	0.507333	0.518	0.741	0
1121	15	0.501667	0.505	0.511333	0.722667	0
1121	16	0.501333	0.504	0.522	0.752333	0
1121	17	0.501	0.506333	0.528333	0.763333	0
1121	18	0.501333	0.504333	0.514333	0.73	0
1121	19	0.501333	0.504333	0.519	0.735333	0
1121	20	0.500667	0.505333	0.524333	0.755667	0
1121	21	0.502333	0.507	0.522	0.756	0
1121	22	0.502333	0.504667	0.519333	0.740667	0
1121	23	0.501	0.505	0.523333	0.755333	0
1121	24	0.501667	0.504667	0.519333	0.736	0
1121	25	0.502333	0.507	0.527333	0.763667	0
1121	26	0.502	0.506	0.526667	0.762	0
1121	27	0.503	0.504667	0.529333	0.763667	0
1121	28	0.501333	0.503333	0.511667	0.718	0
1121	29	0.502	0.505667	0.521333	0.752667	0
1121	30	0.502333	0.505	0.522333	0.753667	0
1121	31	0.501333	0.505667	0.515333	0.736333	0
1121	32	0.501	0.505333	0.513	0.722667	0
1121	33	0.503	0.505333	0.528667	0.764667	0
1121	34	0.501667	0.505333	0.517667	0.741333	0
1121	35	0.501	0.504667	0.513	0.722333	0
1121	36	0.500667	0.503667	0.522667	0.752333	0
1121	37	0.502	0.504	0.521667	0.750333	0
1121	38	0.501	0.505667	0.520333	0.748333	0
1121	39	0.501	0.506	0.519667	0.750667	0
1121	40	0.502	0.506333	0.523	0.759	0
1121	41	0.501667	0.505333	0.523333	0.758	0
1121	42	0.501	0.504	0.525333	0.753667	0
1121	43	0.501	0.506667	0.527667	0.760667	0
1121	44	0.502	0.503667	0.52	0.742667	0
1121	45	0.502	0.503667	0.519667	0.741	0
1121	46	0.500667	0.505667	0.522667	0.754667	0
1121	47	0.501333	0.505333	0.522667	0.754	0
1121	48	0.502	0.506333	0.522333	0.754	0
1121	49	0.502333	0.506	0.529333	0.765	0
1121	50	0.501	0.505333	0.52	0.734667	0
1121	51	0.502333	0.508	0.526667	0.763	0
1121	52	0.501333	0.506667	0.517	0.740667	0
1121	53	0.501	0.507	0.528667	0.765	0
1121	54	0.501	0.508	0.528	0.763333	0
1121	55	0.502333	0.504667	0.528667	0.763333	0
1121	56	0.502667	0.505333	0.528333	0.762	0
1121	57	0.501	0.505667	0.530333	0.764333	0
1121	58	0.501333	0.503667	0.524333	0.757667	0
1121	59	0.501333	0.504667	0.524333	0.759333	0
1121	60	0.501333	0.504333	0.528667	0.758333	0
1121	61	0.502	0.504	0.511667	0.719333	0
1121	62	0.502	0.503333	0.512333	0.719	0
1121	63	0.503	0.507	0.516667	0.737333	0
1121	64	0.502667	0.506333	0.516333	0.736667	0
1121	65	0.502	0.505333	0.511333	0.723	0
1121	66	0.501	0.504	0.522	0.751	0
1121	67	0.500667	0.504	0.511667	0.716667	0
1121	68	0.501667	0.505	0.522667	0.755	0
1121	69	0.501333	0.506333	0.526	0.759667	0
1121	70	0.500667	0.506667	0.528333	0.762	0
1121	71	0.501333	0.506667	0.528333	0.763667	0
1121	72	0.501	0.504667	0.523	0.755	0
1121	73	0.501333	0.504	0.521	0.738	1
1121	74	0.502667	0.505667	0.522333	0.756	0
1121	75	0.502333	0.507	0.525667	0.761333	0
1121	76	0.502	0.505	0.512333	0.723333	0
1121	77	0.501333	0.505	0.512667	0.722667	0
1121	78	0.501	0.506	0.512333	0.722667	0
1121	79	0.501333	0.506	0.527	0.761667	0
1121	80	0.502333	0.504333	0.511667	0.722667	0
1121	81	0.502333	0.503667	0.512667	0.723	0
1121	82	0.502	0.504	0.512333	0.723	0
1121	83	0.501	0.503	0.524	0.750333	0
1121	84	0.501333	0.503333	0.522	0.750667	0
1121	85	0.501333	0.504	0.512	0.718667	0
1121	86	0.502	0.505667	0.521	0.752	0
1121	87	0.502	0.506333	0.521	0.752333	0
1121	88	0.500333	0.506667	0.519	0.742	0
1121	89	0.500333	0.506333	0.518333	0.741667	0
1121	90	0.501	0.506	0.518333	0.74	0
1121	91	0.501	0.505333	0.515333	0.733667	0
1121	92	0.502	0.504667	0.515333	0.735	0
1121	93	0.501	0.506	0.516	0.736333	0
1121	94	0.501667	0.506	0.514667	0.736	0
1121	95	0.501	0.506	0.515667	0.735	0
1121	96	0.501	0.505333	0.524	0.756	0
1121	97	0.502	0.506	0.519	0.742	0
1121	98	0.502	0.505	0.518	0.74	0
1121	99	0.501667	0.505	0.510667	0.720333	0
1121	100	0.501	0.504667	0.511667	0.72	0
1122	1	0.502	0.504333	0.527333	0.748	0
1122	2	0.501	0.507333	0.521333	0.740667	0
1122	3	0.501667	0.504667	0.518333	0.735	0
1122	4	0.502333	0.504	0.524333	0.736	0
1122	5	0.501	0.508333	0.514	0.721333	0
1122	6	0.501333	0.505	0.51	0.708333	0
1122	7	0.501667	0.503333	0.512667	0.713333	0
1122	8	0.501667	0.503667	0.528333	0.745667	0
1122	9	0.501333	0.504333	0.524	0.74	0
1122	10	0.502	0.504667	0.527	0.747	0
1122	11	0.500667	0.506	0.512667	0.717667	0
1122	12	0.501333	0.504667	0.518667	0.734	0
1122	13	0.501	0.505333	0.518667	0.735	0
1122	14	0.500667	0.505333	0.514667	0.720333	0
1122	15	0.501667	0.505667	0.525333	0.744333	0
1122	16	0.502667	0.507	0.523333	0.745667	0
1122	17	0.500667	0.507	0.527333	0.752	0
1122	18	0.500667	0.504333	0.512333	0.710333	0
1122	19	0.501667	0.505	0.512667	0.717667	0
1122	20	0.501333	0.506333	0.528	0.752667	0
1122	21	0.501333	0.503667	0.511333	0.715333	0
1122	22	0.501	0.504667	0.513	0.716333	0
1122	23	0.501	0.504667	0.511333	0.716	0
1122	24	0.501333	0.508	0.514	0.721667	0
1122	25	0.501667	0.504	0.516667	0.718667	0
1122	26	0.502333	0.506667	0.520667	0.743	0
1122	27	0.503667	0.507	0.520333	0.742333	0
1122	28	0.504	0.505333	0.516333	0.721	0
1122	29	0.503	0.505	0.515667	0.720333	0
1122	30	0.502	0.505667	0.521667	0.741	0
1122	31	0.501333	0.505667	0.523667	0.742667	0
1122	32	0.501	0.503333	0.528	0.745	0
1122	33	0.500667	0.505667	0.522333	0.735333	0
1122	34	0.503	0.507333	0.521333	0.746667	0
1122	35	0.501333	0.505	0.521667	0.739	0
1122	36	0.501	0.506333	0.522	0.739667	0
1122	37	0.501	0.505	0.522	0.739333	0
1122	38	0.501	0.506333	0.512333	0.718	0
1122	39	0.502333	0.505333	0.517667	0.721	0
1122	40	0.502333	0.504667	0.517	0.720333	0
1122	41	0.501667	0.504667	0.517333	0.720667	0
1122	42	0.502667	0.507	0.522	0.744333	0
1122	43	0.502	0.507	0.522667	0.744667	0
1122	44	0.501667	0.506	0.517333	0.734667	0
1122	45	0.501667	0.504667	0.518	0.734	0
1122	46	0.501	0.506	0.527333	0.751667	0
1122	47	0.501333	0.506333	0.526667	0.751	0
1122	48	0.500333	0.504667	0.511667	0.708667	0
1122	49	0.500667	0.504667	0.511	0.709333	0
1122	50	0.501	0.504667	0.511	0.714	0
1122	51	0.501667	0.509	0.513667	0.720667	0
1122	52	0.501667	0.508333	0.513667	0.72	0
1122	53	0.501667	0.507667	0.514	0.720667	0
1122	54	0.502	0.507667	0.521667	0.744667	0
1122	55	0.501	0.505667	0.524	0.741333	0
1122	56	0.501	0.505	0.524	0.740333	0
1122	57	0.501333	0.504333	0.523667	0.738667	0
1122	58	0.501	0.504667	0.524	0.739333	0
1122	59	0.503	0.506333	0.520667	0.742667	0
1122	60	0.501	0.505	0.52	0.736	0
1122	61	0.501	0.505	0.519333	0.734667	0
1122	62	0.501333	0.504333	0.519	0.737667	0
1122	63	0.501667	0.504	0.527333	0.746667	0
1122	64	0.500667	0.504	0.527667	0.747333	0
1122	65	0.501333	0.504667	0.527333	0.746667	0
1122	66	0.501333	0.506333	0.512	0.716667	0
1122	67	0.501	0.506	0.512667	0.718333	0
1122	68	0.501333	0.506667	0.512333	0.718667	0
1122	69	0.501	0.504333	0.519333	0.734333	1
1122	70	0.501	0.506	0.514	0.719333	0
1122	71	0.501	0.504667	0.514667	0.718667	0
1122	72	0.502	0.505333	0.525	0.744	0
1122	73	0.503	0.507	0.521667	0.745667	0
1122	74	0.502333	0.506667	0.521667	0.743667	0
1122	75	0.501667	0.504667	0.513667	0.716667	0
1122	76	0.501333	0.507667	0.526667	0.752333	0
1122	77	0.501667	0.505667	0.527667	0.753667	0
1122	78	0.501333	0.505667	0.528333	0.752667	0
1122	79	0.501667	0.506	0.527	0.751333	0
1122	80	0.501667	0.505667	0.527333	0.751667	0
1122	81	0.502	0.504	0.524333	0.735333	0
1122	82	0.501667	0.504	0.511	0.714	0
1122	83	0.501667	0.503333	0.512	0.712333	0
1122	84	0.501333	0.505	0.513333	0.717333	0
1122	85	0.501	0.508	0.514333	0.721	0
1122	86	0.501333	0.508	0.513667	0.719667	0
1122	87	0.501667	0.505	0.527	0.75	0
1122	88	0.501	0.505333	0.509667	0.704	0
1122	89	0.502	0.507	0.521	0.742667	0
1122	90	0.502333	0.506667	0.520333	0.741	0
1122	91	0.503667	0.504667	0.516333	0.720333	0
1122	92	0.503333	0.504333	0.517	0.719667	0
1122	93	0.503	0.505667	0.517	0.721667	0
1122	94	0.500667	0.503667	0.514	0.71	0
1122	95	0.501333	0.503333	0.512667	0.712667	0
1122	96	0.501667	0.507333	0.522333	0.741667	0
1122	97	0.502	0.506667	0.519667	0.74	0
1122	98	0.502	0.505667	0.521333	0.739667	0
1122	99	0.501667	0.505667	0.523333	0.741667	0
1122	100	0.501333	0.506333	0.523	0.742333	0
1123	1	0.500667	0.503	0.509667	0.737	0
1123	2	0.500667	0.504667	0.514	0.761333	0
1123	3	0.500667	0.506	0.517667	0.769667	0
1123	4	0.501333	0.502667	0.512667	0.755667	0
1123	5	0.500667	0.506	0.515667	0.765333	0
1123	6	0.500667	0.504667	0.518333	0.768667	0
1123	7	0.501	0.504667	0.518667	0.769333	0
1123	8	0.501667	0.505333	0.521	0.774667	0
1123	9	0.501667	0.506333	0.522	0.779333	0
1123	10	0.500667	0.507667	0.520333	0.774	0
1123	11	0.501667	0.505667	0.519333	0.771333	0
1123	12	0.501333	0.503333	0.511333	0.756667	0
1123	13	0.501667	0.504	0.518	0.766667	0
1123	14	0.500333	0.505667	0.516333	0.764667	0
1123	15	0.501333	0.502667	0.513667	0.756333	0
1123	16	0.502	0.506333	0.519667	0.772333	0
1123	17	0.501	0.507333	0.521333	0.776333	0
1123	18	0.500667	0.505333	0.517333	0.769333	0
1123	19	0.501667	0.507667	0.525	0.781667	0
1123	20	0.500667	0.504333	0.518	0.768333	0
1123	21	0.501	0.504	0.518333	0.768	0
1123	22	0.500333	0.505333	0.522667	0.768667	0
1123	23	0.501333	0.505333	0.519	0.771	0
1123	24	0.501333	0.504	0.511667	0.757333	0
1123	25	0.501	0.504333	0.513667	0.760667	0
1123	26	0.501333	0.507	0.524333	0.780333	0
1123	27	0.502667	0.505	0.514667	0.766667	0
1123	28	0.501	0.504667	0.522	0.771667	0
1123	29	0.501	0.504333	0.513333	0.759333	0
1123	30	0.500667	0.505333	0.518333	0.769667	0
1123	31	0.501667	0.506333	0.515333	0.768	0
1123	32	0.501	0.504667	0.517667	0.768333	0
1123	33	0.501667	0.507	0.521667	0.778667	0
1123	34	0.501	0.503667	0.511	0.757	0
1123	35	0.501333	0.503333	0.51	0.737667	0
1123	36	0.500667	0.508	0.525333	0.779333	0
1123	37	0.501	0.507	0.520333	0.776	0
1123	38	0.501	0.503333	0.517	0.761	1
1123	39	0.501333	0.504333	0.515333	0.766333	0
1123	40	0.500667	0.505333	0.522	0.773	0
1123	41	0.501333	0.504333	0.521667	0.771333	0
1123	42	0.500667	0.504667	0.517333	0.768	0
1123	43	0.501333	0.507667	0.525	0.781333	0
1123	44	0.501333	0.506667	0.521333	0.776333	0
1123	45	0.500667	0.506	0.522667	0.775	0
1123	46	0.501	0.505667	0.522	0.775333	0
1123	47	0.500667	0.506333	0.522667	0.777333	0
1123	48	0.501667	0.506	0.518333	0.772	0
1123	49	0.500667	0.505	0.513	0.755	0
1123	50	0.501333	0.503333	0.512	0.757667	0
1123	51	0.500667	0.504667	0.513667	0.760333	0
1123	52	0.501333	0.503	0.513	0.756	0
1123	53	0.500667	0.504333	0.519333	0.768667	0
1123	54	0.501333	0.506667	0.523	0.778	0
1123	55	0.501	0.506667	0.522667	0.777667	0
1123	56	0.502333	0.506	0.522333	0.778333	0
1123	57	0.501333	0.506333	0.521	0.774	0
1123	58	0.501333	0.506667	0.520667	0.772333	0
1123	59	0.501	0.507	0.52	0.772667	0
1123	60	0.501	0.503	0.511333	0.755333	0
1123	61	0.501	0.507667	0.524333	0.780667	0
1123	62	0.502	0.504	0.514333	0.764	0
1123	63	0.501667	0.504667	0.513667	0.765333	0
1123	64	0.500333	0.506	0.516	0.762	0
1123	65	0.500667	0.503667	0.514333	0.758	0
1123	66	0.500667	0.505333	0.516	0.767667	0
1123	67	0.502333	0.507333	0.524667	0.781333	0
1123	68	0.501	0.506	0.521667	0.776	0
1123	69	0.501333	0.505333	0.523667	0.775667	0
1123	70	0.501333	0.505667	0.521667	0.774333	0
1123	71	0.500667	0.506667	0.522333	0.776333	0
1123	72	0.501333	0.506667	0.521667	0.777667	0
1123	73	0.501	0.506333	0.522333	0.776333	0
1123	74	0.501333	0.505667	0.522333	0.777667	0
1123	75	0.500667	0.504	0.518667	0.766	0
1123	76	0.502	0.506667	0.522333	0.78	0
1123	77	0.501667	0.506333	0.523667	0.780333	0
1123	78	0.500667	0.507	0.521	0.774	0
1123	79	0.501	0.506	0.518667	0.771	0
1123	80	0.501	0.506	0.518	0.770667	0
1123	81	0.501333	0.505667	0.518333	0.771	0
1123	82	0.502667	0.505333	0.514333	0.766	0
1123	83	0.503333	0.505333	0.514	0.765667	0
1123	84	0.502667	0.504667	0.521333	0.774333	0
1123	85	0.501333	0.503667	0.508333	0.735667	0
1123	86	0.501333	0.503333	0.508667	0.736333	0
1123	87	0.501667	0.507333	0.523667	0.780667	0
1123	88	0.501333	0.506	0.523667	0.779667	0
1123	89	0.500667	0.504	0.513667	0.753333	0
1123	90	0.501	0.504667	0.515333	0.765333	0
1123	91	0.500667	0.505333	0.515333	0.764333	0
1123	92	0.501333	0.507	0.515333	0.766667	0
1123	93	0.501667	0.506667	0.521667	0.778	0
1123	94	0.500667	0.507	0.526	0.780667	0
1123	95	0.500667	0.507333	0.520667	0.775	0
1123	96	0.501667	0.505667	0.515	0.766667	0
1123	97	0.502	0.505	0.514333	0.765667	0
1123	98	0.501333	0.506	0.514667	0.765	0
1123	99	0.500667	0.505	0.522667	0.772	0
1123	100	0.501333	0.505	0.517	0.768	0
1124	1	0.500667	0.503333	0.513333	0.739667	0
1124	2	0.500333	0.504333	0.517	0.749667	0
1124	3	0.501333	0.505333	0.521	0.765	0
1124	4	0.501	0.505667	0.514333	0.748	0
1124	5	0.500333	0.505	0.518667	0.760333	0
1124	6	0.502667	0.504333	0.516333	0.753333	0
1124	7	0.500667	0.504	0.52	0.760667	0
1124	8	0.500667	0.504333	0.516333	0.751	0
1124	9	0.501333	0.504	0.516	0.752667	0
1124	10	0.501667	0.507333	0.519333	0.765667	0
1124	11	0.501	0.504	0.511	0.719	0
1124	12	0.501	0.505	0.52	0.764	0
1124	13	0.501	0.505333	0.519333	0.763	0
1124	14	0.502333	0.504	0.512667	0.744	0
1124	15	0.501667	0.504333	0.517333	0.757667	0
1124	16	0.502	0.503667	0.516667	0.753	0
1124	17	0.501	0.503667	0.513667	0.743333	0
1124	18	0.501	0.505333	0.515	0.747333	0
1124	19	0.501	0.506333	0.522333	0.766333	0
1124	20	0.501333	0.504333	0.515667	0.752333	0
1124	21	0.501333	0.504667	0.516	0.753333	0
1124	22	0.503	0.504333	0.510333	0.721333	0
1124	23	0.502333	0.507	0.52	0.765667	0
1124	24	0.501333	0.504	0.513667	0.744	0
1124	25	0.501	0.505333	0.525333	0.766667	0
1124	26	0.502	0.505333	0.519333	0.764667	0
1124	27	0.501333	0.506667	0.526333	0.77	0
1124	28	0.501	0.504333	0.510667	0.719	0
1124	29	0.502667	0.504	0.512333	0.743333	0
1124	30	0.502333	0.503667	0.512667	0.742667	0
1124	31	0.500667	0.504	0.510333	0.716333	0
1124	32	0.501333	0.505333	0.522333	0.766	0
1124	33	0.501	0.503667	0.508667	0.714333	0
1124	34	0.501	0.503333	0.509	0.714333	0
1124	35	0.500667	0.503667	0.512	0.734333	0
1124	36	0.501333	0.506333	0.521333	0.767667	0
1124	37	0.501333	0.504667	0.515	0.751333	0
1124	38	0.500667	0.505	0.52	0.763667	0
1124	39	0.501333	0.504667	0.519333	0.764	0
1124	40	0.501333	0.505333	0.519667	0.764667	0
1124	41	0.500333	0.504	0.511	0.716667	0
1124	42	0.501333	0.503333	0.518	0.752	0
1124	43	0.500667	0.503333	0.513	0.739	0
1124	44	0.500333	0.504333	0.516667	0.749333	0
1124	45	0.501667	0.505333	0.514667	0.748333	0
1124	46	0.500333	0.505333	0.519	0.760667	0
1124	47	0.501333	0.503667	0.515333	0.750667	0
1124	48	0.502	0.506667	0.518333	0.764	0
1124	49	0.501333	0.506	0.518333	0.762333	0
1124	50	0.501	0.506667	0.518667	0.762667	0
1124	51	0.500667	0.503333	0.519333	0.752667	0
1124	52	0.500667	0.503667	0.518667	0.754	0
1124	53	0.501333	0.504667	0.519	0.762333	0
1124	54	0.501333	0.505333	0.519	0.763	0
1124	55	0.501	0.505	0.519333	0.762667	0
1124	56	0.501	0.503667	0.517333	0.751667	0
1124	57	0.502	0.504667	0.515333	0.752667	0
1124	58	0.501	0.503667	0.511	0.717667	0
1124	59	0.501333	0.503333	0.510667	0.718333	0
1124	60	0.502333	0.503667	0.513	0.744	0
1124	61	0.501333	0.503667	0.509333	0.717333	0
1124	62	0.501667	0.503333	0.511	0.718667	0
1124	63	0.500667	0.503667	0.510667	0.715667	0
1124	64	0.500667	0.507	0.520667	0.765	0
1124	65	0.500667	0.506333	0.523	0.765667	0
1124	66	0.501333	0.504333	0.515333	0.751667	0
1124	67	0.500333	0.506667	0.519333	0.762	0
1124	68	0.501	0.506333	0.518	0.761	0
1124	69	0.501333	0.506333	0.518	0.762	0
1124	70	0.501667	0.505	0.52	0.764667	0
1124	71	0.501	0.504	0.510333	0.718	0
1124	72	0.500667	0.504	0.511	0.717667	0
1124	73	0.501667	0.503667	0.511333	0.719667	0
1124	74	0.500667	0.503	0.518	0.751333	1
1124	75	0.501333	0.504333	0.512	0.739	0
1124	76	0.502667	0.504333	0.510667	0.721333	0
1124	77	0.500333	0.507333	0.526	0.763333	0
1124	78	0.500333	0.507667	0.526333	0.764333	0
1124	79	0.502667	0.506333	0.52	0.765333	0
1124	80	0.501667	0.505667	0.526333	0.767667	0
1124	81	0.500667	0.504333	0.518	0.757667	0
1124	82	0.500333	0.504667	0.519667	0.756667	0
1124	83	0.501333	0.507333	0.519333	0.765	0
1124	84	0.502333	0.505	0.519333	0.764667	0
1124	85	0.502333	0.506	0.518667	0.764333	0
1124	86	0.501667	0.505333	0.518667	0.764	0
1124	87	0.501667	0.506333	0.527	0.770333	0
1124	88	0.501333	0.506333	0.526	0.769667	0
1124	89	0.501667	0.505	0.512667	0.742333	0
1124	90	0.502	0.503667	0.508667	0.717	0
1124	91	0.500667	0.505	0.514667	0.747	0
1124	92	0.501333	0.503	0.510667	0.717	0
1124	93	0.502667	0.504333	0.512333	0.743667	0
1124	94	0.502333	0.504	0.512333	0.743	0
1124	95	0.501667	0.503	0.513	0.742667	0
1124	96	0.501667	0.503333	0.513	0.743667	0
1124	97	0.501	0.505333	0.517333	0.758333	0
1124	98	0.500667	0.504	0.508667	0.713333	0
1124	99	0.501333	0.503333	0.508333	0.713	0
1124	100	0.501	0.508	0.523	0.766667	0
1125	1	0.501333	0.503333	0.508667	0.709	0
1125	2	0.501667	0.505333	0.522667	0.739667	0
1125	3	0.501333	0.503333	0.515667	0.715	0
1125	4	0.500667	0.505667	0.523	0.738	0
1125	5	0.501667	0.506	0.525667	0.747333	0
1125	6	0.501333	0.503667	0.508333	0.709	0
1125	7	0.501333	0.505667	0.516667	0.736333	0
1125	8	0.501	0.504333	0.525	0.740667	0
1125	9	0.501333	0.505	0.515	0.723333	0
1125	10	0.501333	0.505333	0.526	0.747	0
1125	11	0.501333	0.507	0.523667	0.743667	0
1125	12	0.500667	0.505333	0.522333	0.736333	0
1125	13	0.502333	0.504333	0.516	0.735333	0
1125	14	0.501	0.503667	0.524667	0.738	0
1125	15	0.501333	0.504667	0.518667	0.737	0
1125	16	0.501333	0.506	0.510333	0.718333	0
1125	17	0.501667	0.505	0.511333	0.72	0
1125	18	0.501667	0.506667	0.524667	0.745333	0
1125	19	0.501	0.506333	0.522333	0.739	0
1125	20	0.500667	0.505333	0.522667	0.737333	0
1125	21	0.501	0.504	0.508667	0.709333	0
1125	22	0.501	0.503667	0.509	0.708333	0
1125	23	0.503	0.507	0.520333	0.740333	0
1125	24	0.501	0.509333	0.526667	0.751	0
1125	25	0.501	0.503667	0.509333	0.708667	0
1125	26	0.501	0.505667	0.525667	0.744333	0
1125	27	0.502333	0.507	0.523	0.744333	0
1125	28	0.501667	0.507333	0.525667	0.748333	0
1125	29	0.500667	0.505	0.512	0.713	0
1125	30	0.500667	0.504	0.511333	0.711667	0
1125	31	0.502	0.506333	0.523333	0.742	0
1125	32	0.502	0.508667	0.529333	0.754	0
1125	33	0.501333	0.508333	0.529	0.753	0
1125	34	0.501333	0.507	0.523333	0.743	0
1125	35	0.501	0.505667	0.527333	0.747	0
1125	36	0.501333	0.505333	0.527	0.748333	0
1125	37	0.501667	0.507667	0.522667	0.743667	0
1125	38	0.501667	0.508	0.523	0.744333	0
1125	39	0.501	0.504333	0.510667	0.718	0
1125	40	0.501333	0.504333	0.511333	0.718333	0
1125	41	0.501	0.504333	0.511667	0.719667	0
1125	42	0.502333	0.505	0.523333	0.739667	0
1125	43	0.501667	0.503333	0.515333	0.714333	0
1125	44	0.502	0.507333	0.527333	0.751	0
1125	45	0.501667	0.506	0.525333	0.746667	0
1125	46	0.501333	0.504	0.508	0.708667	0
1125	47	0.502	0.505333	0.516667	0.736667	0
1125	48	0.500667	0.505	0.516333	0.735	0
1125	49	0.501	0.504333	0.517333	0.734667	0
1125	50	0.501333	0.506667	0.526	0.748	0
1125	51	0.500667	0.504333	0.513	0.719667	0
1125	52	0.501	0.504667	0.510333	0.717	0
1125	53	0.501333	0.504333	0.510333	0.716667	0
1125	54	0.501	0.504667	0.524	0.737667	0
1125	55	0.501333	0.504	0.524667	0.74	0
1125	56	0.501333	0.504667	0.51	0.716667	0
1125	57	0.501333	0.505	0.514667	0.723	0
1125	58	0.501333	0.505333	0.514333	0.722	0
1125	59	0.500667	0.505	0.515333	0.720333	0
1125	60	0.501	0.504	0.515667	0.719667	0
1125	61	0.501	0.505667	0.527	0.746333	0
1125	62	0.501333	0.503667	0.511667	0.712667	0
1125	63	0.501667	0.506333	0.517667	0.737667	0
1125	64	0.501333	0.504333	0.518667	0.736667	1
1125	65	0.501667	0.505	0.518667	0.737667	0
1125	66	0.500667	0.506333	0.524333	0.740333	0
1125	67	0.501333	0.504333	0.523667	0.738	0
1125	68	0.501	0.506	0.525667	0.746	0
1125	69	0.501	0.506	0.522	0.737333	0
1125	70	0.502	0.506333	0.521	0.741333	0
1125	71	0.501333	0.509333	0.526333	0.75	0
1125	72	0.501	0.509	0.526667	0.75	0
1125	73	0.501	0.503333	0.51	0.709	0
1125	74	0.500667	0.504	0.51	0.708333	0
1125	75	0.502	0.506333	0.517333	0.737667	0
1125	76	0.501	0.507	0.526667	0.749667	0
1125	77	0.501	0.505333	0.525333	0.742667	0
1125	78	0.501	0.506	0.525333	0.743667	0
1125	79	0.501333	0.505333	0.524	0.742333	0
1125	80	0.500667	0.506333	0.522333	0.737667	0
1125	81	0.501333	0.506333	0.521333	0.738667	0
1125	82	0.501667	0.508	0.528333	0.752	0
1125	83	0.501667	0.508333	0.527667	0.751333	0
1125	84	0.501	0.508	0.528	0.751	0
1125	85	0.501	0.505333	0.516	0.731667	0
1125	86	0.501667	0.504333	0.517667	0.737	0
1125	87	0.501333	0.504333	0.513667	0.720667	0
1125	88	0.501333	0.504	0.513667	0.719667	0
1125	89	0.501333	0.505	0.509	0.714	0
1125	90	0.501	0.503667	0.512333	0.710333	0
1125	91	0.500667	0.504333	0.511	0.710333	0
1125	92	0.501333	0.505333	0.523	0.740333	0
1125	93	0.501667	0.504	0.510667	0.717333	0
1125	94	0.502	0.504333	0.509667	0.713333	0
1125	95	0.501667	0.509	0.529333	0.754	0
1125	96	0.502667	0.508667	0.530333	0.754333	0
1125	97	0.501667	0.508333	0.528667	0.752667	0
1125	98	0.500667	0.505333	0.516	0.721333	0
1125	99	0.502333	0.506667	0.524333	0.744667	0
1125	100	0.501667	0.507333	0.522333	0.741333	0
1126	1	0.500667	0.504	0.513667	0.749333	0
1126	2	0.500667	0.506333	0.523	0.765667	0
1126	3	0.501	0.505667	0.522333	0.764333	0
1126	4	0.500667	0.506333	0.520667	0.764667	0
1126	5	0.501	0.505667	0.520333	0.763333	0
1126	6	0.500667	0.504	0.521333	0.757667	0
1126	7	0.501333	0.507333	0.521	0.766333	0
1126	8	0.500667	0.505333	0.514333	0.75	0
1126	9	0.500667	0.504333	0.516	0.750667	1
1126	10	0.502	0.507667	0.518	0.757667	0
1126	11	0.501	0.505333	0.521	0.762667	0
1126	12	0.501667	0.504	0.510667	0.74	0
1126	13	0.501	0.503667	0.512333	0.741	0
1126	14	0.500667	0.505667	0.520667	0.761667	0
1126	15	0.501333	0.506333	0.522333	0.766667	0
1126	16	0.501333	0.505667	0.519	0.759667	0
1126	17	0.500667	0.504	0.513333	0.748	0
1126	18	0.500667	0.506333	0.524	0.766333	0
1126	19	0.501	0.507667	0.516667	0.753333	0
1126	20	0.502333	0.508	0.517667	0.757667	0
1126	21	0.502667	0.505	0.517333	0.756667	0
1126	22	0.502667	0.506	0.513333	0.753	0
1126	23	0.501	0.504	0.518667	0.753	0
1126	24	0.500667	0.507667	0.522667	0.765333	0
1126	25	0.501	0.506333	0.524333	0.767	0
1126	26	0.501333	0.505667	0.523	0.766	0
1126	27	0.501333	0.506667	0.521	0.766	0
1126	28	0.501667	0.503667	0.512667	0.748667	0
1126	29	0.501667	0.504333	0.519333	0.755667	0
1126	30	0.502	0.505667	0.513333	0.751333	0
1126	31	0.500667	0.503333	0.509667	0.707667	0
1126	32	0.502	0.504	0.518333	0.754667	0
1126	33	0.502667	0.504333	0.508	0.696	0
1126	34	0.502333	0.504333	0.508333	0.697667	0
1126	35	0.501	0.506333	0.522667	0.766	0
1126	36	0.502333	0.504333	0.514667	0.753667	0
1126	37	0.502333	0.504667	0.515667	0.754667	0
1126	38	0.501333	0.505	0.523667	0.762667	0
1126	39	0.500667	0.506667	0.523667	0.766333	0
1126	40	0.501667	0.508	0.521	0.767	0
1126	41	0.501	0.506	0.522	0.764333	0
1126	42	0.501	0.506	0.52	0.763667	0
1126	43	0.500667	0.504667	0.520667	0.756667	0
1126	44	0.500667	0.504	0.521	0.756333	0
1126	45	0.501667	0.503333	0.519333	0.752667	0
