OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.502333	0.506333	0.515667	0.546667	0.682	0
0.502667	0.506333	0.516	0.543667	0.681333	0
0.501667	0.505667	0.515333	0.543667	0.680333	0
0.502	0.506333	0.516333	0.543333	0.680667	0
0.502333	0.505667	0.516333	0.544	0.680667	0
0.501667	0.505	0.516333	0.543333	0.679	0
0.501333	0.506	0.516	0.543667	0.679	0
0.502	0.507333	0.516	0.542	0.679333	0
0.501333	0.507	0.517667	0.547	0.692333	0
0.501667	0.507	0.518667	0.547667	0.694	0
0.501333	0.506667	0.517667	0.547333	0.693333	0
0.503667	0.508	0.517667	0.543333	0.689	0
0.503333	0.508333	0.517667	0.544333	0.691	0
0.503	0.508667	0.517667	0.544333	0.691	0
0.502667	0.508333	0.519333	0.543	0.688	0
0.502667	0.508667	0.517333	0.543333	0.689	0
0.502	0.507333	0.517667	0.543333	0.687333	0
0.502	0.507333	0.518	0.545333	0.688667	0
0.501667	0.509333	0.517	0.546667	0.687	0
0.501667	0.507	0.519	0.545	0.687667	0
0.502333	0.507	0.517333	0.545333	0.690667	0
0.501667	0.507667	0.518333	0.544	0.688	0
0.502	0.508	0.518667	0.544667	0.691667	0
0.501667	0.508	0.518667	0.544333	0.690333	0
0.502333	0.508	0.518333	0.544	0.689333	0
0.502	0.508667	0.517667	0.544667	0.690333	0
0.501667	0.507333	0.518333	0.545667	0.694	0
0.501667	0.509	0.518333	0.542667	0.687333	0
0.501333	0.507333	0.517667	0.545	0.686333	0
0.501667	0.507667	0.517667	0.544333	0.686667	0
0.502	0.507667	0.518	0.542667	0.685	0
0.501667	0.507667	0.517667	0.543333	0.686	0
0.501333	0.508	0.519333	0.544	0.686667	0
0.502333	0.507667	0.519333	0.544333	0.689333	0
0.501667	0.507333	0.519333	0.545	0.690667	0
0.502333	0.507	0.519667	0.543	0.686667	0
0.501667	0.506667	0.519333	0.545333	0.687667	0
0.501333	0.505667	0.519	0.546	0.686667	0
0.501667	0.505333	0.518	0.545667	0.685	0
0.501333	0.505333	0.52	0.545333	0.685667	0
0.501333	0.505333	0.518667	0.545667	0.686333	0
0.502	0.505333	0.518667	0.545667	0.687667	0
0.501667	0.505667	0.519	0.544667	0.687333	0
0.501667	0.506333	0.518333	0.545333	0.686667	0
0.501667	0.505333	0.517333	0.546	0.687333	0
0.501667	0.507	0.521667	0.546	0.691	0
0.501333	0.506333	0.521	0.547	0.690667	0
0.502	0.508	0.518333	0.546	0.696333	1
0.502	0.508	0.519667	0.545667	0.694333	0
0.502333	0.508333	0.518667	0.545333	0.693667	0
0.503	0.507667	0.519	0.545333	0.694	0
0.503	0.507333	0.518667	0.545	0.693667	0
0.502667	0.507333	0.518333	0.545	0.693333	0
0.502667	0.507333	0.519667	0.546	0.695333	0
0.502	0.506667	0.518	0.547	0.692667	0
0.502667	0.506	0.519333	0.545	0.691667	0
0.502333	0.507	0.518333	0.545	0.691333	0
0.502667	0.506333	0.518667	0.547333	0.694	0
0.502667	0.506	0.517333	0.548667	0.69	0
0.502	0.506333	0.519667	0.547667	0.694	0
0.502333	0.506333	0.518667	0.547	0.693667	0
0.502667	0.506667	0.520667	0.547667	0.697	0
0.503	0.507	0.519667	0.548333	0.698	0
0.502667	0.507333	0.520333	0.548	0.697	0
0.502667	0.506667	0.518667	0.547333	0.695667	0
0.502667	0.506333	0.519667	0.547	0.694	0
0.503333	0.507	0.518333	0.549	0.695	0
0.502	0.507333	0.518667	0.548667	0.696333	0
0.503333	0.506333	0.517667	0.546	0.689	0
0.502667	0.506667	0.517667	0.545	0.691	0
0.502333	0.506667	0.517667	0.546	0.689667	0
0.502	0.506	0.518	0.547	0.689667	0
0.503	0.506333	0.517333	0.547667	0.692667	0
0.502	0.506333	0.518667	0.548	0.694	0
0.502333	0.505667	0.518333	0.546667	0.692667	0
0.502	0.505667	0.518333	0.547	0.691	0
0.501	0.505	0.521	0.549	0.678	0
0.500667	0.505333	0.521333	0.547	0.679333	0
0.501	0.505	0.523	0.548	0.681	0
0.501667	0.504667	0.523	0.547	0.679667	0
0.503	0.504667	0.520667	0.548	0.677	0
0.502	0.507667	0.523	0.542	0.686333	0
0.501667	0.507	0.523333	0.543	0.687333	0
0.502	0.507333	0.523333	0.543333	0.687667	0
0.502	0.506333	0.519333	0.541333	0.683333	0
0.502667	0.507333	0.519667	0.540333	0.684	0
0.503	0.507333	0.520667	0.541667	0.688333	0
0.503667	0.507	0.520667	0.541333	0.687	0
0.504	0.508333	0.521333	0.542667	0.688667	0
0.502667	0.506	0.518333	0.540333	0.683333	0
0.502333	0.506	0.519667	0.541333	0.686	0
0.503	0.506333	0.518667	0.540667	0.684	0
0.503	0.506	0.519333	0.541	0.685	0
0.502667	0.507	0.519	0.541667	0.686	0
0.502	0.506667	0.519333	0.541667	0.686	0
0.501333	0.509333	0.517	0.543667	0.682667	0
0.501333	0.508	0.515667	0.543667	0.680333	0
0.501333	0.506667	0.516667	0.541667	0.680333	0
0.501	0.506667	0.517333	0.541667	0.679333	0
0.500667	0.506333	0.516333	0.544333	0.680333	0
