OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500667	0.502667	0.892667	0
0.500667	0.504333	0.894667	0
0.5	0.509333	0.903333	0
0.5	0.506667	0.894667	0
0.500667	0.507	0.901667	0
0.501333	0.506	0.901	0
0.500333	0.505	0.894667	0
0.501333	0.503667	0.894667	0
0.500667	0.503333	0.894333	0
0.500333	0.502667	0.892333	0
0.501	0.506667	0.901	0
0.501667	0.505667	0.901	0
0.500333	0.506667	0.899	0
0.500667	0.504667	0.895667	0
0.501333	0.506667	0.904	1
0.501	0.502667	0.893	0
0.501333	0.505667	0.897667	0
0.501667	0.507667	0.905	0
0.500333	0.507667	0.900333	0
0.500333	0.508	0.904	0
0.500667	0.503	0.893667	0
0.502333	0.507667	0.905667	0
0.501667	0.506333	0.903	0
0.501333	0.508667	0.905333	0
0.500333	0.503333	0.893	0
0.501333	0.509333	0.906	0
0.501667	0.508667	0.906	0
0.500667	0.505333	0.896333	0
0.500333	0.503667	0.893333	0
0.501	0.507667	0.904333	0
0.500667	0.510333	0.906667	0
0.501333	0.511	0.907	0
0.501	0.504333	0.895	0
0.500333	0.505667	0.896	0
0.501333	0.509667	0.906667	0
0.500667	0.505667	0.896667	0
0.500333	0.506333	0.897333	0
0.500667	0.509	0.905	0
0.501	0.507333	0.903667	0
0.500333	0.510667	0.905667	0
0.500333	0.51	0.904667	0
0.502	0.508333	0.906	0
