OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501333	0.505333	0.520333	0.764	0
0.501333	0.507667	0.522333	0.766667	0
0.502	0.504667	0.516333	0.758333	0
0.500667	0.503333	0.523333	0.759667	0
0.502333	0.504	0.527	0.765333	0
0.502	0.504667	0.522667	0.765667	0
0.501333	0.503667	0.517667	0.759333	0
0.503333	0.511	0.528	0.776	0
0.501	0.504667	0.524	0.767667	0
0.503333	0.509333	0.527667	0.773667	0
0.501667	0.504667	0.520333	0.763	0
0.501333	0.503667	0.522	0.761333	0
0.503	0.510333	0.525667	0.773333	0
0.501333	0.508	0.522	0.765667	0
0.501667	0.502667	0.524	0.756667	0
0.502667	0.511	0.527333	0.775667	0
0.503333	0.509667	0.525333	0.770667	0
0.503	0.51	0.527667	0.773667	0
0.502	0.504333	0.512333	0.753667	0
0.502667	0.505	0.516667	0.758667	0
0.502333	0.506333	0.518667	0.762667	0
0.501333	0.503	0.512333	0.751333	0
0.501333	0.508333	0.529667	0.769	0
0.501667	0.505667	0.523333	0.768	0
0.501333	0.503	0.525	0.758667	0
0.502	0.507667	0.522	0.765333	0
0.502333	0.508333	0.521333	0.766333	0
0.501667	0.504	0.517333	0.760333	0
0.501333	0.504	0.514333	0.755667	0
0.500667	0.503333	0.517	0.755	0
0.501667	0.504	0.513333	0.753	0
0.502	0.506	0.521333	0.764667	0
0.501	0.507667	0.523	0.766333	0
0.501667	0.504667	0.516333	0.758	0
0.502333	0.505333	0.516	0.757667	0
0.501	0.503	0.523333	0.758333	0
0.500667	0.505	0.514	0.753333	0
0.501	0.504333	0.514	0.754	0
0.501333	0.505667	0.519333	0.763333	0
0.501667	0.503333	0.515	0.755333	0
0.501667	0.503667	0.515	0.756333	0
0.502	0.504	0.528	0.764667	0
0.501333	0.503333	0.517667	0.759	0
0.501	0.503667	0.514667	0.755	0
0.501333	0.504333	0.515	0.756667	0
0.503333	0.51	0.526667	0.775	0
0.501	0.505	0.524	0.768	0
0.500667	0.504667	0.518667	0.760333	0
0.500667	0.506	0.518333	0.761	0
0.503333	0.509667	0.527333	0.772333	0
0.501667	0.504333	0.517667	0.761667	0
0.502667	0.510667	0.525667	0.772667	0
0.502	0.505667	0.523333	0.768667	0
0.501333	0.502333	0.524667	0.757	0
0.501	0.502333	0.525333	0.755667	0
0.501	0.503333	0.518	0.759	0
0.501667	0.507667	0.528333	0.770667	0
0.502667	0.508	0.527667	0.771	0
0.502	0.508333	0.521	0.765	0
0.501333	0.504667	0.517333	0.760667	0
0.501333	0.504	0.518667	0.76	0
0.502	0.503667	0.514333	0.754667	0
0.500667	0.503667	0.515667	0.757	0
0.501333	0.503	0.522	0.755333	1
0.500667	0.509333	0.522667	0.764667	0
0.502	0.505667	0.521	0.764333	0
0.502	0.506667	0.521	0.764667	0
0.501667	0.505	0.52	0.762667	0
0.501333	0.504667	0.522	0.762333	0
0.501	0.503667	0.522333	0.76	0
0.503333	0.51	0.525667	0.772333	0
0.502667	0.510333	0.526	0.772333	0
0.503333	0.51	0.526333	0.772667	0
0.503	0.509667	0.526667	0.771	0
0.502	0.510667	0.527333	0.771	0
0.502667	0.51	0.526667	0.772	0
0.500667	0.504333	0.512	0.750667	0
0.502667	0.511333	0.527333	0.776667	0
0.502333	0.510667	0.527	0.775	0
0.500333	0.505	0.523	0.764667	0
0.501333	0.504333	0.523333	0.765333	0
0.500667	0.504667	0.523667	0.765667	0
0.502667	0.505667	0.524333	0.769333	0
0.503333	0.509333	0.527333	0.772	0
0.503	0.509667	0.527333	0.772	0
0.503	0.509667	0.525667	0.770333	0
0.501667	0.504667	0.523	0.763667	0
0.501667	0.504	0.511	0.751667	0
0.503	0.510667	0.526	0.775333	0
0.502667	0.505333	0.526667	0.770667	0
0.502	0.505	0.527	0.770333	0
0.502	0.505333	0.527333	0.770667	0
0.501	0.503	0.512333	0.750667	0
0.502667	0.511333	0.525	0.772333	0
0.502667	0.512	0.525333	0.772667	0
0.503	0.511	0.525333	0.772	0
0.501333	0.505667	0.523333	0.766	0
0.502667	0.506667	0.522667	0.766	0
0.501667	0.507	0.522	0.764333	0
0.501	0.504333	0.515	0.755333	0
