OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.501667	0.84	0
0.5	0.505667	0.877667	0
0.500333	0.502	0.864	0
0.500333	0.503333	0.871667	0
0.500333	0.504	0.877333	0
0.500333	0.503	0.869333	0
0.502	0.503	0.877667	0
0.500667	0.502667	0.868667	0
0.500667	0.503	0.874667	0
0.500333	0.514	0.890667	0
0.500333	0.507	0.883333	0
0.500333	0.502333	0.867667	0
0.500667	0.502	0.865667	0
0.500667	0.504	0.880667	0
0.500667	0.505	0.881	0
0.500333	0.508	0.885667	0
0.501333	0.506333	0.885333	0
0.501333	0.512667	0.887667	0
0.500333	0.505667	0.881667	0
0.500667	0.511	0.887333	0
0.500667	0.507333	0.886	0
0.501	0.514	0.891333	0
0.501667	0.502667	0.876333	0
0.501667	0.504	0.882667	0
0.500667	0.506667	0.883667	0
0.501	0.502667	0.872667	0
0.501	0.507667	0.886667	1
0.501667	0.514333	0.891667	0
0.500667	0.506333	0.883	0
0.501	0.502333	0.868333	0
0.500333	0.501667	0.840667	0
0.500667	0.513333	0.89	0
0.500333	0.513667	0.89	0
0.501	0.513333	0.890333	0
0.501333	0.504	0.882333	0
0.500667	0.503667	0.879333	0
0.500667	0.503333	0.878667	0
0.502	0.503333	0.882667	0
0.501333	0.503	0.877	0
0.500333	0.503667	0.876333	0
0.500667	0.514333	0.891333	0
0.500333	0.504667	0.878	0
0.501	0.502	0.867	0
0.501667	0.503667	0.882	0
0.502333	0.504	0.883	0
0.501333	0.502667	0.875	0
0.501	0.507333	0.886333	0
0.500333	0.504333	0.877667	0
0.501333	0.515	0.893333	0
0.501	0.515	0.892	0
0.501333	0.514667	0.893	0
0.501	0.506667	0.885333	0
0.500667	0.510667	0.887	0
0.501333	0.502333	0.871667	0
0.501	0.503	0.876	0
0.501	0.505667	0.884667	0
0.501	0.505333	0.883	0
0.501667	0.515333	0.893667	0
