OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.502333	0.828333	0
0.500667	0.502333	0.829333	0
0.501	0.503333	0.853667	0
0.500333	0.504	0.863	0
0.500333	0.508	0.889333	0
0.500333	0.505333	0.882	0
0.500333	0.514667	0.901667	0
0.500333	0.508667	0.892667	0
0.500333	0.515	0.902333	0
0.500333	0.514	0.901333	0
0.500667	0.503667	0.854667	0
0.500667	0.513333	0.901667	0
0.500333	0.505667	0.883333	0
0.501	0.509667	0.896	0
0.500333	0.513	0.900333	0
0.500667	0.505333	0.885	0
0.501	0.507	0.892667	0
0.500333	0.504667	0.863667	0
0.500333	0.508333	0.891667	0
0.500667	0.508333	0.892333	0
0.500667	0.510333	0.897	0
0.500667	0.504667	0.867333	0
0.501	0.504333	0.866333	0
0.500667	0.514667	0.903	0
0.500667	0.505667	0.885333	0
0.500667	0.503	0.853	0
0.500667	0.504333	0.865667	0
0.501333	0.513	0.904667	0
0.500667	0.507333	0.891	0
0.503	0.511333	0.902667	0
0.501	0.511	0.901	0
0.500333	0.507667	0.888	0
0.500667	0.509667	0.894	0
0.501667	0.512333	0.904333	0
0.501	0.513667	0.903	0
0.501	0.509333	0.895333	0
0.501667	0.505333	0.885667	0
0.502667	0.511333	0.902333	0
0.501333	0.507	0.894333	0
0.500667	0.502667	0.851667	0
0.500333	0.513667	0.901	0
0.500667	0.514	0.902	0
0.501	0.508333	0.894667	0
0.500667	0.511333	0.901	0
0.501667	0.508333	0.895667	0
0.501667	0.506	0.888	0
0.501	0.510333	0.899667	1
0.501	0.511667	0.901667	0
0.500333	0.511667	0.899	0
0.500667	0.506	0.885667	0
0.500667	0.504	0.865333	0
0.501	0.512667	0.902333	0
0.500667	0.51	0.895667	0
0.500667	0.507	0.889	0
0.501333	0.512	0.903667	0
0.502	0.508	0.896	0
0.500667	0.512	0.901333	0
0.502	0.511667	0.903	0
0.500333	0.502	0.827667	0
0.500333	0.510667	0.896	0
0.501	0.507333	0.894	0
0.502	0.506333	0.892667	0
0.501333	0.508	0.895	0
0.501	0.502667	0.852333	0
0.501333	0.512667	0.904	0
0.500667	0.510667	0.9	0
0.501	0.512333	0.902	0
0.501	0.506667	0.889333	0
0.501333	0.506667	0.892667	0
0.502333	0.507667	0.895	0
0.501333	0.510667	0.900333	0
0.501	0.505667	0.886	0
0.500333	0.512	0.899667	0
0.502	0.507667	0.894667	0
0.501	0.502333	0.851667	0
0.500667	0.505	0.881	0
0.501333	0.511667	0.902333	0
0.500667	0.507667	0.891667	0
