OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.536667	0.851667	0
0.5	0.513	0.820333	0
0.5	0.506667	0.807	0
0.500333	0.54	0.857333	0
0.500667	0.502	0.801667	0
0.500333	0.534	0.848667	0
0.500667	0.508	0.812667	0
0.500333	0.508333	0.813	0
0.500333	0.505667	0.806	0
0.5	0.508	0.809333	0
0.500333	0.510667	0.820333	0
0.500333	0.509333	0.815	0
0.500667	0.513333	0.824333	0
0.500333	0.504	0.804667	0
0.500333	0.518333	0.830333	0
0.500667	0.502667	0.804	0
0.500667	0.501	0.798	0
0.500333	0.531333	0.846333	0
0.500333	0.538333	0.854667	0
0.501	0.511	0.821667	0
0.500333	0.506	0.807333	0
0.501667	0.522	0.835333	0
0.5	0.524667	0.836333	0
0.500333	0.530333	0.844667	0
0.500667	0.526	0.841333	0
0.501667	0.505667	0.809667	0
0.500667	0.503333	0.806333	0
0.500333	0.523	0.835667	0
0.500333	0.527	0.842333	0
0.501	0.535	0.852333	0
0.500333	0.520333	0.831333	0
0.501	0.523333	0.836667	0
0.5	0.502	0.798667	0
0.501	0.507333	0.810667	0
0.500667	0.507333	0.810333	0
0.501	0.503	0.805333	0
0.501667	0.535667	0.854	0
0.500333	0.518	0.829667	0
0.502	0.512667	0.825	0
0.500333	0.525	0.838	0
0.500333	0.537	0.853	0
0.500333	0.538	0.854	0
0.501	0.522667	0.835667	0
0.501333	0.502	0.802	0
0.501	0.539667	0.858	0
0.501667	0.512333	0.824	0
0.501333	0.537333	0.856333	0
0.501	0.52	0.832333	0
0.5	0.537333	0.853667	0
0.501	0.522333	0.835333	0
0.500333	0.501667	0.799	0
0.500333	0.526667	0.841667	0
0.502	0.532	0.848667	0
0.503667	0.512333	0.825	0
0.502	0.531333	0.848	0
0.501667	0.521	0.834	0
0.501667	0.523333	0.837	0
0.501	0.521667	0.834333	0
0.500333	0.536	0.851333	0
0.500333	0.511667	0.821	0
0.500667	0.525	0.839	0
0.500667	0.535	0.852	0
0.500333	0.522333	0.834333	0
0.501333	0.514	0.827333	0
0.503	0.535667	0.854667	0
0.500667	0.508667	0.817667	0
0.500667	0.542	0.861	0
0.501667	0.532667	0.850667	0
0.500667	0.521667	0.834	0
0.500333	0.518667	0.830667	0
0.500667	0.513667	0.826	0
0.500667	0.528333	0.844333	0
0.502	0.537667	0.857	0
0.500333	0.509667	0.818667	0
0.500333	0.513	0.823667	0
0.501	0.532667	0.847667	0
0.500333	0.501333	0.797	0
0.500333	0.523333	0.836	0
0.500667	0.524667	0.838	0
0.501	0.538	0.856333	0
0.503333	0.512333	0.824333	0
0.500333	0.525333	0.839333	0
0.500333	0.527667	0.843667	0
0.5	0.535333	0.850667	0
0.502	0.533	0.851667	0
0.502	0.532667	0.851	0
0.501	0.518667	0.831667	0
0.501	0.524667	0.838333	0
0.500667	0.527333	0.843667	1
0.501	0.527667	0.844	0
0.500333	0.541333	0.859667	0
0.501	0.541667	0.861	0
0.500333	0.522	0.833333	0
0.500667	0.514	0.827	0
0.501333	0.539667	0.858333	0
0.500333	0.521	0.832333	0
0.500333	0.53	0.844333	0
0.500333	0.510333	0.82	0
0.501667	0.512667	0.824333	0
0.5	0.507	0.807333	0
0.504	0.512	0.824333	0
0.500667	0.539	0.855667	0
0.501333	0.506	0.809333	0
0.502	0.537	0.856667	0
0.503333	0.512	0.823	0
0.501333	0.537667	0.856667	0
0.500667	0.519333	0.831333	0
0.500333	0.526	0.840333	0
0.500667	0.505667	0.806667	0
0.501667	0.521333	0.834667	0
0.500667	0.517667	0.831	0
0.502333	0.531667	0.848667	0
0.501	0.537667	0.856	0
0.500333	0.525667	0.839667	0
0.502667	0.531	0.849	0
0.500667	0.54	0.858333	0
0.501667	0.525333	0.840333	0
0.500333	0.503333	0.802667	0
0.501	0.536333	0.854333	0
0.500667	0.536	0.854	0
0.500667	0.503	0.804333	0
0.501	0.530667	0.845667	0
0.502667	0.535333	0.854	0
0.501667	0.537	0.856333	0
0.500333	0.533333	0.848333	0
0.500667	0.521	0.833	0
0.501333	0.513333	0.826	0
0.501333	0.534	0.852	0
0.501667	0.536667	0.856	0
0.500667	0.52	0.832	0
0.500667	0.511333	0.822	0
0.500333	0.512333	0.823	0
0.501	0.520333	0.833333	0
0.500333	0.516	0.829333	0
0.500667	0.515667	0.83	0
0.500667	0.533333	0.849	0
0.500667	0.534667	0.850333	0
0.500667	0.509333	0.818	0
0.500333	0.531	0.846	0
0.500667	0.542333	0.861667	0
