OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.502333	0.84	0
0.500667	0.506667	0.888667	0
0.500333	0.504333	0.878	0
0.500333	0.506	0.883333	0
0.501	0.502	0.84	0
0.500667	0.504333	0.883	0
0.501667	0.507	0.891	0
0.502	0.502667	0.845333	0
0.501	0.505667	0.886	0
0.500667	0.508	0.890667	0
0.500333	0.508	0.888333	0
0.500333	0.507	0.887	0
0.500333	0.502667	0.841	0
0.500333	0.504667	0.879	0
0.501	0.509	0.896667	0
0.500667	0.502667	0.843333	0
0.501333	0.508667	0.895333	0
0.500667	0.507	0.889	0
0.500333	0.504	0.877333	0
0.501	0.508333	0.894667	0
0.500667	0.509	0.894667	0
0.500667	0.505667	0.885	0
0.500333	0.507333	0.887667	0
0.501333	0.508	0.894	0
0.500667	0.502333	0.840333	0
0.500667	0.502	0.838667	0
0.501667	0.512667	0.904	0
0.500333	0.505	0.882333	0
0.501333	0.512333	0.903667	0
0.500667	0.508333	0.893667	0
0.502667	0.509667	0.9	0
0.501333	0.513667	0.904667	0
0.501	0.506333	0.89	0
0.500333	0.506667	0.884667	0
0.500333	0.514	0.901	0
0.501	0.51	0.898667	0
0.500667	0.509667	0.896667	0
0.501	0.512333	0.903333	0
0.500333	0.508667	0.893	0
0.501	0.512	0.902333	0
0.500667	0.511333	0.9	0
0.501	0.514333	0.904333	0
0.501	0.506	0.889333	0
0.502	0.512	0.903333	0
0.501	0.504	0.878	0
0.501333	0.503667	0.874333	0
0.500333	0.51	0.894	0
0.503	0.513667	0.905	0
0.500667	0.509333	0.895333	0
0.500333	0.509333	0.893333	0
0.501333	0.512	0.902667	0
0.500667	0.508667	0.894333	0
0.502	0.509333	0.898667	0
0.500333	0.511	0.899	0
0.502	0.51	0.901333	1
0.501333	0.513333	0.904	0
0.502333	0.514	0.905	0
0.501333	0.510333	0.900667	0
0.501667	0.502667	0.844	0
0.500333	0.508333	0.888667	0
0.501333	0.514333	0.905	0
0.500333	0.511667	0.899667	0
0.501	0.513333	0.903667	0
0.501333	0.506	0.89	0
0.501333	0.507	0.890667	0
0.500667	0.512667	0.901667	0
0.500667	0.511	0.899667	0
0.501	0.511667	0.901667	0
0.503667	0.513667	0.905667	0
0.501333	0.51	0.9	0
0.501667	0.513	0.904333	0
0.501667	0.512	0.903	0
0.500667	0.510333	0.899333	0
0.502667	0.510667	0.901667	0
0.501	0.510667	0.899667	0
0.501333	0.503	0.844667	0
0.501	0.503667	0.844	0
0.501	0.505333	0.883333	0
0.501667	0.513333	0.904667	0
0.500333	0.513667	0.9	0
0.502333	0.509333	0.899	0
0.501	0.508	0.893333	0
0.501	0.508667	0.895	0
0.501	0.509667	0.897	0
0.501667	0.506333	0.890333	0
0.501333	0.505333	0.884667	0
0.501333	0.506667	0.890333	0
0.503333	0.513667	0.905333	0
0.501333	0.509667	0.898667	0
