Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
525	29	0.509667	0.515667	0.654333	0.666722288784212	1.77274334595108	0
525	30	0.509	0.517333	0.655667	0.757693277323836	1.97044307484598	0
525	31	0.509	0.516333	0.655	0.752311411253825	2.05523293367552	0
525	32	0.509	0.517	0.652667	0.755117058043251	1.86636802774902	0
525	33	0.508667	0.516667	0.655333	0.752311411253825	2.05092247643358	0
525	34	0.505333	0.509333	0.669	2.08760086212295	7.72450550815009	0
525	35	0.505667	0.509333	0.665667	2.08894189627257	7.46530708945835	0
525	36	0.501333	0.508667	0.660333	3.25664877627283	12.4392841978643	0
525	37	0.508	0.513667	0.669	1.34477835404186	4.41782091251876	0
525	38	0.507667	0.513333	0.668	1.23059696747409	4.27187241694926	0
525	39	0.508333	0.514	0.67	1.29066666666667	4.27079480715978	0
525	40	0.508333	0.513667	0.669667	1.29066666666667	4.39738239465248	0
525	41	0.509	0.513333	0.668333	1.29051481545601	4.13285164298814	0
525	42	0.508667	0.515333	0.654	0.586251885443157	1.93996268033839	0
525	43	0.508333	0.515333	0.655	0.755117058043251	2.37111257128572	0
525	44	0.51	0.516	0.655333	0.77040085386117	2.0483483764557	0
525	45	0.510333	0.516	0.656	0.682221334076331	2.13983996002073	0
525	46	0.507333	0.513	0.672333	2.56134599255769	8.61306530237973	0
525	47	0.506667	0.511667	0.671667	2.7287063685719	8.91158673557731	0
525	48	0.502333	0.507	0.662667	3.5907945395184	12.9794446030483	0
525	49	0.506	0.509667	0.67	2.39263239114584	8.18114555884858	0
525	50	0.505333	0.510333	0.66	1.94395372825478	7.31411274744714	0
525	51	0.505667	0.511	0.661667	1.94173328375841	7.0444996259194	0
525	52	0.504333	0.508667	0.657	2.72979534391427	7.97685299753898	0
525	53	0.503667	0.509333	0.659	2.9025980203384	8.58051092355987	0
525	54	0.504333	0.51	0.659	2.56261383373031	8.08341444257792	0
525	55	0.504667	0.509667	0.659	2.73066666666667	7.9810264968457	0
525	56	0.505	0.509	0.659	2.56261383373031	7.66869330910825	0
525	57	0.504333	0.510333	0.659333	2.56261383373031	8.38244797478482	0
525	58	0.504	0.509333	0.658333	2.5626138337303	8.51480656211776	0
525	59	0.508667	0.514667	0.656667	0.770637129751367	2.5204818322147	0
525	60	0.509	0.515	0.654667	0.59872012204432	2.20577687280811	0
525	61	0.509333	0.515333	0.655	0.578215065176027	2.05604804458769	0
525	62	0.509	0.514333	0.658	0.832300094835974	2.86006044283688	0
525	63	0.509	0.514	0.657	0.73882105637597	2.67897402665134	0
525	64	0.504	0.507667	0.657333	3.04951011999541	8.83709361780764	0
525	65	0.505	0.507333	0.658	2.70436520649994	8.76804008143974	0
525	66	0.505	0.507333	0.652667	2.87931420455646	8.27918349302456	0
525	67	0.504667	0.507	0.652333	3.05962406593162	8.56532076526	0
525	68	0.505333	0.508333	0.655333	2.54362632513131	7.64668084693802	0
525	69	0.505333	0.508333	0.654333	2.38343748457259	7.6050340659179	0
525	70	0.505667	0.508	0.655	2.88378524737118	8.27820416179311	0
525	71	0.505	0.509667	0.654333	2.37527786326183	7.51014384957905	0
525	72	0.507	0.515333	0.670667	1.34477835404186	4.71642176975662	0
525	73	0.507333	0.514333	0.669333	1.23639451209657	4.07757217092481	0
525	74	0.507667	0.515	0.67	1.23639451209657	4.07851734419724	0
525	75	0.508	0.515667	0.671667	1.12141710746859	3.96291557867807	0
525	76	0.507333	0.514333	0.670667	1.23639451209657	4.07951642468011	0
525	77	0.508667	0.516667	0.671333	1.0064461395954	3.36611926005069	0
525	78	0.509333	0.515667	0.671333	0.913210373776789	3.26867522812226	0
525	79	0.509667	0.516667	0.669667	0.913210373776789	3.00452170868323	0
525	80	0.509333	0.516	0.671667	0.962370389614384	3.45525233267953	0
525	81	0.508333	0.515667	0.671	1.02226163691051	3.38122634426892	0
525	82	0.508333	0.515333	0.671333	1.12681676728075	3.76577913267947	0
525	83	0.508667	0.516	0.671	1.02226163691051	3.3695007186396	0
525	84	0.503	0.506333	0.658333	2.89452860204073	9.74484341033881	0
525	85	0.504	0.507667	0.658	2.72282932166713	9.25369703260347	0
525	86	0.504333	0.507333	0.656667	3.07689868121236	8.89026387518363	0
525	87	0.503667	0.506667	0.655333	3.07689868121236	9.31572226198653	0
525	88	0.503667	0.507	0.656667	3.07689868121236	9.16346395690775	0
525	89	0.503333	0.507	0.654	2.55374496624381	9.39465600946388	0
525	90	0.502	0.507667	0.656333	3.83810581449554	11.5161431188894	0
525	91	0.502667	0.507	0.655333	3.63660895209099	11.1452275577921	0
525	92	0.509667	0.517333	0.662667	0.654445800298594	1.84881371543943	0
525	93	0.509333	0.517	0.664333	0.657832827675559	1.99847453817145	0
525	94	0.510333	0.518667	0.659667	0.426262572982747	1.32417438630388	0
525	95	0.510667	0.519	0.659333	0.3653322073127	1.19807279597298	0
525	96	0.510333	0.519	0.661333	0.514782017213102	1.27658209224375	0
525	97	0.51	0.518667	0.660667	0.514782017213102	1.38544839884444	0
525	98	0.506667	0.510667	0.665667	2.07153944485026	7.43981238349566	0
525	99	0.504667	0.508333	0.655	2.38690920829225	7.78063289380327	0
525	100	0.504333	0.508	0.653667	2.5474186640414	8.2326112095381	0
526	1	0.515333	0.52	0.680667	0.450462294357813	0.813304400742863	0
526	2	0.504333	0.508667	0.659	3.02383397931002	6.64134064898553	0
526	3	0.502333	0.509333	0.646333	1.75724491970077	5.18804399614416	0
526	4	0.507333	0.512333	0.674	1.12141710746859	3.32461583236426	0
526	5	0.511333	0.519	0.684	0.595591263534862	1.60274917648671	0
526	6	0.514667	0.520333	0.682333	0.522275948194486	0.858704714640882	0
526	7	0.502	0.508667	0.65	1.93840481867527	6.52528231124204	0
526	8	0.511333	0.518	0.679	0.594133820822825	1.7265752301714	0
526	9	0.516	0.520333	0.681667	0.450099076220201	0.783786677195078	0
526	10	0.515333	0.521	0.682	0.322647398205032	0.667072384243482	0
526	11	0.513667	0.519667	0.677667	0.384	0.991490577722614	0
526	12	0.500667	0.506667	0.648	2.89721727484207	9.12824243176845	0
526	13	0.511333	0.517	0.683	0.770637129751372	1.93830358534777	0
526	14	0.511667	0.515667	0.683	0.682666666666667	1.77709354929241	0
526	15	0.512333	0.517667	0.679667	0.448828925767639	1.33063608716651	0
526	16	0.504667	0.509667	0.650667	1.73877068846623	4.68563856956012	0
526	17	0.503667	0.508333	0.659	3.02383397931002	6.88601972010476	0
526	18	0.504333	0.508333	0.659333	3.02383397931002	6.7598668241679	0
526	19	0.504333	0.509	0.658667	3.02383397931002	6.42225297358734	0
526	20	0.504667	0.509	0.659	2.84321495003146	6.34844230762494	0
526	21	0.504	0.509	0.659667	3.03093092645889	6.76696377131678	0
526	22	0.503667	0.508667	0.659667	3.01628744701747	6.88061627198028	0
526	23	0.511	0.515333	0.681667	0.77040085386117	2.39057102083868	0
526	24	0.511	0.515	0.680333	0.77040085386117	2.30375747478786	0
526	25	0.502	0.510667	0.657333	2.54362632513131	7.91784207646391	0
526	26	0.502333	0.511333	0.657667	2.38343748457259	7.59383851915496	0
526	27	0.503	0.510333	0.656667	2.53941564404495	7.69581846069174	0
526	28	0.502333	0.508667	0.647	1.89976811342829	5.54262592960803	0
526	29	0.501667	0.51	0.645333	1.62561753347784	5.29012534551058	0
526	30	0.515	0.519	0.680667	0.450099076220201	0.949493859548753	0
526	31	0.514667	0.519333	0.679	0.521787747741012	0.969372925322171	0
526	32	0.506667	0.511667	0.674	1.12141710746859	3.39191708588218	0
526	33	0.501333	0.507333	0.656	3.420985624442	10.716472784598	0
526	34	0.511667	0.519	0.684667	0.677220919868682	1.5672014986118	0
526	35	0.511667	0.519	0.683667	0.51915526041354	1.52631317336539	0
526	36	0.514667	0.521667	0.681333	0.384	0.656536839584497	0
526	37	0.503667	0.508333	0.658333	2.85032926381479	6.82696340440781	0
526	38	0.504667	0.509333	0.657667	2.66803991748207	6.28324622031575	0
526	39	0.504	0.508333	0.658333	2.85032926381479	6.4696862759788	0
526	40	0.504	0.508333	0.658	2.85032926381479	6.37160392505124	0
526	41	0.512	0.518333	0.68	0.444126386325239	1.28800450828181	0
526	42	0.511667	0.518	0.680333	0.588528304486458	1.39012801384163	0
526	43	0.512	0.519	0.680333	0.512940881287067	1.31454059064224	0
526	44	0.512667	0.517667	0.68	0.449554514013027	1.24593546282321	0
526	45	0.512333	0.518333	0.680667	0.37722773776628	1.17483937043529	0
526	46	0.512667	0.517	0.681	0.522275948194486	1.47724858835193	0
526	47	0.503667	0.512333	0.657	1.89391224739517	5.90252344507815	0
526	48	0.503	0.511667	0.656	2.03561067268336	5.92195437017703	0
526	49	0.515333	0.519	0.677667	0.59976482210898	0.887981459878616	0
526	50	0.515	0.518667	0.677667	0.682555320490835	1.04375750287846	0
526	51	0.514667	0.518333	0.679	0.682555320490835	1.09165514201071	0
526	52	0.515	0.520667	0.680667	0.383916036440991	0.773945613022959	0
526	53	0.515667	0.521	0.682333	0.266666666666667	0.612201569531441	0
526	54	0.514667	0.521	0.683667	0.26659650819415	0.710238573226423	0
526	55	0.513667	0.519333	0.678333	0.384	1.13716495672718	0
526	56	0.501	0.506	0.649	3.07689868121236	9.45136469291492	0
526	57	0.500667	0.506	0.648	2.89721727484207	9.2701636696015	0
526	58	0.510667	0.515333	0.681	0.864	2.50175072106547	0
526	59	0.511333	0.516333	0.680667	0.599973866939617	1.76443476826689	0
526	60	0.502667	0.511	0.654	2.36001316737941	7.13149555960611	0
526	61	0.502333	0.510667	0.655333	2.36001316737941	7.22995102044815	0
526	62	0.502	0.51	0.654667	2.51212397859677	7.43765872897435	0
526	63	0.502333	0.511	0.654667	2.3655032580608	7.1418419649907	0
526	64	0.503	0.51	0.654	2.21178878607028	7.26751163869396	0
526	65	0.501333	0.510333	0.653667	2.84321495003146	8.14741890927651	0
526	66	0.502	0.508667	0.646	1.61442430198898	5.18043680070118	0
526	67	0.501667	0.508333	0.646667	1.61442430198898	5.38308996568957	0
526	68	0.502	0.508333	0.647333	1.79624672288977	5.77292093351519	0
526	69	0.502	0.509	0.646333	1.66147192269359	5.18856580277038	0
526	70	0.501333	0.509	0.645667	1.79624672288977	5.80016926172383	0
526	71	0.502	0.508667	0.648	1.79624672288977	5.54907399143114	0
526	72	0.501333	0.508333	0.646	2.08128419490475	6.59309906445827	0
526	73	0.502667	0.509333	0.644667	1.76271655787833	4.97428034346093	0
526	74	0.502333	0.511	0.646333	1.76271655787833	4.75714590412089	0
526	75	0.502	0.509667	0.645667	1.76271655787833	4.77890440103558	0
526	76	0.503333	0.509333	0.651333	1.60833409766551	4.75191408711971	0
526	77	0.503667	0.511333	0.651667	1.60833409766551	4.65834909351807	0
526	78	0.513333	0.518	0.676	0.52256897387322	0.999773810414963	0
526	79	0.514667	0.520667	0.68	0.322493270607671	0.745464298837371	0
526	80	0.515667	0.52	0.678667	0.383916036440991	0.725825228541119	0
526	81	0.507667	0.513	0.671667	1.06611301607195	3.125576629151	0
526	82	0.508	0.513333	0.673	0.961843781594917	2.83500601188543	0
526	83	0.507	0.512667	0.672667	1.12141710746859	3.38742334617765	0
526	84	0.512	0.515333	0.681667	0.682666666666667	1.92584833917273	0
526	85	0.511667	0.516	0.683	0.599973866939617	1.75185689250089	0
526	86	0.511667	0.516	0.682667	0.59976482210898	1.62725146374845	0
526	87	0.511667	0.515333	0.682333	0.682666666666667	1.93250009169977	0
526	88	0.511	0.516333	0.686333	0.962633744859437	2.41747305091908	0
526	89	0.510667	0.516	0.684667	0.962633744859437	2.50853943975341	1
526	90	0.511	0.516333	0.683	0.77040085386117	2.18979978915331	0
526	91	0.515667	0.521667	0.681	0.26659650819415	0.388832354019751	0
526	92	0.516	0.522	0.682667	0.215984192282203	0.441683736337435	0
526	93	0.515	0.521667	0.681667	0.2159841922822	0.504396148926463	0
526	94	0.515333	0.521333	0.678333	0.266596508194147	0.461230601309538	0
526	95	0.515333	0.520667	0.679	0.450462294357813	0.67573141633429	0
526	96	0.515	0.521	0.68	0.383664199056618	0.703877563208126	0
526	97	0.515	0.521333	0.679667	0.26659650819415	0.547737592083386	0
526	98	0.515333	0.521333	0.682333	0.266666666666667	0.582208708882533	0
526	99	0.512	0.519333	0.681	0.592470269550978	1.35835743179554	0
526	100	0.513	0.516667	0.679333	0.521104636049527	1.33431256574466	0
527	1	0.510667	0.517	0.66	2.5054267168173	7.72874962636889	0
527	2	0.511667	0.517	0.658667	2.5184100865677	7.3707276436747	0
527	3	0.511333	0.517667	0.66	2.36001316737941	7.20133825133995	0
527	4	0.512333	0.518	0.653	3.24055446352724	6.06778913774191	0
527	5	0.503	0.516	0.668	11.2640282733117	32.0827204349418	0
527	6	0.502667	0.516667	0.668333	11.9696904479987	32.5809350192177	0
527	7	0.503	0.515	0.670667	11.9705581963457	34.0899793412414	0
527	8	0.509667	0.518667	0.676333	3.26518385553442	9.74516154372627	0
527	9	0.509	0.517333	0.675667	3.45210159706076	10.3189576499326	0
527	10	0.508667	0.517333	0.676667	3.64310371913805	10.6098542479393	0
527	11	0.511	0.518	0.662667	2.68812089328234	8.0734273014594	0
527	12	0.509667	0.517667	0.659667	2.67515756740041	8.29293488251193	0
527	13	0.509333	0.515667	0.672	5.39631574837845	17.4949158729016	0
527	14	0.509667	0.516	0.672333	5.63990352613567	17.302079675467	0
527	15	0.508333	0.515667	0.671333	5.6316176346568	17.0434859222284	0
527	16	0.508667	0.516	0.669	5.15795508423452	16.4211010966808	0
527	17	0.508667	0.516333	0.669667	5.15795508423452	16.0084551060197	0
527	18	0.506667	0.516	0.673	5.39812014274415	18.9750388854201	0
527	19	0.506667	0.515	0.674	5.88870882243202	19.7469898621043	0
527	20	0.507	0.515	0.673	5.39932321849936	18.7663144882574	0
527	21	0.508333	0.514333	0.660667	4.00089056040928	12.2236488013265	0
527	22	0.507	0.514	0.659	4.00089056040928	12.9301204139641	0
527	23	0.510667	0.517	0.655	2.52974318064486	7.291534824237	0
527	24	0.510667	0.517333	0.653333	2.37527786326185	7.02954685435321	0
527	25	0.510333	0.516333	0.654333	2.87931420455646	7.62753371734223	0
527	26	0.51	0.516333	0.654333	2.69937887574455	7.66991483409582	0
527	27	0.508	0.519	0.671333	3.26186346060845	9.08595529129692	0
527	28	0.510333	0.517333	0.655	3.05962406593162	7.21759542753931	0
527	29	0.511	0.517667	0.655	2.70892160502945	6.64447689209261	0
527	30	0.509667	0.515333	0.655	3.4316674473755	7.954077508974	0
527	31	0.51	0.516667	0.656	3.24528435022188	7.56685063333172	0
527	32	0.510333	0.515667	0.655667	3.24055446352724	7.83238668172486	0
527	33	0.510667	0.516	0.655	3.05962406593162	7.39601880207304	0
527	34	0.510667	0.515667	0.656	3.24055446352724	7.7992623521335	0
527	35	0.510667	0.516	0.656	3.05962406593162	7.76922783604957	0
527	36	0.510333	0.515667	0.654667	3.24055446352724	7.78646586730592	0
527	37	0.509333	0.521	0.667667	2.89721727484207	8.20189919306476	0
527	38	0.509667	0.520333	0.668333	2.90125240902524	8.33420672196337	0
527	39	0.509667	0.521	0.669	2.72522297740002	8.2892565560068	0
527	40	0.510333	0.518	0.678333	3.456	10.2825741138166	0
527	41	0.511333	0.519	0.661	2.19527026180127	6.66390951170223	0
527	42	0.508333	0.519667	0.673667	2.72000169106171	9.28945759884042	0
527	43	0.512333	0.518333	0.652667	3.05962406593162	5.95039700378568	0
527	44	0.512	0.519	0.654	3.06399613801939	6.19409795863326	0
527	45	0.511667	0.517667	0.654333	3.06791038730027	6.64071045572868	0
527	46	0.512333	0.517667	0.654	2.88378524737118	6.58131791133702	0
527	47	0.503	0.515667	0.669	11.9679550271527	33.0916416786798	0
527	48	0.503333	0.515333	0.668333	11.9679550271527	32.2134030669027	0
527	49	0.503333	0.516667	0.669667	11.9679550271527	32.791996209298	0
527	50	0.503333	0.516667	0.668667	11.2657168162209	32.3472270322392	0
527	51	0.503333	0.516	0.667333	11.2614956512103	31.5306964122311	0
527	52	0.502667	0.516	0.667667	11.2640282733117	32.6338906757218	0
527	53	0.503667	0.516	0.667667	10.9189204533259	31.9940531732297	0
527	54	0.503	0.517333	0.669333	12.3289078641403	32.9713930558817	0
527	55	0.503	0.515667	0.668	11.614287922915	32.4380552208637	0
527	56	0.502667	0.515333	0.667333	11.6121479697623	32.7376385886045	0
527	57	0.503333	0.515	0.665333	11.9679550271527	33.3591664814078	0
527	58	0.502667	0.515333	0.670667	11.6121479697623	34.2970659219949	0
527	59	0.503333	0.515333	0.671333	12.6958886188615	35.087815284584	0
527	60	0.503	0.515	0.666667	12.3306666666667	33.5369535125813	0
527	61	0.503333	0.515667	0.669333	12.3306666666667	33.3873011056161	0
527	62	0.502333	0.515	0.668	12.693215588409	34.338164153255	0
527	63	0.502667	0.515667	0.669	13.0648614421095	34.1174447943826	0
527	64	0.503667	0.515	0.669333	12.6949975837775	33.1455664179437	0
527	65	0.510667	0.518333	0.678333	3.26518385553442	9.50971801187808	0
527	66	0.511667	0.518333	0.677333	3.26660734839106	9.06656557003973	0
527	67	0.511	0.518667	0.679	3.0824358533918	9.1754422585341	0
527	68	0.511	0.518333	0.679	2.90349525191556	9.63530800463883	0
527	69	0.509667	0.517667	0.676333	3.26613281967696	9.90548366728219	0
527	70	0.511	0.517667	0.678	3.45502521381352	10.3971813054877	0
527	71	0.51	0.517333	0.676333	3.26613281967696	9.5857662533045	0
527	72	0.51	0.517333	0.676	2.90349525191556	9.28749049340154	0
527	73	0.509667	0.518667	0.678	3.08174346049191	9.90712863345713	0
527	74	0.509667	0.519	0.678333	3.45575629186329	10.7700810297596	0
527	75	0.509667	0.518333	0.677333	3.26518385553442	9.91078995165052	0
527	76	0.509333	0.518	0.675667	3.26518385553442	10.0791053503633	0
527	77	0.509333	0.517333	0.676333	3.64760313861415	10.5144591914859	0
527	78	0.508667	0.517	0.673	3.44990961478075	10.1314829063596	0
527	79	0.509	0.518	0.676	3.64310371913805	10.283704085176	0
527	80	0.508333	0.517667	0.676	3.64310371913805	10.9036403922392	0
527	81	0.509	0.517667	0.677	3.64310371913805	10.5882720917153	0
527	82	0.509333	0.518	0.663667	3.41492308137791	9.38865016941572	0
527	83	0.509667	0.517333	0.658667	2.8503292638148	8.62761629373698	0
527	84	0.509667	0.515667	0.672667	5.63775482356482	17.7245866646162	0
527	85	0.508667	0.516	0.668333	5.15795508423452	16.2248565829444	0
527	86	0.509	0.515667	0.67	5.15795508423452	15.8271720201563	0
527	87	0.506667	0.516333	0.672	5.39812014274415	18.5192119109729	0
527	88	0.506333	0.515667	0.673333	6.14112489842461	19.9270775076293	0
527	89	0.507667	0.516667	0.674	5.64235962200157	18.8022391841256	0
527	90	0.507333	0.515333	0.673	4.93001813073283	17.8351442088828	0
527	91	0.506667	0.514667	0.674	5.89058834748478	19.748869387157	1
527	92	0.507	0.514667	0.673333	5.64235962200155	19.2573222728367	0
527	93	0.506667	0.514667	0.672667	5.39812014274414	18.7418163075125	0
527	94	0.507	0.514333	0.672333	5.39992480022839	18.754590597326	0
527	95	0.508	0.514667	0.660333	4.20627101047169	12.7434946247331	0
527	96	0.507667	0.514	0.658	3.8250517493611	12.2352090625837	0
527	97	0.507333	0.514667	0.659667	4.01501266019604	12.8875039593567	0
527	98	0.509667	0.522	0.667667	2.22836426333022	7.7648156077894	0
527	99	0.509	0.515	0.656	4.23413972314951	9.53140590545618	0
527	100	0.507667	0.519333	0.672	3.07689868121236	9.50525621129697	0
528	1	0.508	0.515	0.677667	0.37722773776628	0.868553347802961	0
528	2	0.507	0.513	0.678667	0.480437681647589	1.49668593935698	0
528	3	0.508	0.512333	0.678667	0.564735651768333	1.3841244035732	0
528	4	0.505	0.516	0.676667	1.40872517965822	2.88361860906055	0
528	5	0.505333	0.510333	0.669667	0.638822298303744	1.78671172303869	0
528	6	0.506	0.510333	0.67	0.638822298303744	1.75021244231643	0
528	7	0.51	0.518	0.666667	0.0197389846373042	0.0368796439205982	0
528	8	0.507333	0.512667	0.677333	0.37722773776628	1.27066373652109	0
528	9	0.505	0.512333	0.678	1.40967595558794	3.35622551640567	0
528	10	0.509667	0.515	0.674333	0.360104550449537	0.606911600881812	0
528	11	0.508	0.515	0.677	0.317121317785179	0.774974912689486	0
528	12	0.507667	0.515667	0.677667	0.37722773776628	0.82497929058942	0
528	13	0.505667	0.511	0.673	0.769928405721371	2.48984331618591	0
528	14	0.508333	0.511	0.676333	0.487971066173228	1.30882953421884	0
528	15	0.506667	0.511	0.674	0.638822298303744	1.54878745916289	0
528	16	0.507	0.511333	0.676667	0.560883522211721	1.51611968942106	0
528	17	0.507333	0.515667	0.67	0.125285397729614	0.321547207003178	0
528	18	0.507667	0.516	0.671	0.127127624762107	0.331077181894927	0
528	19	0.507667	0.513667	0.680667	0.677220919868682	1.59957990793273	0
528	20	0.507667	0.513	0.681	0.677220919868682	1.6667461494811	0
528	21	0.507333	0.513	0.680667	0.677220919868682	1.67189918255509	0
528	22	0.508	0.512333	0.679667	0.517890050988584	1.41336668533011	0
528	23	0.504667	0.513	0.677667	1.29005931218573	3.49879641093635	0
528	24	0.511333	0.516667	0.674	0.126253345897669	0.258083302932762	0
528	25	0.508	0.514	0.675	0.512940881287065	0.892651850201354	0
528	26	0.509667	0.519333	0.677667	0.163923036043957	0.412192404599386	0
528	27	0.509667	0.517333	0.677	0.299481754323137	0.626742775664833	0
528	28	0.509667	0.519	0.675667	0.163923036043957	0.37920932355947	0
528	29	0.510333	0.518333	0.676667	0.163923036043957	0.320713398950318	0
528	30	0.508333	0.514667	0.678667	0.314223454189503	0.889002827641937	0
528	31	0.507667	0.514667	0.676667	0.37722773776628	0.869042429064577	0
528	32	0.506667	0.512667	0.68	0.556842331221964	1.68227900125842	1
528	33	0.508	0.512333	0.678	0.487971066173228	1.21438358175057	0
528	34	0.507667	0.512333	0.677667	0.413271440099223	1.29584532270882	0
528	35	0.507333	0.511333	0.675667	0.556842331221964	1.37323446638888	0
528	36	0.505333	0.515	0.675333	1.28930030794645	2.66142403354069	0
528	37	0.506	0.515667	0.676667	1.40872517965822	2.60271307207457	0
528	38	0.505667	0.510667	0.668	0.564735651768333	1.70858388551352	0
528	39	0.505667	0.510667	0.668333	0.638822298303744	1.7100495305379	0
528	40	0.505	0.510333	0.67	0.638822298303744	1.84269245457706	0
528	41	0.505667	0.510333	0.669667	0.647045512422805	1.74718357868274	0
528	42	0.506	0.51	0.669	0.643035814302068	1.89930497539305	0
528	43	0.506333	0.510667	0.67	0.638822298303744	1.74194311044402	0
528	44	0.506333	0.510667	0.669333	0.638822298303744	1.69358656141417	0
528	45	0.509333	0.517	0.664667	0.059445106066077	0.110966263400755	0
528	46	0.51	0.517	0.665667	0.0372996650452976	0.0607708156421296	0
528	47	0.509667	0.518333	0.666667	0.022819563684541	0.0499211201550794	0
528	48	0.509667	0.517667	0.666	0.0224891904817577	0.0493861185857929	0
528	49	0.510333	0.518	0.667	0.0197389846373042	0.0368796439205982	0
528	50	0.51	0.517333	0.665667	0.0097780874500598	0.0252231813459274	0
528	51	0.509667	0.516333	0.673333	0.163923036043957	0.363079716011929	0
528	52	0.508333	0.514	0.676333	0.444126386325237	0.98021092244117	0
528	53	0.504	0.512667	0.672333	0.770637129751367	2.45723334454937	0
528	54	0.504667	0.512	0.672667	0.682666666666667	2.37087776611062	0
528	55	0.504	0.511667	0.672	0.682666666666667	2.29025465260919	0
528	56	0.51	0.517667	0.677333	0.258242721215187	0.543039251375583	0
528	57	0.509667	0.516667	0.668333	0.0393112088106461	0.131213749490027	0
528	58	0.509667	0.516	0.669333	0.0620765466365839	0.137929515772112	0
528	59	0.509333	0.516333	0.668667	0.0612608809476798	0.144721319041482	0
528	60	0.508	0.515667	0.673	0.156556268864353	0.279086229218521	0
528	61	0.508667	0.515667	0.671333	0.0854657976846127	0.156725379163061	0
528	62	0.507	0.512667	0.677	0.444126386325237	1.33550746899093	0
528	63	0.508333	0.513	0.678667	0.444126386325237	1.05169469238609	0
528	64	0.507667	0.513333	0.68	0.413271440099223	1.23338884216778	0
528	65	0.507667	0.513667	0.680333	0.445570776366231	1.20356466726981	0
528	66	0.508	0.513667	0.680667	0.445570776366231	1.21318599407018	0
528	67	0.507	0.512333	0.677	0.444126386325237	1.33861612347763	0
528	68	0.507	0.512	0.676	0.444126386325237	1.41689656152892	0
528	69	0.508	0.514333	0.676	0.317121317785179	0.891900691237613	0
528	70	0.508	0.514667	0.677333	0.317121317785179	0.798566608174199	0
528	71	0.507667	0.514667	0.677	0.37722773776628	0.914337421072422	0
528	72	0.508	0.514333	0.675667	0.317121317785179	0.857154085863617	0
528	73	0.508	0.515333	0.677667	0.317121317785179	0.773398225529366	0
528	74	0.507333	0.515333	0.677333	0.44250415245987	0.925639697369892	0
528	75	0.507333	0.515	0.676667	0.37722773776628	0.86670309920566	0
528	76	0.507333	0.516	0.677333	0.37722773776628	0.878673481735354	0
528	77	0.505667	0.511333	0.673333	0.938808379944526	2.7702795068957	0
528	78	0.507333	0.511667	0.676667	0.484291488183449	1.36670085634761	0
528	79	0.506333	0.511333	0.673	0.721778468177598	1.76520651554998	0
528	80	0.506667	0.511	0.674333	0.638822298303744	1.61564398582073	0
528	81	0.507	0.511667	0.676333	0.487971066173228	1.42015335490388	0
528	82	0.510333	0.517667	0.658	0.00954852044255567	0.0137114920053178	0
528	83	0.509667	0.517667	0.659	0.0235716411276121	0.0410936772387332	0
528	84	0.511	0.52	0.674667	0.123072994018821	0.211742677219142	0
528	85	0.507333	0.516333	0.671	0.156556268864353	0.381890434518142	0
528	86	0.507333	0.514667	0.670333	0.154780734131337	0.455451656162548	0
528	87	0.508333	0.514667	0.670333	0.167083214402575	0.399074508883724	0
528	88	0.508	0.514667	0.682	0.677220919868682	1.60298556768069	0
528	89	0.507	0.513	0.680333	0.765682591850359	1.75583005014327	0
528	90	0.507667	0.512333	0.679333	0.517890050988584	1.41336668533011	0
528	91	0.505	0.514333	0.677667	1.06445287942109	2.91263946441582	0
528	92	0.504667	0.509667	0.669	0.638822298303744	2.2422087508215	0
528	93	0.505	0.509667	0.669667	0.638822298303744	2.17693581673294	0
528	94	0.509667	0.518333	0.663667	0.0224891904817577	0.0333926885311808	0
528	95	0.510333	0.518	0.666667	0.00954852044255567	0.024989634869757	0
528	96	0.508667	0.514333	0.675	0.510909634666798	0.82821485784287	0
528	97	0.507667	0.514	0.675333	0.590601449202264	1.0029322497091	0
528	98	0.51	0.519333	0.677667	0.163923036043957	0.388370105075664	0
528	99	0.51	0.517333	0.676333	0.299481754323137	0.581496551314388	0
528	100	0.505667	0.513667	0.668	0.638822298303744	1.41416802562594	0
529	1	0.513333	0.518	0.656	0.51915526041354	1.27439364812192	0
529	2	0.513	0.517333	0.655333	0.596841863339501	1.18826499762275	0
529	3	0.516333	0.522333	0.640333	0.00228212306845905	0.00345806472959901	0
529	4	0.503667	0.506667	0.628	2.20116319343499	7.50023127066794	0
529	5	0.505	0.507	0.628	2.19527026180127	6.8155860810718	0
529	6	0.504333	0.507333	0.630333	2.20116319343499	7.10067477817159	0
529	7	0.507	0.513	0.642667	1.1759637122638	3.6796731726513	0
529	8	0.514667	0.520667	0.642	0.0620765466365839	0.110755498141834	0
529	9	0.514	0.520667	0.644	0.0628289171885699	0.136700199426928	0
529	10	0.514667	0.52	0.643667	0.0628289171885699	0.138810311086824	0
529	11	0.507333	0.512333	0.644333	1.38977278552109	3.88789538123731	0
529	12	0.508333	0.512667	0.642	0.961843781594917	3.01107763287166	0
529	13	0.507333	0.513333	0.645333	1.51229650069849	3.82088847212317	0
529	14	0.507333	0.512667	0.645333	1.38191146422795	4.1071692674541	0
529	15	0.507	0.512333	0.645333	1.63548375245172	4.34215420170159	0
529	16	0.509	0.512667	0.673333	1.94395372825478	3.92997009530793	0
