OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.503667	0.911667	0
0.5	0.502667	0.909333	0
0.501	0.502	0.909333	0
0.500333	0.51	0.924	0
0.5	0.502333	0.907	0
0.500333	0.502333	0.909333	0
0.501333	0.503667	0.919333	0
0.5	0.504667	0.918	0
0.501	0.504667	0.921667	0
0.500333	0.503	0.913667	0
0.500333	0.503333	0.914667	0
0.500667	0.503	0.915	0
0.501667	0.503667	0.919667	0
0.500667	0.502333	0.910333	0
0.503	0.508667	0.927333	0
0.500667	0.502	0.909	0
0.500333	0.504	0.916333	0
0.500333	0.504333	0.917667	0
0.501333	0.506667	0.926	0
0.501333	0.504	0.919667	0
0.501	0.504333	0.921333	0
0.500333	0.504667	0.918333	0
0.500667	0.506667	0.925333	0
0.501333	0.509333	0.926667	0
0.500667	0.503333	0.917333	0
0.500667	0.506333	0.924333	0
0.502333	0.51	0.929	0
0.501667	0.51	0.928	0
0.502667	0.509	0.927333	0
0.501333	0.510667	0.928333	0
0.501	0.507	0.926	0
0.501	0.506333	0.924667	0
0.501	0.506	0.924333	0
0.501	0.503667	0.919	0
0.501	0.502333	0.912	0
0.501	0.511333	0.927333	0
0.501333	0.505	0.923667	0
0.502667	0.510667	0.93	0
0.500333	0.505667	0.922	0
0.500667	0.504	0.918333	0
0.502667	0.509333	0.928	0
0.503	0.509	0.927667	0
0.501333	0.506333	0.925667	0
0.501333	0.507	0.926333	0
0.502	0.509333	0.927667	0
0.502333	0.510333	0.929333	0
0.501333	0.505667	0.924333	0
0.500667	0.505	0.920333	0
0.501667	0.503333	0.918	0
0.502	0.509667	0.928667	0
0.501	0.505	0.922333	0
0.500333	0.505333	0.921333	0
0.501667	0.506667	0.927	1
0.501333	0.51	0.927333	0
0.501	0.510667	0.927	0
