OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501333	0.508333	0.519667	0.774333	0
0.501	0.504667	0.516333	0.757667	0
0.501	0.503333	0.513	0.743	0
0.501667	0.503333	0.516	0.754	0
0.502	0.503667	0.516667	0.757	0
0.500667	0.504333	0.518	0.759667	0
0.500667	0.505667	0.511667	0.752	0
0.501	0.506	0.511333	0.750667	0
0.501	0.508	0.518667	0.770333	0
0.501	0.504333	0.522	0.768667	0
0.501333	0.506667	0.517333	0.77	0
0.500667	0.504	0.517	0.744	0
0.503	0.504667	0.520667	0.769667	0
0.501	0.505333	0.513667	0.762333	0
0.502333	0.504667	0.516333	0.763	0
0.502333	0.504667	0.515	0.761333	0
0.503	0.507	0.518333	0.772	0
0.502333	0.508667	0.518667	0.772667	0
0.501333	0.504333	0.519333	0.768667	0
0.501667	0.503667	0.516	0.756667	0
0.501667	0.503333	0.522667	0.762	0
0.502667	0.506667	0.524	0.777667	0
0.502	0.504	0.522	0.771	0
0.501667	0.506667	0.521	0.772333	0
0.501333	0.507667	0.518667	0.771667	0
0.502667	0.504333	0.521	0.771	0
0.502	0.505	0.513	0.760667	0
0.501667	0.506333	0.514	0.764	0
0.502333	0.507	0.513667	0.764333	0
0.501667	0.508	0.519333	0.773667	0
0.502	0.506	0.518	0.770333	0
0.501	0.507667	0.518	0.77	0
0.501667	0.506667	0.517667	0.770667	0
0.501333	0.506	0.518333	0.769	0
0.501667	0.506	0.516667	0.767667	0
0.501	0.504333	0.513667	0.745	0
0.502333	0.503667	0.517667	0.757667	0
0.501	0.505	0.517667	0.759667	0
0.501	0.505667	0.512	0.752333	0
0.500333	0.505333	0.522333	0.77	0
0.501	0.506333	0.52	0.768667	0
0.501333	0.506	0.517667	0.768333	0
0.500333	0.503667	0.517333	0.743667	1
0.501667	0.506	0.522667	0.774333	0
0.501333	0.505333	0.523	0.774333	0
0.502333	0.504667	0.522	0.772	0
0.501333	0.506	0.513667	0.763667	0
0.502	0.505667	0.513333	0.763	0
0.501667	0.506333	0.516	0.764333	0
0.502	0.507	0.515333	0.765667	0
0.502	0.506	0.514333	0.764333	0
0.501333	0.508667	0.520333	0.774667	0
0.501333	0.506667	0.520333	0.771333	0
0.500333	0.507	0.521	0.772667	0
0.500667	0.506	0.514667	0.762667	0
0.501333	0.505	0.513667	0.751667	0
0.501333	0.503	0.517	0.757333	0
0.501	0.504333	0.517333	0.759333	0
0.501333	0.505333	0.511	0.748667	0
0.500667	0.508333	0.518667	0.770333	0
0.500667	0.506	0.523	0.770667	0
0.502	0.504333	0.51	0.733	0
0.501333	0.507333	0.517667	0.771333	0
0.500667	0.506	0.521	0.77	0
0.500667	0.506667	0.520667	0.768667	0
0.501	0.504333	0.522667	0.769	0
0.501333	0.507333	0.517333	0.770333	0
0.501667	0.506333	0.518333	0.770333	0
0.502	0.505333	0.522667	0.776333	0
0.502333	0.505333	0.522333	0.774	0
0.501333	0.505333	0.514	0.763667	0
0.501	0.505333	0.513333	0.762	0
0.503	0.506667	0.518333	0.771667	0
0.501	0.507	0.518333	0.77	0
0.501	0.504	0.52	0.768	0
0.501	0.504	0.519333	0.767	0
0.501667	0.504	0.517	0.757667	0
0.501333	0.503667	0.523	0.761	0
0.501667	0.505	0.521	0.771	0
0.502	0.506333	0.521333	0.771667	0
0.502333	0.504333	0.521	0.770333	0
0.502667	0.504	0.521667	0.77	0
0.501667	0.504333	0.510667	0.732333	0
0.501333	0.504333	0.514	0.758	0
0.502333	0.506	0.514	0.764333	0
0.501667	0.506	0.517333	0.769	0
0.501667	0.506	0.518	0.77	0
0.502	0.506333	0.518667	0.771	0
0.501	0.506333	0.518333	0.768333	0
0.503	0.506	0.511333	0.751667	0
0.503	0.505	0.512333	0.752333	0
0.501667	0.508667	0.523667	0.777667	0
0.501333	0.505667	0.518333	0.768	0
0.501667	0.505667	0.518333	0.768333	0
0.501	0.506	0.519	0.766333	0
0.501333	0.505	0.513	0.750667	0
0.501333	0.504333	0.513667	0.745333	0
0.501	0.504	0.518	0.757667	0
0.500667	0.505333	0.511667	0.751333	0
0.500667	0.503333	0.517667	0.742667	0
