OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.508667	0.877	0
0.500667	0.502667	0.846667	0
0.5	0.503	0.845333	0
0.501333	0.506333	0.874333	0
0.500333	0.503	0.846667	0
0.500333	0.507	0.872333	0
0.500333	0.508333	0.876	0
0.500667	0.508	0.879667	0
0.501333	0.505667	0.872667	0
0.502	0.510667	0.887667	0
0.503333	0.508333	0.885667	0
0.501	0.510333	0.884667	0
0.502333	0.511333	0.888667	0
0.500333	0.510333	0.883667	0
0.501	0.513333	0.888	0
0.501	0.507	0.876	0
0.501667	0.509333	0.885	0
0.503	0.508667	0.886	0
0.500333	0.511667	0.885333	0
0.500333	0.509333	0.879333	0
0.501	0.503667	0.857667	0
0.501	0.51	0.884333	0
0.500333	0.502667	0.846	0
0.500667	0.507	0.875	0
0.501	0.507667	0.878	0
0.501667	0.505667	0.873	0
0.501333	0.508333	0.882333	0
0.500333	0.514	0.889333	0
0.501	0.515333	0.890667	0
0.501	0.504	0.858	0
0.502333	0.509	0.885667	0
0.500333	0.509	0.879	0
0.503	0.508333	0.885333	0
0.502667	0.507667	0.881667	0
0.501667	0.508	0.881667	0
0.500333	0.506	0.870667	0
0.500333	0.51	0.882	0
0.500333	0.505	0.858	0
0.501	0.508333	0.881333	0
0.501333	0.508667	0.884667	0
0.501667	0.510333	0.887333	0
0.500333	0.506667	0.871667	0
0.500333	0.511333	0.884	0
0.503667	0.512	0.889333	0
0.501	0.509333	0.883333	0
0.501667	0.508333	0.884	0
0.503	0.510333	0.888	0
0.500333	0.509667	0.881333	0
0.500667	0.51	0.884	0
0.501333	0.508	0.880667	0
0.502	0.507	0.877667	0
0.503667	0.51	0.888	0
0.501	0.505333	0.868333	0
0.502333	0.514	0.891	0
0.501333	0.511	0.887	0
0.501667	0.51	0.886333	0
0.504	0.510333	0.888667	0
0.504	0.510667	0.889333	0
0.500667	0.513667	0.889	0
0.501667	0.504333	0.861	0
0.501333	0.507667	0.88	0
0.501333	0.505	0.867667	0
0.500667	0.505	0.867	0
0.501667	0.507333	0.881333	0
0.502	0.508	0.882	0
0.501	0.509	0.882333	0
0.500667	0.505333	0.868	0
0.502	0.514	0.890333	0
0.501333	0.510333	0.885667	0
0.503333	0.511333	0.889	0
0.501333	0.504333	0.860667	0
0.500667	0.513333	0.887	0
0.501	0.503333	0.857	0
0.500667	0.504333	0.859	0
0.500333	0.506333	0.871	0
0.503	0.509667	0.887667	1
0.503667	0.511	0.889	0
0.500667	0.508333	0.880333	0
0.502	0.511	0.888	0
0.503	0.509	0.886333	0
0.502	0.505667	0.873333	0
0.501	0.508667	0.882	0
0.501333	0.515	0.891	0
0.501333	0.51	0.885	0
0.501	0.512	0.887	0
0.500667	0.509	0.880667	0
0.500667	0.509333	0.881667	0
0.504333	0.509667	0.888333	0
0.502667	0.511	0.888333	0
0.502667	0.509667	0.886667	0
0.502667	0.508667	0.885333	0
0.502	0.509667	0.885667	0
0.502667	0.509333	0.886333	0
0.500667	0.510333	0.884333	0
0.501667	0.511667	0.888	0
0.502	0.512	0.888667	0
0.503	0.511	0.888667	0
0.503	0.510667	0.888333	0
0.502667	0.513667	0.890667	0
0.501667	0.514	0.89	0
0.500667	0.514	0.889667	0
0.501	0.504333	0.860333	0
0.501333	0.503	0.855667	0
0.501	0.508	0.88	0
0.501333	0.514333	0.890667	0
0.500667	0.509667	0.883333	0
0.502333	0.51	0.887667	0
0.501667	0.504	0.859333	0
0.502333	0.513667	0.889333	0
0.501667	0.511	0.887667	0
0.500667	0.510667	0.884667	0
0.501	0.505667	0.869	0
